id;modified;bibliographicCitation;references;institutionCode;collectionCode;basisOfRecord;materialSampleID;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;organismQuantity;organismQuantityType;sex;lifeStage;occurrenceStatus;preparations;otherCatalogNumbers;associatedReferences;organismID;associatedOccurrences;eventID;samplingProtocol;sampleSizeValue;sampleSizeUnit;eventDate;eventTime;year;month;verbatimEventDate;fieldNumber;waterBody;country;stateProvince;county;locality;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;footprintWKT;identifiedBy;dateIdentified;identificationReferences;identificationRemarks;identificationQualifier;typeStatus;scientificNameID;taxonConceptID;scientificName;kingdom;phylum;class;family;genus;subgenus;specificEpithet;infraspecificEpithet;taxonRank;scientificNameAuthorship;vernacularName
urn:lsid:taxonomy.org.au:MAMM:M46299;2019-01-11T09:32:18;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M46299;;;;;;1;individuals;;;present;;;;;;;;;;01/03/1995 00.03;;1995;3;;;;Australia;Western Australia;;;;;-3.193.333;115.75;;;POINT (115.75000 -31.93333);;;;;;;urn:lsid:marinespecies.org:taxname:136978;urn:lsid:biodiversity.org.au:afd.taxon:be78908b-d8f9-4b83-b53e-9951b83a1134;BALAENIDAE;Animalia;Chordata;Mammalia;Balaenidae;;;;;family;;right whales
urn:lsid:taxonomy.org.au:MAMM:M63008;2019-01-11T09:32:02;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M63008;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M49214;2019-01-11T09:32:28;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M49214;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-2.876.667;114.06.00;;;POINT (114.60000 -28.76667);;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M63003;2019-01-11T09:32:59;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M63003;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M12520;2019-01-11T09:32:10;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M12520;;;;;;1;individuals;;;present;;;;;;;;;;03/11/1973 00.11;;1973;11;;;;Australia;Western Australia;;;;;-3.505.278;11.662.778;;;POINT (116.62778 -35.05278);;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M43346;2019-01-11T09:32:10;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M43346;;;;;;1;individuals;;;present;;;;;;;;;;30/09/1994 23.09;;1994;10;;;;Australia;Western Australia;;;;;-2.876.667;11.461.667;;;POINT (114.61667 -28.76667);;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M54176;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M54176;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M22419;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M22419;;;;;;1;individuals;;;present;;;;;;;;;;10/08/1984 23.08;;1984;8;;;;Australia;Western Australia;;;;;-32;11.551.667;;;POINT (115.51667 -32.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M47218;2019-01-11T09:32:47;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M47218;;;;;;1;individuals;;;present;;;;;;;;;;;;1996;6;;;;Australia;Western Australia;;;;;-32;115.08.00;;;POINT (115.80000 -32.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137091;urn:lsid:biodiversity.org.au:afd.taxon:bb0ec4bf-61d1-4850-b164-287731f8a1c3;Balaenoptera physalus;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;species;;fin whale
urn:lsid:taxonomy.org.au:MAMM:M2372;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M2372;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-33.45;115.55.00;;;POINT (115.55000 -33.45000);;;;;;;urn:lsid:marinespecies.org:taxname:231424;urn:lsid:biodiversity.org.au:afd.taxon:62a8fd85-8ec4-4d57-96cf-355c363cece9;Caperea marginata;Animalia;Chordata;Mammalia;Neobalaenidae;Caperea;;;;species;;pygmy right whale
urn:lsid:taxonomy.org.au:MAMM:M27309;2019-01-11T09:32:55;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M27309;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:231424;urn:lsid:biodiversity.org.au:afd.taxon:62a8fd85-8ec4-4d57-96cf-355c363cece9;Caperea marginata;Animalia;Chordata;Mammalia;Neobalaenidae;Caperea;;;;species;;pygmy right whale
urn:lsid:taxonomy.org.au:MAMM:M7882;2019-01-11T09:32:53;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7882;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:136980;urn:lsid:biodiversity.org.au:afd.taxon:a8e34f27-0b3f-4fa1-8974-9ebff3784d80;DELPHINIDAE;Animalia;Chordata;Mammalia;Delphinidae;;;;;family;;dolphins
urn:lsid:taxonomy.org.au:MAMM:M19853;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M19853;;;;;;1;individuals;;;present;;;;;;;;;;28/06/1977 23.06;;1977;6;;;;Australia;Western Australia;;;;;-350.925;11.794.722;;;POINT (117.94722 -35.09250);;;;;;;urn:lsid:marinespecies.org:taxname:383558;urn:lsid:biodiversity.org.au:afd.taxon:6496e9e8-c729-473e-96aa-892ba9dad2f0;Delphinus delphis delphis;Animalia;Chordata;Mammalia;Delphinidae;Delphinus;;;;subspecies;;
urn:lsid:taxonomy.org.au:MAMM:M6844;2019-01-11T09:32:54;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M6844;;;;;;1;individuals;;;present;;;;;;;;;;10/10/1965 23.10;;1965;10;;;;;;;;;;-3.703.333;13.951.667;;;POINT (139.51667 -37.03333);;;;;;;urn:lsid:marinespecies.org:taxname:383558;urn:lsid:biodiversity.org.au:afd.taxon:6496e9e8-c729-473e-96aa-892ba9dad2f0;Delphinus delphis delphis;Animalia;Chordata;Mammalia;Delphinidae;Delphinus;;;;subspecies;;
urn:lsid:taxonomy.org.au:MAMM:M48500;2019-01-11T09:32:35;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M48500;;;;;;1;individuals;;;present;;;;;;;;;;1897-12-31 23:12:00;;1898;1;;;;Australia;Western Australia;;;;;-3.263.333;11.586.667;;;POINT (115.86667 -32.63333);;;;;;;urn:lsid:marinespecies.org:taxname:383558;urn:lsid:biodiversity.org.au:afd.taxon:6496e9e8-c729-473e-96aa-892ba9dad2f0;Delphinus delphis delphis;Animalia;Chordata;Mammalia;Delphinidae;Delphinus;;;;subspecies;;
urn:lsid:taxonomy.org.au:MAMM:M47105;2019-01-11T09:32:02;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M47105;;;;;;1;individuals;;;present;;;;;;;;;;;;1995;4;;;;Australia;Western Australia;;;;;-20.3;118.06.00;;;POINT (118.60000 -20.30000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M7681;2019-01-11T09:32:03;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7681;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M43309;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M43309;;;;;;1;individuals;;;present;;;;;;;;;;;;1993;4;;;;Australia;Western Australia;;;;;-21.9;114.04.00;;;POINT (114.40000 -21.90000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M41179;2019-01-11T09:32:29;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M41179;;;;;;1;individuals;;;present;;;;;;;;;;;;1988;8;;;;Australia;Western Australia;;;;;-20.9;116.07.00;;;POINT (116.70000 -20.90000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M26878;2019-01-11T09:32:54;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M26878;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M41176;2019-01-11T09:32:34;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M41176;;;;;;1;individuals;;;present;;;;;;;;;;;;1986;12;;;;Australia;Western Australia;;;;;-21.9;114.04.00;;;POINT (114.40000 -21.90000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M52040;2019-01-11T09:32:36;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M52040;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:136979;urn:lsid:biodiversity.org.au:afd.taxon:46215484-5a6d-454d-81cc-a32ffc35e22e;BALAENOPTERIDAE;Animalia;Chordata;Mammalia;Balaenopteridae;;;;;family;;rorquals
urn:lsid:taxonomy.org.au:MAMM:M32725;2019-01-11T09:32:35;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M32725;;;;;;1;individuals;;;present;;;;;;;;;;05/06/1979 23.06;;1979;6;;;;Australia;Western Australia;;;;;-3.186.667;115.75;;;POINT (115.75000 -31.86667);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M32770;2019-01-11T09:32:35;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M32770;;;;;;1;individuals;;;present;;;;;;;;;;19/07/1984 23.07;;1984;7;;;;Australia;Western Australia;;;;;-35;11.786.667;;;POINT (117.86667 -35.00000);;;;;;;urn:lsid:marinespecies.org:taxname:231424;urn:lsid:biodiversity.org.au:afd.taxon:62a8fd85-8ec4-4d57-96cf-355c363cece9;Caperea marginata;Animalia;Chordata;Mammalia;Neobalaenidae;Caperea;;;;species;;pygmy right whale
urn:lsid:taxonomy.org.au:MAMM:M54205;2019-01-11T09:32:23;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M54205;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M55252;2019-01-11T09:32:23;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M55252;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M232;2019-01-11T09:32:24;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M232;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-25.5;113.05.00;;;POINT (113.50000 -25.50000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M7912;2019-01-11T09:32:24;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7912;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-3.433.333;11.933.333;;;POINT (119.33333 -34.33333);;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M1241;2019-01-11T09:32:25;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M1241;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-2.271.667;113.07.00;;;POINT (113.70000 -22.71667);;;;;;;urn:lsid:marinespecies.org:taxname:136980;urn:lsid:biodiversity.org.au:afd.taxon:a8e34f27-0b3f-4fa1-8974-9ebff3784d80;DELPHINIDAE;Animalia;Chordata;Mammalia;Delphinidae;;;;;family;;dolphins
urn:lsid:taxonomy.org.au:MAMM:M7064;2019-01-11T09:32:49;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7064;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M5451;2019-01-11T09:32:02;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M5451;;;;;;1;individuals;;;present;;;;;;;;;;09/02/1963 23.02;;1963;2;;;;Australia;Western Australia;;;;;-32;115.05.00;;;POINT (115.50000 -32.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M447;2019-01-11T09:32:01;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M447;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-3.253.333;11.571.667;;;POINT (115.71667 -32.53333);;;;;;;urn:lsid:marinespecies.org:taxname:136980;urn:lsid:biodiversity.org.au:afd.taxon:a8e34f27-0b3f-4fa1-8974-9ebff3784d80;DELPHINIDAE;Animalia;Chordata;Mammalia;Delphinidae;;;;;family;;dolphins
urn:lsid:taxonomy.org.au:MAMM:M25834;2019-01-11T09:32:01;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M25834;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:383558;urn:lsid:biodiversity.org.au:afd.taxon:6496e9e8-c729-473e-96aa-892ba9dad2f0;Delphinus delphis delphis;Animalia;Chordata;Mammalia;Delphinidae;Delphinus;;;;subspecies;;
urn:lsid:taxonomy.org.au:MAMM:M41993;2019-01-11T09:32:01;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M41993;;;;;;1;individuals;;;present;;;;;;;;;;;;1971;1;;;;Australia;Western Australia;;;;;-25.4;113.06.00;;;POINT (113.60000 -25.40000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M25788;2019-01-11T09:32:01;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M25788;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-20.4;116.08.00;;;POINT (116.80000 -20.40000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M8064;2019-01-11T09:32:17;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M8064;;;;;;1;individuals;;;present;;;;;;;;;;30/04/1969 23.04;;1969;5;;;;Australia;Western Australia;;;;;-3.431.667;11.536.667;;;POINT (115.36667 -34.31667);;;;;;;urn:lsid:marinespecies.org:taxname:137013;urn:lsid:biodiversity.org.au:afd.taxon:fac4795d-bc05-49ca-99d5-2d8b9c05acd3;Balaenoptera;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;genus;;
urn:lsid:taxonomy.org.au:MAMM:M13963;2019-01-11T09:32:00;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M13963;;;;;;1;individuals;;;present;;;;;;;;;;15/05/1973 23.05;;1973;5;;;;Australia;Western Australia;;;;;-3.051.667;11.507.222;;;POINT (115.07222 -30.51667);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M7898;2019-01-11T09:32:01;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7898;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Queensland;;;;;-1.913.333;14.683.333;;;POINT (146.83333 -19.13333);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M49953;2019-01-11T09:32:03;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M49953;;;;;;1;individuals;;;present;;;;;;;;;;05/06/1979 23.06;;1979;6;;;;Australia;Western Australia;;;;;-3.188.333;115.75;;;POINT (115.75000 -31.88333);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M7680;2019-01-11T09:32:04;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7680;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M5466;2019-01-11T09:32:04;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M5466;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-20.1;119.05.00;;;POINT (119.50000 -20.10000);;;;;;;urn:lsid:marinespecies.org:taxname:220227;urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1;Dugong dugon;Animalia;Chordata;Mammalia;Dugongidae;Dugong;;;;species;;Dugong
urn:lsid:taxonomy.org.au:MAMM:M10109;2019-01-11T09:32:30;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M10109;;;;;;1;individuals;;;present;;;;;;;;;;29/05/1969 23.05;;1969;5;;;;Australia;Western Australia;;;;;-3.499.444;116.725;;;POINT (116.72500 -34.99444);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M16239;2019-01-11T09:32:30;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M16239;;;;;;1;individuals;;;present;;;;;;;;;;;;;;;;;Australia;Western Australia;;;;;-3.401.667;123.15.00;;;POINT (123.15000 -34.01667);;;;;;;urn:lsid:marinespecies.org:taxname:383558;urn:lsid:biodiversity.org.au:afd.taxon:6496e9e8-c729-473e-96aa-892ba9dad2f0;Delphinus delphis delphis;Animalia;Chordata;Mammalia;Delphinidae;Delphinus;;;;subspecies;;
urn:lsid:taxonomy.org.au:MAMM:M1938;2019-01-11T09:32:55;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M1938;;;;;;1;individuals;;;present;;;;;;;;;;25/06/1935 23.06;;1935;6;;;;Australia;Western Australia;;;;;-3.228.333;11.571.667;;;POINT (115.71667 -32.28333);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M7872;2019-01-11T09:32:13;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M7872;;;;;;1;individuals;;;present;;;;;;;;;;02/09/1967 23.09;;1967;9;;;;Australia;Western Australia;;;;;-333.125;11.566.389;;;POINT (115.66389 -33.31250);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M6572;2019-01-11T09:32:13;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M6572;;;;;;1;individuals;;;present;;;;;;;;;;31/07/1964 23.07;;1964;8;;;;Australia;Western Australia;;;;;-2.844.444;11.373.333;;;POINT (113.73333 -28.44444);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
urn:lsid:taxonomy.org.au:MAMM:M54173;2019-01-11T09:32:14;;;WAM;MAMM;PreservedSpecimen;;urn:lsid:taxonomy.org.au:MAMM:M54173;;;;;;1;individuals;;;present;;;;;;;;;;20/08/1969 23.08;;1969;8;;;;Australia;Western Australia;;;;;-2.643.333;114.02.00;;;POINT (114.20000 -26.43333);;;;;;;urn:lsid:marinespecies.org:taxname:137087;urn:lsid:biodiversity.org.au:afd.taxon:8d201546-a692-4bac-9513-eccd069050c4;Balaenoptera acutorostrata;Animalia;Chordata;Mammalia;Balaenopteridae;Balaenoptera;;;;Species;;Dwarf minke whale
