id;modified;bibliographicCitation;institutionCode;collectionCode;basisOfRecord;informationWithheld;occurrenceID;catalogNumber;recordedBy;individualCount;sex;lifeStage;occurrenceStatus;eventDate;year;month;day;fieldNotes;waterBody;country;locality;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;scientificNameID;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship
urn:catalog:AADC:WHALE_LOG:WL-145;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-145;WL-145;Crew and expeditioners on voyage;2;;;present;1963-02-01 05:00:00+00;1963;2;1;heading north;Southern Ocean;Antarctica;Southern Ocean;;;-6.210.000.000;6.753.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-147;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-147;WL-147;Crew and expeditioners on voyage;;;;present;1963-02-21 05:00:00+00;1963;2;21;;Southern Ocean;Antarctica;Southern Ocean;;;-6.350.000.000;8.200.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-149;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-149;WL-149;Crew and expeditioners on voyage;2;;;present;1963-02-24 10:00:00+00;1963;2;24;heading west;Southern Ocean;Antarctica;Southern Ocean;;;-6.366.700.000;9.700.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-15;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-15;WL-15;Crew and expeditioners on voyage;2;;;present;1995-12-03 05:30:00+00;1995;12;3;in front of ship;Southern Ocean;Antarctica;Southern Ocean;;;-6.085.000.000;11.151.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137097;Globicephala melas;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Globicephala;melas;;Traill,1809
urn:catalog:AADC:WHALE_LOG:WL-150;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-150;WL-150;Crew and expeditioners on voyage;2;;;present;1963-02-24 11:00:00+00;1963;2;24;heading south east;Southern Ocean;Antarctica;Southern Ocean;;;-6.366.700.000;9.750.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-151;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-151;WL-151;Crew and expeditioners on voyage;1;;;present;1963-02-25 11:00:00+00;1963;2;25;heading east;Southern Ocean;Antarctica;Southern Ocean;;;-6.383.300.000;10.691.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137090;Balaenoptera musculus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;musculus;;(Linnaeus,1758)
urn:catalog:AADC:WHALE_LOG:WL-152;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-152;WL-152;Crew and expeditioners on voyage;25;;;present;1963-02-26 06:00:00+00;1963;2;26;;Southern Ocean;Antarctica;Southern Ocean;;;-6.450.000.000;11.700.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137090;Balaenoptera musculus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;musculus;;(Linnaeus,1758)
urn:catalog:AADC:WHALE_LOG:WL-163;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-163;WL-163;Crew and expeditioners on voyage;3;;;present;1970-11-24 16:00:00+00;1970;11;24;;Southern Ocean;Antarctica;Southern Ocean;;;-5.300.000.000;15.816.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-164;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-164;WL-164;Crew and expeditioners on voyage;2;;;present;1970-12-18 14:00:00+00;1970;12;18;;Southern Ocean;Antarctica;Southern Ocean;;;-5.661.700.000;12.113.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-165;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-165;WL-165;Crew and expeditioners on voyage;1;;;present;1970-12-18 15:00:00+00;1970;12;18;;Southern Ocean;Antarctica;Southern Ocean;;;-5.680.000.000;12.065.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-166;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-166;WL-166;Crew and expeditioners on voyage;1;;;present;1970-12-21 10:40:00+00;1970;12;21;;Southern Ocean;Antarctica;Southern Ocean;;;-6.283.300.000;9.721.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-167;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-167;WL-167;Crew and expeditioners on voyage;;;;present;1970-12-21 13:25:00+00;1970;12;21;;Southern Ocean;Antarctica;Southern Ocean;;;-6.301.700.000;9.651.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-169;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-169;WL-169;Crew and expeditioners on voyage;4;;;present;1970-12-21 16:50:00+00;1970;12;21;;Southern Ocean;Antarctica;Southern Ocean;;;-6.321.700.000;9.493.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-17;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-17;WL-17;Crew and expeditioners on voyage;1;;;present;1995-12-03 08:35:00+00;1995;12;3;travelling north;Southern Ocean;Antarctica;Southern Ocean;;;-6.163.300.000;11.116.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=220222;Eubalaena australis;Animalia;Chordata;Mammalia;Cetacea;Balaenidae;Eubalaena;australis;;(Desmoulins,1822)
urn:catalog:AADC:WHALE_LOG:WL-170;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-170;WL-170;Crew and expeditioners on voyage;3;;;present;1970-12-21 23:00:00+00;1970;12;21;;Southern Ocean;Antarctica;Southern Ocean;;;-6.353.300.000;9.213.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-171;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-171;WL-171;Crew and expeditioners on voyage;2;;;present;1970-12-22 06:55:00+00;1970;12;22;;Southern Ocean;Antarctica;Southern Ocean;;;-6.330.000.000;8.911.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-172;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-172;WL-172;Crew and expeditioners on voyage;4;;;present;1970-12-23 04:00:00+00;1970;12;23;;Southern Ocean;Antarctica;Southern Ocean;;;-6.055.000.000;8.345.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-174;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-174;WL-174;Crew and expeditioners on voyage;2;;;present;1970-12-26 20:25:00+00;1970;12;26;;Southern Ocean;Antarctica;Southern Ocean;;;-6.255.000.000;6.528.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-175;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-175;WL-175;Crew and expeditioners on voyage;5;;;present;1970-12-27 03:00:00+00;1970;12;27;;Southern Ocean;Antarctica;Southern Ocean;;;-6.311.700.000;6.328.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-176;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-176;WL-176;Crew and expeditioners on voyage;;;;present;1970-12-27 14:00:00+00;1970;12;27;;Southern Ocean;Antarctica;Southern Ocean;;;-6.466.700.000;6.270.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-178;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-178;WL-178;Crew and expeditioners on voyage;;;;present;1970-12-27 18:00:00+00;1970;12;27;;Southern Ocean;Antarctica;Southern Ocean;;;-6.510.000.000;6.291.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-179;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-179;WL-179;Crew and expeditioners on voyage;1;;;present;1970-12-31 18:20:00+00;1970;12;31;;Southern Ocean;Antarctica;Southern Ocean;;;-6.686.700.000;6.931.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-18;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-18;WL-18;Crew and expeditioners on voyage;;;;present;1995-12-03 09:20:00+00;1995;12;3;travelling north;Southern Ocean;Antarctica;Southern Ocean;;;-6.178.300.000;11.108.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-181;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-181;WL-181;Crew and expeditioners on voyage;1;;;present;1971-01-06 06:30:00+00;1971;1;6;;Southern Ocean;Antarctica;Southern Ocean;;;-6.563.300.000;6.633.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-184;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-184;WL-184;Crew and expeditioners on voyage;1;;;present;1971-01-06 15:00:00+00;1971;1;6;;Southern Ocean;Antarctica;Southern Ocean;;;-6.538.300.000;6.783.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-185;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-185;WL-185;Crew and expeditioners on voyage;1;;;present;1971-01-07 01:50:00+00;1971;1;7;;Southern Ocean;Antarctica;Southern Ocean;;;-6.663.300.000;7.150.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-186;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-186;WL-186;Crew and expeditioners on voyage;6;;;present;1971-01-07 03:00:00+00;1971;1;7;;Southern Ocean;Antarctica;Southern Ocean;;;-6.580.000.000;7.186.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-187;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-187;WL-187;Crew and expeditioners on voyage;3;;;present;1971-01-07 22:00:00+00;1971;1;7;;Southern Ocean;Antarctica;Southern Ocean;;;-6.855.000.000;7.730.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-188;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-188;WL-188;Crew and expeditioners on voyage;1;;;present;1971-01-15 14:15:00+00;1971;1;15;pack ice;Southern Ocean;Antarctica;Southern Ocean;;;-6.616.700.000;6.706.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-189;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-189;WL-189;Crew and expeditioners on voyage;;;;present;1971-01-15 21:30:00+00;1971;1;15;pack ice;Southern Ocean;Antarctica;Southern Ocean;;;-6.625.000.000;6.420.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-190;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-190;WL-190;Crew and expeditioners on voyage;1;;;present;1971-01-16 21:00:00+00;1971;1;16;;Southern Ocean;Antarctica;Southern Ocean;;;-6.603.300.000;6.283.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-191;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-191;WL-191;Crew and expeditioners on voyage;1;;;present;1971-01-16 23:00:00+00;1971;1;16;;Southern Ocean;Antarctica;Southern Ocean;;;-6.560.000.000;6.266.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091;Balaenoptera physalus;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-193;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-193;WL-193;Crew and expeditioners on voyage;1;;;present;1971-01-17 01:15:00+00;1971;1;17;;Southern Ocean;Antarctica;Southern Ocean;;;-6.516.700.000;6.261.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-194;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-194;WL-194;Crew and expeditioners on voyage;;;;present;1971-01-17 02:45:00+00;1971;1;17;;Southern Ocean;Antarctica;Southern Ocean;;;-6.490.000.000;6.295.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-195;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-195;WL-195;Crew and expeditioners on voyage;;;;present;1971-01-17 09:20:00+00;1971;1;17;;Southern Ocean;Antarctica;Southern Ocean;;;-6.368.300.000;6.436.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-196;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-196;WL-196;Crew and expeditioners on voyage;1;;;present;1971-01-17 15:30:00+00;1971;1;17;;Southern Ocean;Antarctica;Southern Ocean;;;-6.246.700.000;6.528.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-197;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-197;WL-197;Crew and expeditioners on voyage;1;;;present;1971-02-13 09:50:00+00;1971;2;13;;Southern Ocean;Antarctica;Southern Ocean;;;-6.393.300.000;8.160.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-198;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-198;WL-198;Crew and expeditioners on voyage;8;;;present;1971-02-14 06:00:00+00;1971;2;14;;Southern Ocean;Antarctica;Southern Ocean;;;-6.566.700.000;7.575.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-199;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-199;WL-199;Crew and expeditioners on voyage;6;;;present;1971-02-14 09:00:00+00;1971;2;14;;Southern Ocean;Antarctica;Southern Ocean;;;-6.611.700.000;7.570.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-20;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-20;WL-20;Crew and expeditioners on voyage;8;;;present;1995-12-06 04:20:00+00;1995;12;6;pod in lead;Southern Ocean;Antarctica;Southern Ocean;;;-6.536.700.000;10.955.000.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102;Orcinus orca;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;orca;;Linnaeus,1758
urn:catalog:AADC:WHALE_LOG:WL-200;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-200;WL-200;Crew and expeditioners on voyage;3;;;present;1971-02-14 13:00:00+00;1971;2;14;;Southern Ocean;Antarctica;Southern Ocean;;;-6.676.700.000;7.566.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-202;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-202;WL-202;Crew and expeditioners on voyage;15;;;present;1971-02-16 11:00:00+00;1971;2;16;;Southern Ocean;Antarctica;Southern Ocean;;;-6.700.000.000;6.921.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-203;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-203;WL-203;Crew and expeditioners on voyage;3;;;present;1971-02-16 12:15:00+00;1971;2;16;;Southern Ocean;Antarctica;Southern Ocean;;;-6.703.300.000;6.866.700.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
urn:catalog:AADC:WHALE_LOG:WL-204;14/04/2009 11.41;see http://data.aad.gov.au/metadata/records/ANARE_Whale_log;AADC;WHALE_LOG;HumanObservation;collector identities withheld;urn:catalog:AADC:WHALE_LOG:WL-204;WL-204;Crew and expeditioners on voyage;10;;;present;1971-02-16 13:30:00+00;1971;2;16;;Southern Ocean;Antarctica;Southern Ocean;;;-6.705.000.000;6.833.300.000;50.000.000.000;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088;Balaenoptera borealis;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;;Lesson,1828
