id;modified;bibliographicCitation;references;institutionCode;collectionCode;basisOfRecord;materialSampleID;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;organismQuantity;organismQuantityType;sex;lifeStage;occurrenceStatus;preparations;otherCatalogNumbers;associatedReferences;organismID;associatedOccurrences;eventID;samplingProtocol;sampleSizeValue;sampleSizeUnit;eventDate;eventTime;year;month;verbatimEventDate;fieldNumber;waterBody;country;stateProvince;county;locality;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;footprintWKT;identifiedBy;dateIdentified;identificationReferences;identificationRemarks;identificationQualifier;typeStatus;scientificNameID;taxonConceptID;scientificName;kingdom;phylum;class;family;genus;subgenus;specificEpithet;infraspecificEpithet;taxonRank;scientificNameAuthorship;vernacularName
54178;2019-12-19T09:18:45;;;;;HumanObservation;;54178;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;10/07/1958;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
54179;2019-12-19T09:18:45;;;;;HumanObservation;;54179;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;11/07/1958;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
54180;2019-12-19T09:18:45;;;;;HumanObservation;;54180;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;11/07/1958;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
54181;2019-12-19T09:18:45;;;;;HumanObservation;;54181;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;11/07/1958;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
54182;2019-12-19T09:18:46;;;;;HumanObservation;;54182;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;12/07/1958;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
60365;2019-12-19T09:20:35;;;;;HumanObservation;;60365;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;27/07/1960;;;;;;;Australia;;;;0;0;-36;175;10000;0,622222222;POINT (175.00000 -36.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
60366;2019-12-19T09:20:35;;;;;HumanObservation;;60366;;;;;;1;individual;Female;Mature;present;;;;;;;;;;27/07/1960;;;;;;;Australia;;;;0;0;-36;175;10000;0,622222222;POINT (175.00000 -36.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63489;2019-12-19T09:20:36;;;;;HumanObservation;;63489;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;20/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
60367;2019-12-19T09:20:35;;;;;HumanObservation;;60367;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;02/08/1960;;;;;;;Australia;;;;0;0;-36;175;10000;0,622222222;POINT (175.00000 -36.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
60368;2019-12-19T09:20:35;;;;;HumanObservation;;60368;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;03/08/1960;;;;;;;Australia;;;;0;0;-36;175;10000;0,622222222;POINT (175.00000 -36.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
60369;2019-12-19T09:20:36;;;;;HumanObservation;;60369;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;03/08/1960;;;;;;;Australia;;;;0;0;-36;175;10000;0,622222222;POINT (175.00000 -36.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63490;2019-12-19T09:20:36;;;;;HumanObservation;;63490;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;20/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63491;2019-12-19T09:20:36;;;;;HumanObservation;;63491;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63492;2019-12-19T09:20:36;;;;;HumanObservation;;63492;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63493;2019-12-19T09:20:37;;;;;HumanObservation;;63493;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;23/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63494;2019-12-19T09:20:37;;;;;HumanObservation;;63494;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;24/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63495;2019-12-19T09:20:37;;;;;HumanObservation;;63495;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;30/05/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63496;2019-12-19T09:20:37;;;;;HumanObservation;;63496;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;01/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63497;2019-12-19T09:20:37;;;;;HumanObservation;;63497;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;01/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63498;2019-12-19T09:20:38;;;;;HumanObservation;;63498;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;02/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63499;2019-12-19T09:20:38;;;;;HumanObservation;;63499;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;05/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63500;2019-12-19T09:20:38;;;;;HumanObservation;;63500;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;06/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63501;2019-12-19T09:20:38;;;;;HumanObservation;;63501;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;06/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63505;2019-12-19T09:20:39;;;;;HumanObservation;;63505;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;08/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63502;2019-12-19T09:20:38;;;;;HumanObservation;;63502;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;06/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63503;2019-12-19T09:20:38;;;;;HumanObservation;;63503;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;06/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63504;2019-12-19T09:20:39;;;;;HumanObservation;;63504;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;07/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63506;2019-12-19T09:20:39;;;;;HumanObservation;;63506;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;09/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63507;2019-12-19T09:20:39;;;;;HumanObservation;;63507;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;12/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63508;2019-12-19T09:20:39;;;;;HumanObservation;;63508;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;12/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63509;2019-12-19T09:20:40;;;;;HumanObservation;;63509;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;13/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
63510;2019-12-19T09:20:40;;;;;HumanObservation;;63510;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;13/06/1961;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23576;2019-12-19T09:15:07;;;;;HumanObservation;;23576;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23573;2019-12-19T09:15:07;;;;;HumanObservation;;23573;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23574;2019-12-19T09:15:07;;;;;HumanObservation;;23574;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23575;2019-12-19T09:15:07;;;;;HumanObservation;;23575;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23577;2019-12-19T09:15:07;;;;;HumanObservation;;23577;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23578;2019-12-19T09:15:07;;;;;HumanObservation;;23578;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23579;2019-12-19T09:15:08;;;;;HumanObservation;;23579;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;15/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23580;2019-12-19T09:15:08;;;;;HumanObservation;;23580;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;17/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23581;2019-12-19T09:15:08;;;;;HumanObservation;;23581;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;17/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23582;2019-12-19T09:15:08;;;;;HumanObservation;;23582;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;17/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23583;2019-12-19T09:15:08;;;;;HumanObservation;;23583;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;19/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23584;2019-12-19T09:15:09;;;;;HumanObservation;;23584;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;20/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23585;2019-12-19T09:15:09;;;;;HumanObservation;;23585;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;20/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23586;2019-12-19T09:15:09;;;;;HumanObservation;;23586;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;21/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23587;2019-12-19T09:15:09;;;;;HumanObservation;;23587;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;21/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23591;2019-12-19T09:15:10;;;;;HumanObservation;;23591;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23588;2019-12-19T09:15:09;;;;;HumanObservation;;23588;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;21/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23589;2019-12-19T09:15:09;;;;;HumanObservation;;23589;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23590;2019-12-19T09:15:10;;;;;HumanObservation;;23590;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23592;2019-12-19T09:15:10;;;;;HumanObservation;;23592;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23593;2019-12-19T09:15:10;;;;;HumanObservation;;23593;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23594;2019-12-19T09:15:10;;;;;HumanObservation;;23594;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23595;2019-12-19T09:15:10;;;;;HumanObservation;;23595;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23596;2019-12-19T09:15:11;;;;;HumanObservation;;23596;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23597;2019-12-19T09:15:11;;;;;HumanObservation;;23597;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;24/06/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
23600;2019-12-19T09:15:11;;;;;HumanObservation;;23600;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;03/07/1950;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47239;2019-12-19T09:17:25;;;;;HumanObservation;;47239;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;21/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47240;2019-12-19T09:17:25;;;;;HumanObservation;;47240;;;;;;1;individual;Female;Mature;present;;;;;;;;;;21/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47241;2019-12-19T09:17:25;;;;;HumanObservation;;47241;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;21/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47242;2019-12-19T09:17:26;;;;;HumanObservation;;47242;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47243;2019-12-19T09:17:26;;;;;HumanObservation;;47243;;;;;;1;individual;Female;Mature;present;;;;;;;;;;22/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47247;2019-12-19T09:17:27;;;;;HumanObservation;;47247;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;23/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47244;2019-12-19T09:17:26;;;;;HumanObservation;;47244;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47245;2019-12-19T09:17:26;;;;;HumanObservation;;47245;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;22/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47246;2019-12-19T09:17:26;;;;;HumanObservation;;47246;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47248;2019-12-19T09:17:27;;;;;HumanObservation;;47248;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;23/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47249;2019-12-19T09:17:27;;;;;HumanObservation;;47249;;;;;;1;individual;Female;Unknown;present;;;;;;;;;;23/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47250;2019-12-19T09:17:27;;;;;HumanObservation;;47250;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;23/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47251;2019-12-19T09:17:27;;;;;HumanObservation;;47251;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;24/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47252;2019-12-19T09:17:28;;;;;HumanObservation;;47252;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;24/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47253;2019-12-19T09:17:28;;;;;HumanObservation;;47253;;;;;;1;individual;Female;Mature;present;;;;;;;;;;24/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47254;2019-12-19T09:17:28;;;;;HumanObservation;;47254;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;24/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47255;2019-12-19T09:17:28;;;;;HumanObservation;;47255;;;;;;1;individual;Female;Mature;present;;;;;;;;;;25/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47256;2019-12-19T09:17:28;;;;;HumanObservation;;47256;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;25/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
47262;2019-12-19T09:17:30;;;;;HumanObservation;;47262;;;;;;1;individual;Male;Unknown;present;;;;;;;;;;27/06/1956;;;;;;;Australia;;;;0;0;-42;175;10000;0,622222222;POINT (175.00000 -42.00000);;;;;;;urn:lsid:marinespecies.org:taxname:137092;;Megaptera novaeangliae;Animalia;;;;;;;;Species;;Humpback
