id;bibliographicCitation;institutionCode;collectionCode;basisOfRecord;dynamicProperties;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;sex;lifeStage;preparations;otherCatalogNumbers;associatedReferences;eventDate;year;month;day;fieldNumber;waterBody;country;stateProvince;county;locality;verbatimDepth;minimumDepthInMeters;maximumDepthInMeters;verbatimCoordinates;decimalLatitude;decimalLongitude;coordinatePrecision;identifiedBy;dateIdentified;typeStatus;scientificNameID;scientificName;scientificNameAuthorship
1022;;SAMC;ZM;HumanObservation;;SAMC-ZM-000859;"Skull; Total length 387cm; Skull found unlabelled but identified by a process of elimination";;Best PB;;M;;;SAM-ZM040054;;1983-12-06T12:00:00Z;1983;12;6;PBB 83/41;Atlantic;South Africa;;;Hawston Beach near Hermanus;;;;;-343.666.992.188;190.832.996.368;;Best PB;;;urn:lsid:marinespecies.org:taxname:137126;Mesoplodon mirus;
1023;;SAMC;ZM;HumanObservation;;SAMC-ZM-000149;"Skull; Picked up on beach; Possible incidental mortality in set nets";;Loutit R;;;;;SAM-ZM039895;;1982-10-05T12:00:00Z;1982;10;5;PBB 82/35/3;Atlantic;Nambia;;;18km south to Terrace Bay;;;;;-201.333.007.812;129.666.996.002;;Loutit R;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1024;;SAMC;ZM;HumanObservation;;SAMC-ZM-000856;"Skull plus three vertebrae (4th ant. Thoracic, 5th Lumbar, 10th Caudal; Total length 4.62m; Stranded";;Best PB;;M;;;SAM-ZM039840;;1981-12-17T12:00:00Z;1981;12;17;81/20;Atlantic;South Africa;;;Britannia Bay, St. Helena Bay;;;;;-327.000.007.629;179.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137126;Mesoplodon mirus;
1025;;SAMC;ZM;HumanObservation;;SAMC-ZM-001387;Skull;;Rand RW;;M;;;SAM-ZM034986;;1953-06-16T00:00:00Z;1953;6;;RWR 20;Pacific;U.S.A;;;St. Paul Island, Alaska;;;;;570.999.984.741;-170.25;;Rand RW;;;urn:lsid:marinespecies.org:taxname:254997;Callorhinus ursinus;
1026;;SAMC;ZM;HumanObservation;;SAMC-ZM-000167;"Skull; 6 umbar vertebrate; Stranding; Total length 1.75m";;Best PB;;F;;;SAM-ZM041264;;1993-12-24T12:00:00Z;1993;12;24;PBB 93/20;Atlantic;South Africa;;;Between Tweeklip and Deurspring, Lamberts Bay;;;;;-320.499.992.371;182.833.003.998;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1027;;SAMC;ZM;HumanObservation;;SAMC-ZM-001137;"Skull; Adult";;Rand RW;;F;;;SAM-ZM034990;;1952-01-30T12:00:00Z;1952;1;30;UGGI 3407;Indian;South Africa;;;Marion Island;;;;;-468.833.007.812;37.75;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231413;Mirounga leonina;
1028;;SAMC;ZM;HumanObservation;;SAMC-ZM-000981;"Skeleton; On diplay July 1976";;;;;;;SAM-ZM012962;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:242603;Balaenoptera brydei;
1029;;SAMC;ZM;HumanObservation;;SAMC-ZM-000477;"Skull and incomplete skeleton; On display, July 1976";;;;;;;SAM-ZM019928;;;;;;0/66;Atlantic;South Africa;;;Noordhoek  Beach, mouth of lagoon scattered;;;;;-340.999.984.741;183.332.996.368;;;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
1030;;SAMC;ZM;HumanObservation;;SAMC-ZM-000437;"Skull, mandibles and hyoids; Length 358cm; Tally No. 3570";;Best PB;;F;;;SAM-ZM039736;;1981-08-16T12:00:00Z;1981;8;;81/13/41;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1031;;SAMC;ZM;HumanObservation;;SAMC-ZM-000160;"Skull; Total length 159cm; Collected at sea";;Best PB;;F;;;SAM-ZM040900;;1990-01-18T12:00:00Z;1990;1;18;PBB 90/4;Atlantic;South Africa;;;;;;;;-324.178.009.033;182.350.006.104;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1032;;SAMC;ZM;HumanObservation;;SAMC-ZM-001066;"Baleen plates (2); Total length 10.31m; Stranded dead entangled in fishing gear round tail";;Best PB;;M;;;SAM-ZM040945;;1990-08-08T12:00:00Z;1990;8;8;PBB 90/28;Atlantic;South Africa;;;Die Kelders, Gansbaai;;;;;-345.499.992.371;193.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:220222;Eubalaena australis;
1033;;SAMC;ZM;HumanObservation;;SAMC-ZM-001377;"Skull; Pup";;Rand RW;;M;;;SAM-ZM034976;;1953-06-15T12:00:00Z;1953;6;15;RWR 11;Pacific;U.S.A;;;St. Paul Island, Alaska;;;;;570.999.984.741;-170.25;;Rand RW;;;urn:lsid:marinespecies.org:taxname:254997;Callorhinus ursinus;
1034;;SAMC;ZM;HumanObservation;;SAMC-ZM-000481;"Skull, mandibles and hyoids; Length 358cm; Tally No. 3508";;Best PB;;F;;;SAM-ZM039742;;1981-08-16T12:00:00Z;1981;8;;81/13/48;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1035;;SAMC;ZM;HumanObservation;;SAMC-ZM-001063;"Sternum plus connections, pelvic bones, baleen sample; Total length 536cm; Stranded live";;Best PB;;M;;;SAM-ZM040657;;1987-08-22T12:00:00Z;1987;8;22;PBB 87/16;;;;;Silverstromstrand;;;;;-335.833.015.442;183.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:220222;Eubalaena australis;
1036;;SAMC;ZM;HumanObservation;;SAMC-ZM-000417;"Skull; Total length 290.5cm; Stranding; One of mass stranding";;Best PB;;F;;;SAM-ZM040914;;1988-06-17T12:00:00Z;1988;6;17;PBB 88/14;Atlantic;South Africa;;;Bettys Bay;;;;;-343.499.984.741;189.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1037;;SAMC;ZM;HumanObservation;;SAMC-ZM-000894;"Skull portion, no mandibles; Total length 8.63m; Stranded in highly decomposed state";;Best PB;;;;;SAM-ZM039296;;1979-01-15T12:00:00Z;1979;1;15;79/1;Atlantic;South Africa;;;Mouille Point, Cape Town;;;;;-338.833.007.812;183.833.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:242606;Berardius arnuxii;
1038;;SAMC;ZM;HumanObservation;;SAMC-ZM-001300;"Skull and skin; Total length 83.5cm; Came ashore alive; donated from SPCA";;Shaughnessy PD;;F;;;SAM-ZM039329;;1979-03-25T12:00:00Z;1979;3;25;AT 22;Atlantic;South Africa;;;Strandfontein, False bay;;;;;-340.833.015.442;185.499.992.371;;Shaughnessy PD;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
1039;;SAMC;ZM;HumanObservation;;SAMC-ZM-000277;"Cranial; Total length 158cm; Collected at sea; Collected at sea";;Best PB;;F;;;SAM-ZM040008;;1982-08-28T12:00:00Z;1982;8;28;PBB 82/19;Atlantic;South Africa;;;;;;;;-308.516.998.291;175.506.000.519;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1040;;SAMC;ZM;HumanObservation;;SAMC-ZM-000349;"Skull; Total length 300cm";;Best PB;;M;;;SAM-ZM039952;;1980-09-06T12:00:00Z;1980;9;6;PBB 80/23;Atlantic;South Africa;;;Frikkies Bay, 300m east of mouth of Vilenkraal River;;;;;-345.833.015.442;193.833.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1041;;SAMC;ZM;HumanObservation;;SAMC-ZM-000442;"Cranial; Total length 1.59m; Harpooned from Africana II; Skeleton skull and cast of animal";;Best PB;;M;;;SAM-ZM039125;;1977-03-17T12:00:00Z;1977;3;17;77/3;Atlantic;Nambia;;;;;;;;-257.005.996.704;147.849.998.474;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1042;;SAMC;ZM;HumanObservation;;SAMC-ZM-000011;"Cranial; 5' 5; Stranding";;;;M;;;SAM-ZM035677;;1969-01-16T12:00:00Z;1969;1;;69/4;Atlantic;South Africa;;;"Strandfontein; North of Doring Bay";;;;;-340.833.015.442;185.499.992.371;;;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1043;;SAMC;ZM;HumanObservation;;SAMC-ZM-001343;Skull;;;;female?;;;SAM-ZM036284;;1971-02-09T12:00:00Z;1971;2;9;;Atlantic/Antarctic;Antarctica;;;;;;;;-701.667.022.705;-2.5;;;;;urn:lsid:marinespecies.org:taxname:344008;Lobodon carcinophagus;
1044;;SAMC;ZM;HumanObservation;;SAMC-ZM-000514;"Skull, mandibles, no hyoids, and many teeth missing; Tally No. 3585";;Best PB;;;;;SAM-ZM039759;;1981-08-16T12:00:00Z;1981;8;;81/13/?;Atlantic;South Africa;;;St. Helena Bay;;;;;-327.000.007.629;180.832.996.368;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1045;;SAMC;ZM;HumanObservation;;SAMC-ZM-000320;"Skeleton (mounted); Stranded 24/12/1928; Found unnumbered in collection; On display, July 1976";;;;M;;;SAM-ZM035544;;;;;;0/105;Atlantic;South Africa;;;Kommetjie;;;;;-341.166.992.188;183.166.999.817;;;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1046;;SAMC;ZM;HumanObservation;;SAMC-ZM-001099;Fossilised tooth;;;;;;;SAM-ZM035514;;1966-09-03T12:00:00Z;1966;9;3;;Atlantic;South Africa;;;Bloubergstrand;;;;;-337.832.984.924;184.500.007.629;;;;;urn:lsid:marinespecies.org:taxname:137118;Physeter catodon?;
1047;;SAMC;ZM;HumanObservation;;SAMC-ZM-000165;"skull (no mandibles); Immature";;Palmer NG;;;;;SAM-ZM041127;;1992-07-16T12:00:00Z;1992;7;16;3218CB;Atlantic;South Africa;;;Rocher Pan Nature Reserve;;;;;-326.666.984.558;182.332.992.554;;Palmer NG;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1048;;SAMC;ZM;HumanObservation;;SAMC-ZM-000123;"Skull; Total length 327cm; From mass stranding";;Best PB;;M;;;SAM-ZM039903;;1983-05-27T12:00:00Z;1983;5;27;PBB 83/25/5;Atlantic;South Africa;;;Buffels Bay, Cape Point Nature Reserve;;;;;-342.999.992.371;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1049;;SAMC;ZM;HumanObservation;;SAMC-ZM-000374;"Skull, mandibles and hyoids; Length 372cm; Tally No. 3747";;Best PB;;F;;;SAM-ZM039720;;1981-08-16T12:00:00Z;1981;8;;81/13/22;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1050;;SAMC;ZM;HumanObservation;;SAMC-ZM-000440;"Cranial; Picked up on beach; No mandibles";;;;;;;SAM-ZM036842;;;;;;0/8;Atlantic;Nambia;;;Sandwich Harbor , Walvis Bay;;;;;-233.666.992.188;14.483.300.209;;;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1051;;SAMC;ZM;HumanObservation;;SAMC-ZM-000544;"Skull and flippers; Specimen retained in South African Museum Mammal collection, February 1976";;;;;;;SAM-ZM036662;;;;;;;Atlantic;Antarctica;;;;;;;;-701.667.022.705;-2.5;;;;;urn:lsid:marinespecies.org:taxname:231412;Ommatophoca rossi;
1052;;SAMC;ZM;HumanObservation;;SAMC-ZM-000070;"Skull; Total length 218cm; Found dead but fresh";;Best PB;;M;;;SAM-ZM041229;;1993-01-06T12:00:00Z;1993;1;6;PBB 93/04;Atlantic;South Africa;;;Britannia Bay, near St. Helena Bay;;;;;-327.000.007.629;179.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
1053;;SAMC;ZM;HumanObservation;;SAMC-ZM-001154;Skull;;Rand RW;;M;;;SAM-ZM034997;;;;;;UGGI 3147;Indian;South Africa;;;Marion Island;;;;;-468.833.007.812;37.75;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231413;Mirounga leonina;
1054;;SAMC;ZM;HumanObservation;;SAMC-ZM-000415;"Skull; Total length 315cm; Stranding; One of mass stranding of four";;Best PB;;M;;;SAM-ZM040912;;1988-06-17T12:00:00Z;1988;6;17;PBB 88/13;Atlantic;South Africa;;;Bettys Bay;;;;;-343.499.984.741;189.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1055;;SAMC;ZM;HumanObservation;;SAMC-ZM-001161;"Skull, mandible, baculum and nails; Adult, cupboard No. 4";;Rand RW;;M;;;SAM-ZM035039;;1952-01-21T12:00:00Z;1952;1;21;3386;Indian;South Africa;;;Marion Island (Crawfords Bay);;;;;-468.833.007.812;37.75;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231413;Mirounga leonina;
1056;;SAMC;ZM;HumanObservation;;SAMC-ZM-000148;"Skull; Picked up on beach; Possible incidental mortality in set nets";;Loutit R;;;;;SAM-ZM039894;;1982-10-05T12:00:00Z;1982;10;5;PBB 82/35/8;Atlantic;Nambia;;;18km south to Terrace Bay;;;;;-201.333.007.812;129.666.996.002;;Loutit R;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1057;;SAMC;ZM;HumanObservation;;SAMC-ZM-001383;;;Rand RW;;M;;;SAM-ZM034982;;1953-06-18T12:00:00Z;1953;6;18;RWR 19;Pacific;U.S.A;;;St. Paul Island, Alaska;;;;;570.999.984.741;-170.25;;Rand RW;;;urn:lsid:marinespecies.org:taxname:254997;Callorhinus ursinus;
1058;;SAMC;ZM;HumanObservation;;SAMC-ZM-001305;"Skull only; Immature female, ovaries approximately 2cm diameter";;Richardson M;;F;;;SAM-ZM039683;;1973-12-16T12:00:00Z;1973;12;16;B;Atlantic;;;;Cave Point, Tristan Da Cuncha;;;;;-371.500.015.259;123.166.999.817;;Richardson M;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
1059;;SAMC;ZM;HumanObservation;;SAMC-ZM-001035;"1 foetus; Missing July 1976";;;;;;;SAM-ZM012250;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:380508;Megaptera longimana;
1060;;SAMC;ZM;HumanObservation;;SAMC-ZM-000014;"Whole skeleton; 5' 2 3/4; Harpooned from R. V. Trachums; Skull missing;";;Best PB;;F;;;SAM-ZM036345;;1970-12-04T12:00:00Z;1970;12;4;70/13;Atlantic;South Africa;;;;;;;;-337.999.992.371;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1061;;SAMC;ZM;HumanObservation;;SAMC-ZM-000356;"Skull; Total length 289.5cm; Stranding; One of mass stranding of four";;Best PB;;F;;;SAM-ZM040861;;1988-06-17T12:00:00Z;1988;6;17;PBB 88/12;Atlantic;South Africa;;;Bettys Bay;;;;;-343.499.984.741;189.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1062;;SAMC;ZM;HumanObservation;;SAMC-ZM-000424;"The vertebra only; Beach pick up; Found by L. Hutchings; possibly from animal stranded 20km east of Arniston, 24 November 1977";;Best PB;;;;;SAM-ZM039293;;1978-08-12T12:00:00Z;1978;8;12;0/308;Indian;South Africa;;;Skipskop, Bredasdorp District;;;;;-345.499.992.371;203.999.996.185;;Best PB;;;urn:lsid:marinespecies.org:taxname:343900;Hyperoodon planifrons?;
1063;;SAMC;ZM;HumanObservation;;SAMC-ZM-000152;"Skull; Picked up on beach; Possible incidental mortality in set nets";;Loutit R;;;;;SAM-ZM039898;;1982-10-05T12:00:00Z;1982;10;5;PBB 82/35/6;Atlantic;Nambia;;;18km south to Terrace Bay;;;;;-201.333.007.812;129.666.996.002;;Loutit R;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1064;;SAMC;ZM;HumanObservation;;SAMC-ZM-000450;"Cranial; Total length ~143.6cm; Found already decompsed; Found by Rudi Loutit, Skeleton coast National Park";;Best PB;;;;;SAM-ZM039889;;1979-10-10T12:00:00Z;1979;10;10;PBB 80/5;Atantic;Nambia;;;~7km south of AmbrosE Bay, South West Africa;;;;;-201.000.003.815;135.500.001.907;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1065;;SAMC;ZM;HumanObservation;;SAMC-ZM-000353;"Skull; Found dead on beach";;Best PB;;;;;SAM-ZM040590;;1986-07-02T12:00:00Z;1986;;;PBB 87/25;Atlantic;South Africa;;;Rocher Pan Nature Reserve;;;;;-326.666.984.558;182.332.992.554;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1066;;SAMC;ZM;HumanObservation;;SAMC-ZM-000875;"Skull; Length 587cm; Found freshly stranded on beach";;Best PB;;M;;;SAM-ZM039369;;1979-09-12T12:00:00Z;1979;9;12;79/16;Atlantic;South Africa;;;Melkboschstrand, Cape Peninsula;;;;;-337.167.015.076;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137127;Ziphius cavirostris;
1067;;SAMC;ZM;HumanObservation;;SAMC-ZM-000164;"Skull; Total length 165cm; Picked up on beach";;Best PB;;F;;;SAM-ZM041108;;1990-09-16T00:00:00Z;1990;9;;PBB 90/33;Atlantic;Nambia;;;Walvis Bay;;;;;-229.167.003.632;144.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1068;;SAMC;ZM;HumanObservation;;SAMC-ZM-001210;"Whole skeleton - lower jaw and most teeth; Total length of animal 2.70m; Animal shot; Previously tagged at Scarborough, Cape Peninsula";;Shaughnessy P;;F;;;SAM-ZM037056;;1974-10-29T12:00:00Z;1974;10;29;ML 5;Indian;South Africa;;;Knysna Lagoon;;;;;-340.499.992.371;230.333.003.998;;Shaughnessy P;;;urn:lsid:marinespecies.org:taxname:231413;Mirounga leonina;
1069;;SAMC;ZM;HumanObservation;;SAMC-ZM-000006;"Cranial; Mounted skeleton, skull; Skull missing";;;;;;;SAM-ZM000031;;;;;;;Atlantic;Argentina;;;Mar del plata;;;;;-379.667.015.076;-575.666.999.817;;;;;urn:lsid:marinespecies.org:taxname:254964;Pontoporia blainvillei;
1070;;SAMC;ZM;HumanObservation;;SAMC-ZM-000162;"Skull; Total length 164cm; Trawled; Caught in mid-water trawl net";;Best PB;;M;;;SAM-ZM040907;;1990-04-19T12:00:00Z;1990;4;19;PBB 90/21;Atlantic;South Africa;;;;;;;;-302.999.992.371;171.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1071;;SAMC;ZM;HumanObservation;;SAMC-ZM-000406;"Skull, mandibles and hyoids; Length 386cm; Tally No. 3587";;Best PB;;F;;;SAM-ZM039729;;1981-08-16T12:00:00Z;1981;8;;81/13/34;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1072;;SAMC;ZM;HumanObservation;;SAMC-ZM-000128;"Skull; Total length 284cm; From mass stranding";;Best PB;;F;;;SAM-ZM039908;;1983-05-27T12:00:00Z;1983;5;27;PBB 83/25/8;Atlantic;South Africa;;;Buffels Bay, Cape Point Nature Reserve;;;;;-342.999.992.371;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1073;;SAMC;ZM;HumanObservation;;SAMC-ZM-000453;"Whole Skeleton (minus flippers); Total length 157.4 cm; Collected at the sea";;Best PB;;M;;;SAM-ZM040013;;1979-03-16T12:00:00Z;1979;3;16;PBB 79/10;Atlantic;Nambia;;;;;;;;-21.25;136.352.996.826;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1074;;SAMC;ZM;HumanObservation;;SAMC-ZM-000881;"One mandibular tooth; Total length 15.45m; Found dead on the beach";;Best PB;;M;;;SAM-ZM041240;;1991-08-25T12:00:00Z;1991;8;25;PBB 91/13;Atlantic;South Africa;;;Die Kelders, Walker Bay;;;;;-345.499.992.371;193.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137119;Physeter macrocephalus;
1075;;SAMC;ZM;HumanObservation;;SAMC-ZM-000882;"Cast of calf; Total length 402cm; Animal bore injuries presumbly from killer whale; On display in whale well";;Best PB;;F;;;SAM-ZM040903;;1981-04-11T12:00:00Z;1981;4;11;PBB 81/5;;;;;Silverstroom Strand;;;;;-335.833.015.442;183.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137119;Physeter macrocephalus;
1076;;SAMC;ZM;HumanObservation;;SAMC-ZM-000170;"Skull; Total length 106cm; Caught in set net for mullet";;Best PB;;F;;;SAM-ZM041390;;1995-02-08T12:00:00Z;1995;2;8;PBB 95/02;Atlantic;South Africa;;;Lamberts Bay, towards river mouth;;;;;-320.499.992.371;182.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
1077;;SAMC;ZM;HumanObservation;;SAMC-ZM-000531;"Skull; Total length 355cm; Stranded live";;Best PB;;M;;;SAM-ZM041391;;1998-01-08T12:00:00Z;1998;1;8;PBB 98/01;Indian;South Africa;;;De Plaat, Struisbaai;;;;;-347.167.015.076;201.166.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:137124;Mesoplodon grayi;
1078;;SAMC;ZM;HumanObservation;;SAMC-ZM-001359;"Skull, mandibles and baculum; Total length 2.18m; Shot from  RSA";;Rand RW;;M;;;SAM-ZM038969;;1969-02-05T12:00:00Z;1969;2;5;UGGI 18;Atlantic/Antarctic;Antarctica;;;Near Otterbukta;;;;;-701.166.992.188;-2.083.329.916;;Rand RW;;;urn:lsid:marinespecies.org:taxname:344008;Lobodon carcinophagus;
1079;;SAMC;ZM;HumanObservation;;SAMC-ZM-000488;"Skull, mandibles and hyoids; Tally No. 3517";;Best PB;;F;;;SAM-ZM039749;;1981-08-16T12:00:00Z;1981;8;;81/13/56;Atalntic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1080;;SAMC;ZM;HumanObservation;;SAMC-ZM-000399;"Skull, mandibles and hyoids; Length 490cm; Tally No. 3658";;Best PB;;M;;;SAM-ZM039722;;1981-08-16T12:00:00Z;1981;8;;81/13/24;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1081;;SAMC;ZM;HumanObservation;;SAMC-ZM-000812;"Skull; Pup";;Rand RW;;M;;;SAM-ZM034974;;1952-02-15T12:00:00Z;1952;2;15;UGGI 3455;Indian;South Africa;;;Marion Island;;;;;-468.833.007.812;37.75;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
1082;;SAMC;ZM;HumanObservation;;SAMC-ZM-000017;"Skull; Total length 227cm; Stranded live";;Best PB;;;;;SAM-ZM039914;;1983-06-15T12:00:00Z;1983;6;15;PBB 83/29;Indian;South Africa;;;Between harbour and light house, Mossel Bay;;;;;-341.166.992.188;221.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:254983;Tursiops aduncus;
1083;;SAMC;ZM;HumanObservation;;SAMC-ZM-000858;"Skull; Total length 447cm";;Best PB;;M;;;SAM-ZM040053;;1982-11-14T12:00:00Z;1982;11;14;PBB 82/34;Indian;South Africa;;;Public Beach, Witsands, east side of Breederiver mouth;;;;;-343.833.007.812;208.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137126;Mesoplodon mirus;
1084;;SAMC;ZM;HumanObservation;;SAMC-ZM-000351;"Skull; Total length 313.5cm";;Best PB;;M;;;SAM-ZM040040;;1984-08-31T12:00:00Z;1984;8;31;PBB 84/25;Atlantic;South Africa;;;Mouth of Shuster River, Scarborough;;;;;-341.833.000.183;183.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1085;;SAMC;ZM;HumanObservation;;SAMC-ZM-001004;"1 foetus; Missing July 1976";;;;;;;SAM-ZM016202;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:242603;Balaenoptera brydei;
1086;;SAMC;ZM;HumanObservation;;SAMC-ZM-001061;"Ballen plates, 4-1 sent to USA 02/1991; Total length 9.25m; Found dead -fishing line round tail";;Best PB;;male?;;;SAM-ZM040475;;1984-09-08T12:00:00Z;1984;9;8;PBB 84/27;Atlantic;South Africa;;;300m east of Voorste Klip Die Plaat, Walker Bay;;;;;-344.832.992.554;193.166.999.817;;Best PB;;;urn:lsid:marinespecies.org:taxname:220222;Eubalaena australis;
1087;;SAMC;ZM;HumanObservation;;SAMC-ZM-000416;"Skull; Total length 317cm; Stranding; One of the mass stranding of four";;Best PB;;M;;;SAM-ZM040913;;1988-06-07T12:00:00Z;1988;6;7;PBB 88/11;Atlantic;South Africa;;;Bettys Bay;;;;;-343.499.984.741;189.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
1088;;SAMC;ZM;HumanObservation;;SAMC-ZM-000988;"Fish (clupea) from stomach; Missing July 1976";;;;;;;SAM-ZM013352;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:242603;Balaenoptera brydei;
1089;;SAMC;ZM;HumanObservation;;SAMC-ZM-000491;"Skull, mandibles-all teeth missing, Hyoids -part only; Length 334 cm; Tally No. 3858";;Best PB;;F;;;SAM-ZM039752;;1981-08-16T12:00:00Z;1981;8;;81/13/60;Atlantic;South Africa;;;8km south of Lamberts Bay, Cape Province;;;;;-321.500.015.259;182.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
1090;;SAMC;ZM;HumanObservation;;SAMC-ZM-001303;"Skull and skeleton; Total length 1. 525m; Died after coming ashore";;Shaughnessy PD;;M;;;SAM-ZM039210;;1977-09-18T12:00:00Z;1977;9;18;AT 12;Atlantic;South Africa;;;Pappiesbank, Cape Point Nature Reserve;;;;;-343.333.015.442;184.666.996.002;;Shaughnessy PD;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
1091;;SAMC;ZM;HumanObservation;;SAMC-ZM-000009;"Skeleton; 5' 8 1/2; Stranding";;;;M;;;SAM-ZM035675;;1969-01-16T12:00:00Z;1969;1;;69/2;Atlantic;South Africa;;;"Strandfontein; North of Doring Bay";;;;;-340.833.015.442;185.499.992.371;;;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
