id;bibliographicCitation;institutionCode;collectionCode;basisOfRecord;dynamicProperties;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;sex;lifeStage;preparations;otherCatalogNumbers;associatedReferences;eventDate;year;month;day;fieldNumber;waterBody;country;stateProvince;county;locality;verbatimDepth;minimumDepthInMeters;maximumDepthInMeters;verbatimCoordinates;decimalLatitude;decimalLongitude;coordinatePrecision;identifiedBy;dateIdentified;typeStatus;scientificNameID;scientificName;scientificNameAuthorship
267;;SAMC;ZM;HumanObservation;;SAMC-ZM-000888;"Part of skull and mandible, juvenile; Two large specimens said to have been seen at the same time by fishermen; Cupboard No. 106";;;;;;;SAM-ZM017690;;;;;;0/224;Atlantic;South Africa;;;Table Bay;;;;;-338.666.992.188;184.333.000.183;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
268;;SAMC;ZM;HumanObservation;;SAMC-ZM-000704;"Skull and mandible; 12-14 month; cupboard No. 2";;Rand RW;;M;;;SAM-ZM034809;;1947-12-16T12:00:00Z;1947;12;16;U.G.G.I. No. 2691;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
269;;SAMC;ZM;HumanObservation;;SAMC-ZM-001285;"Skull and mandible; Cupboard No. 3";;Rand RW;;F;;;SAM-ZM034896;;1948-04-03T12:00:00Z;1948;4;3;U.G.G.I. No. 2889;Atalntic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
270;;SAMC;ZM;HumanObservation;;SAMC-ZM-000558;"Skull; Pup";;Rand RW;;F;;;SAM-ZM034912;;1948-11-21T12:00:00Z;1948;11;21;UGGI 3009;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
271;;SAMC;ZM;HumanObservation;;SAMC-ZM-000577;Skull;;Rand RW;;F;;;SAM-ZM034931;;1948-11-16T12:00:00Z;1948;11;16;UGGI 2990;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
272;;SAMC;ZM;HumanObservation;;SAMC-ZM-001227;"Skull, mandible and baculum; 1 year old; cupboard No. 2";;Rand RW;;M;;;SAM-ZM034835;;1948-01-13T12:00:00Z;1948;1;13;No. 2791;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
273;;SAMC;ZM;HumanObservation;;SAMC-ZM-000613;"Skull; Pup; 8-10 months";;Rand RW;;F;;;SAM-ZM034944;;1947-09-12T12:00:00Z;1947;9;12;UGGI 51888;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
274;;SAMC;ZM;HumanObservation;;SAMC-ZM-000913;"Skull; 3. 06 long; Stranded late February 1976";;Best PB;;female?;;;SAM-ZM037752;;;;;;76/4;Indian;South Africa;;;16km east of Arniston;;;;;-346.500.015.259;203.999.996.185;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
275;;SAMC;ZM;HumanObservation;;SAMC-ZM-000626;"Skull, mandible, baculum and nail; Adult; cupboard No. 2";;Rand RW;;M;;;SAM-ZM034774;;1946-11-15T12:00:00Z;1946;11;15;No. 1051;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
276;;SAMC;ZM;HumanObservation;;SAMC-ZM-000035;"Whole skeleton; 1.32m long; Captured aline 07/02/1970; died 20/03/1970";;Best PB;;F;;;SAM-ZM036181;;;;;;70/7;Pacific;New Zealand;;;Cloudy Bay, Cook Strait;;;;;-414.333.000.183;174.149.993.896;;Best PB;;;urn:lsid:marinespecies.org:taxname:254979;Cephalorhynchus hectori;
277;;SAMC;ZM;HumanObservation;;SAMC-ZM-000228;"Skull; Total length 181.7cm; Trawled; Caught in midwater trawl net";;Best PB;;F;;;SAM-ZM040915;;1988-07-13T12:00:00Z;1988;7;13;PBB 88/16;Atlantic;Nambia;;;;;;;;-193.185.997.009;125.335.998.535;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
278;;SAMC;ZM;HumanObservation;;SAMC-ZM-000429;"Skull; Stranded 01/1953; Labelled female but clearly male from teeth";;Best PB;;M;;;SAM-ZM035077;;;;;;;Indian;South Africa;;;Jeffrey's Bay, Port Elizabeth;;;;;-340.499.992.371;249.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137122;Mesoplodon densirostris;
279;;SAMC;ZM;HumanObservation;;SAMC-ZM-000296;"Skull; Total length 242cm; Found dead in water next to docks";;Best PB;;M;;;SAM-ZM041102;;1990-09-15T12:00:00Z;1990;9;15;PBB 90/32;Atlantic;South Africa;;;Kommetjie, at point;;;;;-341.166.992.188;183.166.999.817;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
280;;SAMC;ZM;HumanObservation;;SAMC-ZM-001112;"Complete skull and mandible; 2 years old; cupboard No. 1";;Rand RW;;M;;;SAM-ZM034663;;;;;;No. 2686;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
281;;SAMC;ZM;HumanObservation;;SAMC-ZM-001247;"Skull, mandible and nails; Cupboard No. 3";;Rand RW;;F;;;SAM-ZM034857;;1948-03-24T12:00:00Z;1948;3;24;U.G.G.I. No. 2876;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
282;;SAMC;ZM;HumanObservation;;SAMC-ZM-000642;"Skull and skin; Total length 118.5 cm, Curvilinear length 124.0cm, foreflipper length (R ) 38.5cm, Axillary girth 73.5cm; Adult female, post partum; skin with brass tally #2388";;Bonner WN;;F;;;SAM-ZM039765;;1980-12-17T12:00:00Z;1980;12;17;SA/80/4;Atlantic;U.K;;;Bird Island, South Georgia;;;;;-54.0;-380.332.984.924;;Bonner WN;;;urn:lsid:marinespecies.org:taxname:231404;Arctocephalus gazella;
283;;SAMC;ZM;HumanObservation;;SAMC-ZM-000293;"Whole skeleton; Total length 2.305m; Found dead on the beach";;Best PB;;F;;;SAM-ZM040927;;1990-09-04T12:00:00Z;1990;9;4;PBB 90/31;Atlantic;South Africa;;;Quoin Point;;;;;-347.832.984.924;196.333.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
284;;SAMC;ZM;HumanObservation;;SAMC-ZM-000763;"Skull; 36 hours";;Rand RW;;M;;;SAM-ZM035026;;1947-11-14T12:00:00Z;1947;11;14;UGGI 2060;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
285;;SAMC;ZM;HumanObservation;;SAMC-ZM-000739;"Skull; Adult";;Rand RW;;F;;;SAM-ZM034956;;1948-08-11T12:00:00Z;1948;8;11;UGGI 2912;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
286;;SAMC;ZM;HumanObservation;;SAMC-ZM-000890;"Some teeth on bone and portion of lower job; Cupboard No. 106";;;;;;;SAM-ZM033577;;;;;;0/228;Indian;South Africa;;;Plettenberg Bay;;;;;-340.833.015.442;234.167.003.632;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
287;;SAMC;ZM;HumanObservation;;SAMC-ZM-000707;"Skull, mandible and baculum; Adult; cupboard No. 2";;;;M;;;SAM-ZM034812;;;;;;No. 2273;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
288;;SAMC;ZM;HumanObservation;;SAMC-ZM-000657;Skull, no mandible, (teeth incomplete);;;;;;;SAM-ZM021386;;;;;;;Atlantic;South Africa;;;Pearly Beach;;;;;-346.500.015.259;194.666.996.002;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
289;;SAMC;ZM;HumanObservation;;SAMC-ZM-001167;"Skull and mandible; Adult; cupboard No. 1";;Rand Rw;;M;;;SAM-ZM034701;;1947-11-19T12:00:00Z;1947;11;19;No. 2136;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand Rw;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
290;;SAMC;ZM;HumanObservation;;SAMC-ZM-000908;"Skull; 6' 4 1/2; Stranded with larger animal (30/04/1968), but latter subsquently lost";;;;M;;;SAM-ZM035550;;;;;;68/13;Atlantic;South Africa;;;Die Plaat, near Gansbaai;;;;;-34.5;193.666.992.188;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
291;;SAMC;ZM;HumanObservation;;SAMC-ZM-000845;"Skull; Total length 295cm; Stranded live with 92/07";;Best PB;;M;;;SAM-ZM041121;;1992-04-13T12:00:00Z;1992;4;13;PBB 92/08;Atlantic;South Africa;;;Lamberts Bay, Just north of Town;;;;;-320.499.992.371;182.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
292;;SAMC;ZM;HumanObservation;;SAMC-ZM-000909;"Skull; 10' 0  long; Old stranding - animal decomposing";;Best PB;;M;;;SAM-ZM035795;;1969-11-06T12:00:00Z;1969;11;6;69/15;Indian;South Africa;;;2 miles west of Arniston, Cape Peninsula;;;;;-346.500.015.259;202.166.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
293;;SAMC;ZM;HumanObservation;;SAMC-ZM-000755;"Skull; Premature pup";;Rand RW;;M;;;SAM-ZM035018;;1948-10-15T12:00:00Z;1948;10;15;UGGI 2953;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
294;;SAMC;ZM;HumanObservation;;SAMC-ZM-000187;"Skull; 1.68m long; Died shortly after trekking from beach for live capture";;Best PB;;F;;;SAM-ZM037754;;1976-03-07T12:00:00Z;1976;3;7;76/5;Atlantic;South Africa;;;Hout Bay;;;;;-340.499.992.371;183.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
295;;SAMC;ZM;HumanObservation;;SAMC-ZM-001399;"Skull only; 749-82-204-4mm; weight 6.8kg; Pup";;;;F;;;SAM-ZM039355;;1976-07-11T12:00:00Z;1976;7;11;SJJ 48;Pacific;U.S.A;;;Grays Harbour, Grays Harbour County;;;;;-469.000.015.259;-124.099.998.474;;;;;urn:lsid:marinespecies.org:taxname:137010;Phoca vitulina/ richardii;
296;;SAMC;ZM;HumanObservation;;SAMC-ZM-000664;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034667;;1950-11-20T12:00:00Z;1950;11;20;No. 3100;Atlantic;South Africa;;;Seal Island, False Bay;;;;;-341.166.992.188;185.666.999.817;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
297;;SAMC;ZM;HumanObservation;;SAMC-ZM-000922;"Skull; Total length 288cm; Animal stranded alive with another smaller individual 06/02/1982";;Best PB;;F;;;SAM-ZM039784;;1982-02-08T12:00:00Z;1982;2;8;PBB 82/4;Atlantic;South Africa;;;Norduesbaai, near Paternoster;;;;;-328.499.984.741;178.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
298;;SAMC;ZM;HumanObservation;;SAMC-ZM-001183;"Skull and mandible; Cupboard No. 1";;Rand RW;;F;;;SAM-ZM034718;;1948-11-18T12:00:00Z;1948;11;18;U.G.G.I No. 3002;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
299;;SAMC;ZM;HumanObservation;;SAMC-ZM-000840;"Skull; Total length ~5.67m; Found dead and decomposing";;Best PB;;F;;;SAM-ZM040847;;1989-05-12T12:00:00Z;1989;5;12;PBB 89/12;Atlantic;South Africa;;;Hannasbaai, St. Helena Bay;;;;;-327.332.992.554;180.167.007.446;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
300;;SAMC;ZM;HumanObservation;;SAMC-ZM-001325;"Skull, axis and flipper; Specimen retained in South African Museum Mammal collection, February 1976";;;;F;;;SAM-ZM036240;;1971-02-09T12:00:00Z;1971;2;9;;Atlantic/Antarctic;Antarctica;;;;;;;;-701.667.022.705;-2.5;;;;;urn:lsid:marinespecies.org:taxname:195932;Leptonychotes weddellii;
301;;SAMC;ZM;HumanObservation;;SAMC-ZM-001290;"Skull, mandible and nails; Adult; cupboard No. 3";;Rand RW;;F;;;SAM-ZM034903;;1947-11-21T12:00:00Z;1947;11;21;No. 2191;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
302;;SAMC;ZM;HumanObservation;;SAMC-ZM-001281;"Skull, mandible and nails; Cupboard No. 3";;Rand RW;;F;;;SAM-ZM034891;;1948-03-08T12:00:00Z;1948;3;8;U.G.G.I. No. 2854;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
303;;SAMC;ZM;HumanObservation;;SAMC-ZM-000219;"Skull; Total length 186.8cm; Entangled in harder net";;Best PB;;F;;;SAM-ZM040873;;1986-05-16T12:00:00Z;1986;5;16;PBB 86/24;Atlantic;South Africa;;;200 yards of Jetty, West Point St Helena Bay;;;;;-32.75;180.167.007.446;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
304;;SAMC;ZM;HumanObservation;;SAMC-ZM-000805;"Skull and skeleton; Total length 1.34; Animal tagged on Seal Island as pup, 13/01/1970; kelled during winter harvest";;Shaughnessy PD;;F;;;SAM-ZM039405;;1979-09-25T12:00:00Z;1979;9;25;AP 987;Atlantic;South Africa;;;Seal Island, False Bay;;;;;-341.166.992.188;185.666.999.817;;Shaughnessy PD;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
305;;SAMC;ZM;HumanObservation;;SAMC-ZM-000222;"Skull; Total length 156cm; Trawled; Caught in midwater trawl net";;Best PB;;M;;;SAM-ZM040876;;1989-06-27T12:00:00Z;1989;6;27;PBB 89/34;Atlantic;Nambia;;;;;;;;-18.25;12.079.199.791;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
306;;SAMC;ZM;HumanObservation;;SAMC-ZM-000377;"Skeleton; Harpooned from school of 700";;;;;;;SAM-ZM035063;;;;;;0/58;Atlantic;South Africa;;;False Bay;;;;;-342.332.992.554;185.666.999.817;;;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
307;;SAMC;ZM;HumanObservation;;SAMC-ZM-000685;"Skull, mandible and baculum; Cupboard No. 2";;Rand RW;;M;;;SAM-ZM034790;;1948-04-12T12:00:00Z;1948;4;12;U.G.G.I. 2898;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
308;;SAMC;ZM;HumanObservation;;SAMC-ZM-000579;"Skull and mandible; 2 day pup; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034739;;1947-10-27T12:00:00Z;1947;10;27;No. 1996;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
309;;SAMC;ZM;HumanObservation;;SAMC-ZM-000976;"Skull; Total length ~4m; Found dead and partly mummified";;Best PB;;;;;SAM-ZM041104;;1990-12-07T12:00:00Z;1990;12;7;PBB 90/41;Atlantic;South Africa;;;4.7km north of Velddrif Harbour, St. Helena Bay;;;;;-327.167.015.076;181.333.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:137114;Kogia simus;
310;;SAMC;ZM;HumanObservation;;SAMC-ZM-000907;"Skull and few vertebrae; 8' 9; Stranded 03/12/1966";;;;M;;;SAM-ZM035522;;;;;;66/8;Atlantic;South Africa;;;Hout Bay Beach, Chapman's Peak end;;;;;-340.666.999.817;183.500.003.815;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
311;;SAMC;ZM;HumanObservation;;SAMC-ZM-000230;"Skull; Total length 175.5cm; Trawled; Caught in midwater trawl net";;Best PB;;F;;;SAM-ZM040923;;1989-06-27T12:00:00Z;1989;6;27;PBB 89/32;Atlantic;Nambia;;;;;;;;-18.25;12.079.199.791;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
312;;SAMC;ZM;HumanObservation;;SAMC-ZM-000556;"Skull; Newborn pup";;Rand RW;;F;;;SAM-ZM034910;;1947-11-16T00:00:00Z;1947;11;;UGGI 2004;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
313;;SAMC;ZM;HumanObservation;;SAMC-ZM-000397;"Skull; Total length 208cm; Found dead with shark bites on beach";;Best PB;;M;;;SAM-ZM039948;;1984-01-26T12:00:00Z;1984;1;26;PBB 84/1;Atlantic;South Africa;;;Long beach, Kommetjie;;;;;-341.166.992.188;183.166.999.817;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
314;;SAMC;ZM;HumanObservation;;SAMC-ZM-000242;"Whole skeleton; 1.91m long; Harpooned from whale catcher  Pieter Molenaar; 1.91m long";;Best PB;;M;;;SAM-ZM036952;;1973-12-03T12:00:00Z;1973;12;3;73/16;Indian;;;;;;;;;-217.000.007.629;554.166.984.558;;Best PB;;;urn:lsid:marinespecies.org:taxname:137105;Stenella attenuata;
315;;SAMC;ZM;HumanObservation;;SAMC-ZM-000942;"Skull; Total length 2.18m; Stranded live";;Best PB;;M;;;SAM-ZM040593;;1986-05-25T12:00:00Z;1986;5;25;PBB 86/22;Atlantic;South Africa;;;15km south of Yzerfontein;;;;;-334.500.007.629;181.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
316;;SAMC;ZM;HumanObservation;;SAMC-ZM-001103;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034652;;1948-09-10T12:00:00Z;1948;9;10;U.G.G.I No. 2923;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
317;;SAMC;ZM;HumanObservation;;SAMC-ZM-000328;"Skull; Total length 2.39m; Found dead but very fresh";;Best PB;;M;;;SAM-ZM041266;;1994-02-12T12:00:00Z;1994;2;12;PBB 94/03;Atlantic;South Africa;;;Brandfontein, near Agulhas about 200m East of Houses;;;;;-347.667.007.446;198.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
318;;SAMC;ZM;HumanObservation;;SAMC-ZM-001287;"Skull and mandible; Cupboard No. 3";;Rand RW;;F;;;SAM-ZM034899;;1948-03-22T12:00:00Z;1948;3;22;U.G.G.I. No. 2871;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
319;;SAMC;ZM;HumanObservation;;SAMC-ZM-000747;Skull;;Rand RW;;M;;;SAM-ZM035010;;1948-03-23T12:00:00Z;1948;3;23;UGGI 2874;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
320;;SAMC;ZM;HumanObservation;;SAMC-ZM-000562;Skull;;Rand RW;;F;;;SAM-ZM034916;;1948-11-17T12:00:00Z;1948;11;17;UGGI 2996;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
321;;SAMC;ZM;HumanObservation;;SAMC-ZM-000378;Skull, mandibles missing;;;;;;;SAM-ZM035066;;;;;;0/57;Atlantic;South Africa;;;Strandfontein Beach;;;;;-340.833.015.442;185.499.992.371;;;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
322;;SAMC;ZM;HumanObservation;;SAMC-ZM-001257;"Skull and mandible; Adult; cupboard No. 3";;Rand RW;;F;;;SAM-ZM034867;;1948-04-19T12:00:00Z;1948;4;19;U.G.G.I. No. 2907;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
323;;SAMC;ZM;HumanObservation;;SAMC-ZM-000495;Skull and skeleton;;Shanghnessy PD;;F;;;SAM-ZM039357;;1977-11-29T12:00:00Z;1977;11;29;77/10;Atlantic;South Africa;;;Olifantsbosbaai, Cape Point Nature Reserve;;;;;-342.332.992.554;183.666.992.188;;Shanghnessy PD;;;urn:lsid:marinespecies.org:taxname:137122;Mesoplodon densirostris;
324;;SAMC;ZM;HumanObservation;;SAMC-ZM-000825;"Skull; 5.7m long (tip of snout broken - length measured from tip of lower jaw); Animal seen alive 26/03/1976, found dead next day";;Best PB;;F;;;SAM-ZM038234;;1976-03-27T12:00:00Z;1976;3;27;76/10;Atlantic;South Africa;;;St. Hellena Bay harbor;;;;;-327.000.007.629;180.832.996.368;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
325;;SAMC;ZM;HumanObservation;;SAMC-ZM-000534;"1 pair of adult teeth; On display, July 1976";;;;M;;;SAM-ZM019933;;;;;;0/243;Indian;South Africa;;;Knysna;;;;;-340.499.992.371;230.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
326;;SAMC;ZM;HumanObservation;;SAMC-ZM-000539;"Whole skeleton; 1483-165-283-5mm; Axillary gist 1126mm; blubber thickness (sternum) 25mm; Adult";;;;M;;;SAM-ZM039356;;1978-04-14T12:00:00Z;1978;4;14;US74665;Pacific;U.S.A;;;Grays Harbour, Grays Harbour County;;;;;-469.000.015.259;-124.099.998.474;;;;;urn:lsid:marinespecies.org:taxname:137010;Phoca vitulina/ richardii;
327;;SAMC;ZM;HumanObservation;;SAMC-ZM-000220;"Skull; Total length 169cm; Trawled; Caught in midwater trawl net";;Best PB;;F;;;SAM-ZM040874;;1989-06-23T12:00:00Z;1989;6;23;PBB 89/33;Atlantic;Nambia;;;;;;;;-237.317.008.972;14.467.499.733;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
328;;SAMC;ZM;HumanObservation;;SAMC-ZM-000655;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034649;;1947-10-17T12:00:00Z;1947;10;17;U.G.G.I No. 1919;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
329;;SAMC;ZM;HumanObservation;;SAMC-ZM-000302;"Skull (no bullae?); 7' 7 1/2  long; Caught in shark nets 27/08/1971";;Best PB;;F;;;SAM-ZM036347;;;;;;71/7;Indian;South Africa;;;Umhlangha, Natal;;;;;-297.000.007.629;311.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
330;;SAMC;ZM;HumanObservation;;SAMC-ZM-001148;"Skull and mandible; ~ 8 weeks pup; cupboard No. 1";;;;M;;;SAM-ZM034694;;1948-01-14T12:00:00Z;1948;1;14;U.G.G.I No. 2769;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
331;;SAMC;ZM;HumanObservation;;SAMC-ZM-000784;"Complete skull and mandible; ~3 years old; cupboard No. 1";;;;M;;;SAM-ZM034680;;1947-12-27T12:00:00Z;1947;12;27;No. 2721;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
332;;SAMC;ZM;HumanObservation;;SAMC-ZM-000592;"Skull and mandible; Cupboard No. 1";;Rand RW;;F;;;SAM-ZM034753;;1947-11-22T12:00:00Z;1947;11;22;No. 2211;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
333;;SAMC;ZM;HumanObservation;;SAMC-ZM-000774;"Skull; Yearling";;Rand RW;;F;;;SAM-ZM035037;;1947-12-22T12:00:00Z;1947;12;22;UGGI 2711;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
334;;SAMC;ZM;HumanObservation;;SAMC-ZM-000461;"Skull; Total length 192.4cm; Fishing; Raw umblicus, caught in trek net dead";;Best PB;;M;;;SAM-ZM040021;;1982-02-15T12:00:00Z;1982;2;15;PBB 82/6;Atlantic;South Africa;;;Glencairn Beach, False Bay;;;;;-341.333.007.812;184.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
335;;SAMC;ZM;HumanObservation;;SAMC-ZM-001294;"Skull; Pup";;Rand RW;;F;;;SAM-ZM034907;;1948-11-18T12:00:00Z;1948;11;18;U.G.G.I. 2998;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
336;;SAMC;ZM;HumanObservation;;SAMC-ZM-000638;"Skull; Yound adult";;Repenning CA;;F;;;SAM-ZM035743;;1968-03-03T12:00:00Z;1968;3;3;;Pacific;U.S.A;;;San Miguel Island, Santa Barbara County;;;;;340.332.984.924;-120.366.996.765;;Repenning CA;;;urn:lsid:marinespecies.org:taxname:255003;Zalophus californianus;
