# dists
0.000000000000000000e+00,0.000000000000000000e+00
2.298384090915311262e+00,0.000000000000000000e+00
4.596768181830622524e+00,0.000000000000000000e+00
6.895152272745933786e+00,0.000000000000000000e+00
9.193536363661245048e+00,0.000000000000000000e+00
1.149192045457655631e+01,0.000000000000000000e+00
1.379030454549186757e+01,0.000000000000000000e+00
1.608868863640717706e+01,1.332663228149188512e+02
1.838707272732249010e+01,5.330652912596754049e+02
2.068545681823780313e+01,1.066130582519350810e+03
2.298384090915311262e+01,1.465929550964107193e+03
2.528222500006842210e+01,1.998994842223782598e+03
2.758060909098373514e+01,2.265527487853620187e+03
2.987899318189904818e+01,2.665326456298376797e+03
3.217737727281435411e+01,2.931859101928214386e+03
3.447576136372966715e+01,3.065125424743133408e+03
3.677414545464498019e+01,3.464924393187890018e+03
3.907252954556029323e+01,3.864723361632646174e+03
4.137091363647560627e+01,3.997989684447565196e+03
4.366929772739091220e+01,4.797587621337078417e+03
4.596768181830622524e+01,5.197386589781835028e+03
4.826606590922153828e+01,5.730451881041510205e+03
5.056445000013684421e+01,5.863718203856428772e+03
5.286283409105215725e+01,6.130250849486266816e+03
5.516121818196747029e+01,6.130250849486266816e+03
5.745960227288278332e+01,6.796582463560860560e+03
5.975798636379809636e+01,7.196381432005617171e+03
6.205637045471340230e+01,7.995979368895130392e+03
6.435475454562870823e+01,8.662310982969724137e+03
6.665313863654402837e+01,8.795577305784643613e+03
6.895152272745933431e+01,9.328642597044319700e+03
7.124990681837465445e+01,9.994974211118913445e+03
7.354829090928996038e+01,1.012824053393383110e+04
7.584667500020526631e+01,1.052803950237858771e+04
7.814505909112058646e+01,1.106110479363826380e+04
8.044344318203589239e+01,1.186070273052777702e+04
8.274182727295121254e+01,1.199396905334269650e+04
8.504021136386651847e+01,1.239376802178745311e+04
8.733859545478182440e+01,1.292683331304712738e+04
8.963697954569714454e+01,1.292683331304712738e+04
9.193536363661245048e+01,1.306009963586204685e+04
9.423374772752775641e+01,1.319336595867696451e+04
9.653213181844307655e+01,1.319336595867696451e+04
9.883051590935838249e+01,1.359316492712172112e+04
1.011289000002736884e+02,1.385969757275156007e+04
1.034272840911890086e+02,1.399296389556647773e+04
1.057256681821043145e+02,1.399296389556647773e+04
1.080240522730196346e+02,1.399296389556647773e+04
1.103224363639349406e+02,1.399296389556647773e+04
1.126208204548502465e+02,1.399296389556647773e+04
