# dists
0.000000000000000000e+00,0.000000000000000000e+00
3.171032813010733697e+00,0.000000000000000000e+00
6.342065626021467395e+00,0.000000000000000000e+00
9.513098439032201981e+00,0.000000000000000000e+00
1.268413125204293479e+01,2.176505820677984104e+02
1.585516406505366760e+01,2.176505820677984104e+02
1.902619687806440396e+01,4.353011641355968209e+02
2.219722969107513677e+01,8.706023282711936417e+02
2.536826250408586958e+01,1.523554074474588788e+03
2.853929531709660239e+01,1.958855238610185552e+03
3.171032813010733520e+01,3.264758731016976071e+03
3.488136094311806801e+01,3.917710477220371104e+03
3.805239375612880792e+01,4.353011641355968095e+03
4.122342656913954073e+01,4.353011641355968095e+03
4.439445938215027354e+01,5.223613969627161168e+03
4.756549219516100635e+01,6.529517462033952143e+03
5.073652500817173916e+01,6.964818626169549134e+03
5.390755782118247197e+01,7.835420954440742207e+03
5.707859063419320478e+01,7.835420954440742207e+03
6.024962344720393759e+01,8.488372700644136785e+03
6.342065626021467040e+01,9.794276193050927759e+03
6.659168907322541031e+01,1.175313143166111331e+04
6.976272188623613602e+01,1.175313143166111331e+04
7.293375469924687593e+01,1.218843259579671030e+04
7.610478751225761584e+01,1.284138434200010488e+04
7.927582032526834155e+01,1.327668550613570187e+04
8.244685313827908146e+01,1.371198667027129886e+04
8.561788595128980717e+01,1.414728783440689585e+04
8.878891876430054708e+01,1.480023958061029043e+04
9.195995157731127279e+01,1.567084190888148441e+04
9.513098439032201270e+01,1.610614307301708141e+04
9.830201720333273840e+01,1.632379365508488081e+04
1.014730500163434783e+02,1.741204656542387238e+04
1.046440828293542182e+02,1.806499831162726696e+04
1.078151156423649439e+02,1.871795005783066154e+04
1.109861484553756839e+02,1.937090180403405611e+04
1.141571812683864096e+02,1.980620296816965492e+04
1.173282140813971495e+02,2.024150413230525010e+04
1.204992468944078752e+02,2.111210646057644408e+04
1.236702797074186151e+02,2.154740762471204289e+04
1.268413125204293408e+02,2.263566053505103264e+04
1.300123453334400949e+02,2.263566053505103264e+04
1.331833781464508206e+02,2.263566053505103264e+04
1.363544109594615463e+02,2.263566053505103264e+04
1.395254437724722720e+02,2.263566053505103264e+04
1.426964765854830262e+02,2.285331111711883204e+04
1.458675093984937519e+02,2.285331111711883204e+04
1.490385422115044776e+02,2.285331111711883204e+04
1.522095750245152317e+02,2.285331111711883204e+04
1.553806078375259574e+02,2.285331111711883204e+04
