event-id,visible,timestamp,location-long,location-lat,argos:calcul-freq,argos:iq,argos:lc,argos:location-algorithm,argos:nb-mes,argos:sat-id,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
24174715697,true,2013-03-08 05:45:10.000,169.011,-64.172,4.01677626E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715698,true,2013-03-08 06:08:52.000,,,,"","","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715699,true,2013-03-08 06:33:36.000,,,,"","","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715700,true,2013-03-08 07:26:05.000,,,,"","","least squares",3,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715701,true,2013-03-08 07:47:02.000,169.074,-64.187,4.01677544E8,"","A","least squares",3,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715702,true,2013-03-08 07:51:51.000,,,,"","","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715703,true,2013-03-08 08:00:13.000,,,,"","","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715704,true,2013-03-08 11:01:42.000,169.142,-64.191,4.01677554E8,"8","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715705,true,2013-03-08 11:24:04.000,169.116,-64.217,4.01677578E8,"","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715706,true,2013-03-08 11:36:15.000,169.103,-64.242,4.01677536E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715707,true,2013-03-08 11:46:21.000,169.112,-64.263,4.01677505E8,"","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715708,true,2013-03-08 12:14:40.000,169.112,-64.293,4.0167756E8,"","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715709,true,2013-03-08 12:40:13.000,169.132,-64.296,4.0167756E8,"","A","least squares",3,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715710,true,2013-03-08 12:55:46.000,169.142,-64.27,4.01677479E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715711,true,2013-03-08 13:08:55.000,169.18,-64.307,4.01677552E8,"","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715712,true,2013-03-08 13:09:42.000,169.176,-64.345,4.01677592E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715713,true,2013-03-08 13:22:49.000,169.181,-64.308,4.01677554E8,"","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715714,true,2013-03-08 17:16:30.000,169.689,-64.546,4.01677556E8,"8","A","least squares",3,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715715,true,2013-03-08 17:36:26.000,169.753,-64.592,4.01677545E8,"40","1","least squares",6,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715716,true,2013-03-08 17:50:08.000,169.86,-64.582,4.01677556E8,"50","1","least squares",5,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715717,true,2013-03-08 18:20:57.000,170.038,-64.611,4.01677549E8,"48","1","least squares",5,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715718,true,2013-03-08 18:57:18.000,170.122,-64.63,4.01677549E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715719,true,2013-03-08 19:17:36.000,170.28,-64.633,4.01677548E8,"48","1","least squares",5,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715720,true,2013-03-08 19:28:46.000,170.312,-64.638,4.01677548E8,"","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715721,true,2013-03-08 23:23:31.000,171.03,-64.809,4.01677596E8,"7","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715722,true,2013-03-08 23:31:17.000,171.017,-64.867,4.01677522E8,"","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715723,true,2013-03-09 05:13:17.000,172.007,-65.06,4.01677532E8,"8","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715724,true,2013-03-09 06:19:09.000,171.04,-65.003,4.01677548E8,"58","A","least squares",3,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715725,true,2013-03-09 06:19:09.000,171.04,-65.003,4.01677545E8,"58","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715726,true,2013-03-09 07:01:01.000,171.051,-65.011,4.01677553E8,"7","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715727,true,2013-03-09 07:23:45.000,171.076,-65.006,4.01677535E8,"","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715728,true,2013-03-09 07:36:12.000,171.045,-65.022,4.01677551E8,"8","B","least squares",2,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715729,true,2013-03-09 07:56:57.000,171.123,-65.033,4.0167753E8,"","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715730,true,2013-03-09 07:56:57.000,171.171,-65.027,4.01677553E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715731,true,2013-03-09 11:24:19.000,171.171,-65.088,4.01677471E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715732,true,2013-03-09 11:24:19.000,171.162,-65.093,4.01677494E8,"8","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715733,true,2013-03-09 11:59:57.000,171.536,-65.105,4.01677526E8,"6","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715734,true,2013-03-09 12:19:55.000,171.232,-65.045,4.01677463E8,"8","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715735,true,2013-03-09 12:37:29.000,171.677,-65.312,4.01677553E8,"","A","least squares",3,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715736,true,2013-03-09 12:55:12.000,171.678,-65.311,4.01677545E8,"","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715737,true,2013-03-09 13:01:43.000,171.753,-65.341,4.01677554E8,"","A","least squares",3,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715738,true,2013-03-09 13:02:31.000,171.705,-65.32,4.01677545E8,"40","1","least squares",4,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715739,true,2013-03-09 13:33:00.000,171.718,-65.32,4.01677541E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715740,true,2013-03-09 13:54:42.000,171.7,-65.322,4.0167755E8,"","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715741,true,2013-03-09 18:03:43.000,171.765,-65.335,4.01677563E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715742,true,2013-03-09 18:52:44.000,171.779,-65.336,4.01677573E8,"7","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715743,true,2013-03-09 19:20:25.000,171.591,-65.487,4.01677606E8,"","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715744,true,2013-03-09 19:47:32.000,171.785,-65.351,4.01677541E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715745,true,2013-03-09 23:03:53.000,172.22,-65.603,4.01677623E8,"6","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715746,true,2013-03-10 05:20:13.000,172.672,-65.913,4.01677544E8,"8","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715747,true,2013-03-10 06:03:25.000,172.313,-65.891,4.0167753E8,"8","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715748,true,2013-03-10 06:03:48.000,172.487,-65.915,4.01677551E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715749,true,2013-03-10 06:33:54.000,172.825,-65.87,4.01677546E8,"48","0","least squares",4,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715750,true,2013-03-10 07:01:29.000,172.487,-66.011,4.01677554E8,"40","0","least squares",4,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715751,true,2013-03-10 07:27:48.000,172.483,-66.019,4.0167755E8,"","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715752,true,2013-03-10 07:42:42.000,172.538,-66.007,4.01677544E8,"","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715753,true,2013-03-10 07:45:31.000,172.457,-66.036,4.01677527E8,"","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715754,true,2013-03-10 07:45:31.000,172.544,-66.014,4.01677553E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715755,true,2013-03-10 11:33:06.000,172.592,-66.052,4.01677473E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715756,true,2013-03-10 12:02:23.000,172.457,-66.038,4.01677523E8,"8","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715757,true,2013-03-10 12:27:23.000,172.996,-66.062,4.01677542E8,"40","0","least squares",4,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715758,true,2013-03-10 12:42:23.000,173.073,-66.085,4.01677539E8,"","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715759,true,2013-03-10 12:42:23.000,173.077,-66.083,4.01677552E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715760,true,2013-03-10 12:42:23.000,173.062,-66.095,4.01677547E8,"","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715761,true,2013-03-10 17:46:22.000,173.116,-66.09,4.01677528E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715762,true,2013-03-10 18:07:30.000,173.109,-66.23,4.01677503E8,"","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715763,true,2013-03-10 18:30:34.000,173.366,-66.136,4.01677552E8,"6","A","least squares",3,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715764,true,2013-03-10 19:16:43.000,173.458,-66.14,4.01677549E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715765,true,2013-03-11 00:26:07.000,173.517,-66.158,4.01677574E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715766,true,2013-03-11 05:57:36.000,174.112,-66.178,4.0167758E8,"8","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715767,true,2013-03-11 06:14:40.000,174.016,-66.163,4.01677553E8,"","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715768,true,2013-03-11 06:31:06.000,173.88,-66.22,4.01677528E8,"","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715769,true,2013-03-11 07:44:59.000,174.159,-66.185,4.01677542E8,"8","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715770,true,2013-03-11 07:44:59.000,174.074,-66.191,4.01677554E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715771,true,2013-03-11 11:10:39.000,174.279,-66.159,4.01677573E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715772,true,2013-03-11 11:28:18.000,174.378,-66.223,4.01677578E8,"8","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715773,true,2013-03-11 12:13:28.000,174.412,-66.21,4.01677569E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715774,true,2013-03-11 12:37:29.000,174.077,-66.217,4.01677559E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715775,true,2013-03-11 12:46:47.000,174.102,-66.202,4.01677559E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715776,true,2013-03-11 13:53:42.000,173.985,-66.183,4.01677549E8,"8","B","least squares",2,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715777,true,2013-03-11 17:12:17.000,173.981,-66.207,4.01677562E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715778,true,2013-03-11 18:02:23.000,173.888,-66.193,4.0167755E8,"8","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715779,true,2013-03-11 18:55:58.000,173.847,-66.206,4.01677553E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715780,true,2013-03-11 18:55:58.000,173.856,-66.202,4.01677545E8,"8","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715781,true,2013-03-11 19:23:45.000,173.828,-66.221,4.01677569E8,"7","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715782,true,2013-03-11 19:50:06.000,173.799,-66.249,4.01677587E8,"","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715783,true,2013-03-12 00:00:57.000,173.709,-66.277,4.01677659E8,"7","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715784,true,2013-03-12 05:43:13.000,173.866,-66.446,4.01677513E8,"8","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715785,true,2013-03-12 05:43:13.000,173.656,-66.497,4.01677492E8,"8","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715786,true,2013-03-12 05:43:13.000,174.337,-66.548,4.01677406E8,"8","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715787,true,2013-03-12 06:14:14.000,174.594,-66.576,4.0167749E8,"4","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715788,true,2013-03-12 07:03:12.000,174.694,-66.625,4.01677451E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715789,true,2013-03-12 07:30:42.000,174.688,-66.625,4.01677466E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715790,true,2013-03-12 07:48:13.000,174.732,-66.641,4.01677486E8,"","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715791,true,2013-03-12 11:11:45.000,175.23,-66.77,4.01677466E8,"8","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715792,true,2013-03-12 12:02:27.000,175.138,-66.899,4.01677651E8,"7","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715793,true,2013-03-12 12:02:27.000,175.439,-67.036,4.01677586E8,"7","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715794,true,2013-03-12 12:20:34.000,175.435,-67.128,4.01677676E8,"","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715795,true,2013-03-12 12:20:34.000,175.464,-67.189,4.01677681E8,"","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715796,true,2013-03-12 12:30:01.000,175.093,-67.193,4.0167756E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715797,true,2013-03-12 12:48:58.000,175.202,-66.92,4.01677566E8,"","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715798,true,2013-03-12 13:38:54.000,175.275,-66.963,4.01677591E8,"7","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715799,true,2013-03-12 13:48:46.000,175.257,-67.134,,"6","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715800,true,2013-03-12 13:53:59.000,175.308,-66.975,4.01677596E8,"","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715801,true,2013-03-12 17:01:04.000,175.632,-67.185,4.0167762E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715802,true,2013-03-12 17:01:04.000,175.686,-67.115,4.01677595E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715803,true,2013-03-12 17:27:14.000,175.793,-67.188,4.01677626E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715804,true,2013-03-12 17:42:25.000,175.711,-67.387,4.01677562E8,"","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715805,true,2013-03-12 18:36:18.000,175.872,-67.441,4.01677563E8,"8","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715806,true,2013-03-12 18:43:28.000,175.878,-67.45,4.01677573E8,"","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715807,true,2013-03-12 18:58:55.000,175.789,-67.427,4.01677575E8,"","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715808,true,2013-03-12 19:22:11.000,175.953,-67.486,4.01677568E8,"8","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715809,true,2013-03-12 23:42:35.000,176.531,-67.415,4.01677489E8,"8","B","least squares",2,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715810,true,2013-03-13 00:24:58.000,176.403,-67.348,4.01677515E8,"6","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715811,true,2013-03-13 05:20:42.000,176.86,-67.296,4.01677564E8,"8","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715812,true,2013-03-13 05:33:45.000,176.528,-67.291,4.01677542E8,"8","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715813,true,2013-03-13 05:43:44.000,176.797,-67.287,4.01677555E8,"","B","least squares",2,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715814,true,2013-03-13 05:45:36.000,176.919,-67.248,4.01677552E8,"","A","least squares",3,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715815,true,2013-03-13 06:49:47.000,176.955,-67.245,4.01677535E8,"8","B","least squares",1,"L","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715816,true,2013-03-13 06:56:46.000,177.032,-67.26,4.01677557E8,"8","B","least squares",2,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715817,true,2013-03-13 07:11:19.000,176.998,-67.241,4.01677546E8,"8","B","least squares",1,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715818,true,2013-03-13 07:11:19.000,176.968,-67.239,4.01677564E8,"8","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715819,true,2013-03-13 07:33:05.000,177.062,-67.262,4.01677552E8,"","B","least squares",2,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715820,true,2013-03-13 11:44:51.000,177.311,-67.268,4.01677543E8,"8","B","least squares",1,"A","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715821,true,2013-03-13 11:59:29.000,177.5,-67.248,4.01677527E8,"","B","least squares",1,"K","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715822,true,2013-03-13 12:11:09.000,177.597,-67.232,4.01677561E8,"","B","least squares",2,"P","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715823,true,2013-03-13 12:15:13.000,177.596,-67.229,4.01677564E8,"","B","least squares",1,"N","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715824,true,2013-03-13 12:30:00.000,177.58,-67.229,4.01677541E8,"","B","least squares",1,"M","argos-doppler-shift","Balaenoptera musculus","121205","121205","Antarctic blue whales, east Antarctic sector of the Southern Ocean"
