# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
4.361011348780474250e+00,5.970344080519839736e+01
8.722022697560948501e+00,1.705812594434239884e+02
1.308303404634142275e+01,4.776275264415871789e+02
1.744404539512189700e+01,9.040806750501471925e+02
2.180505674390236948e+01,1.509644146074302398e+03
2.616606809268284550e+01,2.311376065458395260e+03
3.052707944146332153e+01,3.241043929425055921e+03
3.488809079024379400e+01,4.085421163670004717e+03
3.924910213902426648e+01,5.023618090608836610e+03
4.361011348780473895e+01,6.004460332408524664e+03
4.797112483658521853e+01,7.249703526345520004e+03
5.233213618536569101e+01,8.512004846226856898e+03
5.669314753414616348e+01,9.808422417996880540e+03
6.105415888292664306e+01,1.119865968246078592e+04
6.541517023170710843e+01,1.252066444314732144e+04
6.977618158048758801e+01,1.392795983355556928e+04
7.413719292926806759e+01,1.544613304260204313e+04
7.849820427804853296e+01,1.713488751109193981e+04
8.285921562682901254e+01,1.867011884608275795e+04
8.722022697560947790e+01,2.063180332968213406e+04
9.158123832438995748e+01,2.216703466467294857e+04
9.594224967317043706e+01,2.387284725910718771e+04
1.003032610219509024e+02,2.540807859409800585e+04
1.046642723707313820e+02,2.699448430692184775e+04
1.090252837195118616e+02,2.871735502730042936e+04
1.133862950682923270e+02,3.036346418092947351e+04
1.177473064170728065e+02,3.178781769728206200e+04
1.221083177658532861e+02,3.339128153605025000e+04
1.264693291146337515e+02,3.480710598943066725e+04
1.308303404634142169e+02,3.608646543525634479e+04
1.351913518121947106e+02,3.739994113297071453e+04
1.395523631609751760e+02,3.838931243774257018e+04
1.439133745097556414e+02,3.918251529415449477e+04
1.482743858585361352e+02,3.983072408003950113e+04
1.526353972073166005e+02,4.047040380295234354e+04
1.569964085560970659e+02,4.094803132939393254e+04
1.613574199048775597e+02,4.126360665936426813e+04
1.657184312536580251e+02,4.162182730419545260e+04
1.700794426024384904e+02,4.189475731930493203e+04
1.744404539512189558e+02,4.201416420091532927e+04
1.788014652999994496e+02,4.210798389360921283e+04
1.831624766487799150e+02,4.217621639738658268e+04
1.875234879975603803e+02,4.221033264927526761e+04
1.918844993463408741e+02,4.221886171224743885e+04
1.962455106951213395e+02,4.221886171224743885e+04
2.006065220439018049e+02,4.221886171224743885e+04
2.049675333926822987e+02,4.221886171224743885e+04
2.093285447414627640e+02,4.221886171224743885e+04
2.136895560902432294e+02,4.221886171224743885e+04
