# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
1.889548100779582684e+00,6.399093426509144145e+00
3.779096201559165369e+00,3.519501384580029679e+01
5.668644302338748275e+00,1.087845882506554602e+02
7.558192403118330738e+00,1.967721228651562058e+02
9.447740503897913200e+00,2.799603374097750930e+02
1.133728860467749655e+01,4.127415260098398448e+02
1.322683670545707812e+01,5.663197682460593114e+02
1.511638480623666148e+01,7.502937042581971809e+02
1.700593290701624483e+01,9.710624274727626926e+02
1.889548100779582640e+01,1.201429790827091892e+03
2.078502910857540797e+01,1.482989901593494324e+03
2.267457720935499310e+01,1.777348199212915006e+03
2.456412531013457468e+01,2.050909443196180746e+03
2.645367341091415625e+01,2.353266607598738119e+03
2.834322151169374138e+01,2.711615839483250056e+03
3.023276961247332295e+01,3.044368697661725491e+03
3.212231771325290453e+01,3.421915209825765032e+03
3.401186581403248965e+01,3.738670334437967540e+03
3.590141391481206767e+01,4.034628405414015560e+03
3.779096201559165280e+01,4.335385796459945595e+03
3.968051011637123793e+01,4.644142054289011867e+03
4.157005821715081595e+01,4.924102391698786960e+03
4.345960631793040108e+01,5.223260009388089202e+03
4.534915441870998620e+01,5.474424426378573116e+03
4.723870251948956422e+01,5.765583177284739577e+03
4.912825062026914935e+01,5.997550313995695433e+03
5.101779872104873448e+01,6.203921077000615696e+03
5.290734682182831250e+01,6.440687533781453567e+03
5.479689492260789763e+01,6.642258976716491816e+03
5.668644302338748275e+01,6.835831552868393374e+03
5.857599112416706078e+01,6.987810021747985957e+03
6.046553922494664590e+01,7.154186450837223674e+03
6.235508732572623103e+01,7.293366732863797552e+03
6.424463542650580905e+01,7.422948374750607400e+03
6.613418352728538707e+01,7.549330469924163481e+03
6.802373162806497930e+01,7.658115058174818842e+03
6.991327972884455733e+01,7.734904179292928347e+03
7.180282782962413535e+01,7.795695566844765381e+03
7.369237593040372758e+01,7.842088994186956370e+03
7.558192403118330560e+01,7.880483554746011578e+03
7.747147213196288362e+01,7.893281741599030283e+03
7.936102023274247586e+01,7.906079928452048080e+03
8.125056833352205388e+01,7.910879248521930094e+03
8.314011643430163190e+01,7.918878115305066785e+03
8.502966453508122413e+01,7.918878115305066785e+03
8.691921263586080215e+01,7.918878115305066785e+03
8.880876073664038017e+01,7.918878115305066785e+03
9.069830883741997241e+01,7.918878115305066785e+03
9.258785693819955043e+01,7.918878115305066785e+03
