# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
2.613230025084890773e+00,6.591752857838129920e+00
5.226460050169781546e+00,4.614227000486690855e+01
7.839690075254672763e+00,1.186515514410863403e+02
1.045292010033956309e+01,2.603742378846061456e+02
1.306615012542445342e+01,4.713103293354262746e+02
1.567938015050934553e+01,6.987258029308417235e+02
1.829261017559423408e+01,9.459165350997716359e+02
2.090584020067912618e+01,1.232657784415730248e+03
2.351907022576401829e+01,1.568837180165474820e+03
2.613230025084890684e+01,2.010484621640629712e+03
2.874553027593379895e+01,2.452132063115784149e+03
3.135876030101869105e+01,2.860820740301748174e+03
3.397199032610357960e+01,3.315651687492579185e+03
3.658522035118846816e+01,3.866063051122063371e+03
3.919845037627336382e+01,4.419770291180466302e+03
4.181168040135825237e+01,4.904264126231568298e+03
4.442491042644314092e+01,5.490930130579162324e+03
4.703814045152803658e+01,6.041341494208645599e+03
4.965137047661292513e+01,6.677445644990025357e+03
5.226460050169781368e+01,7.270703402195456874e+03
5.487783052678270934e+01,7.844185900827374098e+03
5.749106055186759789e+01,8.424260152317130633e+03
6.010429057695248645e+01,9.050476673811752335e+03
6.271752060203738210e+01,9.623959172443670468e+03
6.533075062712227066e+01,1.018425816535990998e+04
6.794398065220715921e+01,1.076762829327858526e+04
7.055721067729204776e+01,1.132133553333698728e+04
7.317044070237693631e+01,1.187504277339539112e+04
7.578367072746183908e+01,1.244522939559838960e+04
7.839690075254672763e+01,1.303848715280382021e+04
8.101013077763161618e+01,1.348343047070789544e+04
8.362336080271650474e+01,1.394814904718548314e+04
8.623659082780139329e+01,1.436672535365820477e+04
8.884982085288628184e+01,1.475563877227065313e+04
9.146305087797117039e+01,1.514784806731202298e+04
9.407628090305607316e+01,1.546425220448825348e+04
9.668951092814096171e+01,1.571473881308610180e+04
9.930274095322585026e+01,1.594874603953935548e+04
1.019159709783107388e+02,1.608387697312503769e+04
1.045292010033956274e+02,1.618604914242152699e+04
1.071424310284805159e+02,1.624207904171315204e+04
1.097556610535654187e+02,1.629481306457585742e+04
1.123688910786503072e+02,1.630470069386261457e+04
1.149821211037351958e+02,1.631458832314937172e+04
1.175953511288200843e+02,1.631458832314937172e+04
1.202085811539049729e+02,1.631458832314937172e+04
1.228218111789898614e+02,1.631458832314937172e+04
1.254350412040747642e+02,1.631458832314937172e+04
1.280482712291596386e+02,1.631458832314937172e+04
