# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
4.151628864037725464e+00,7.486888632703757196e+01
8.303257728075450927e+00,2.495629544234585637e+02
1.245488659211317639e+01,4.866477611257442391e+02
1.660651545615090185e+01,8.297968234579997215e+02
2.075814432018862732e+01,1.291488289141398127e+03
2.490977318422635278e+01,1.877961232036525871e+03
2.906140204826407825e+01,2.607932873725142144e+03
3.321303091230180371e+01,3.325426367692585700e+03
3.736465977633952917e+01,4.248809299059382283e+03
4.151628864037725464e+01,5.197148525868525212e+03
4.566791750441498010e+01,6.126770531095908154e+03
4.981954636845270556e+01,7.262281973722644580e+03
5.397117523249043103e+01,8.360358973185862851e+03
5.812280409652815649e+01,9.570739302139636493e+03
6.227443296056588196e+01,1.071872889248754655e+04
6.642606182460360742e+01,1.193534829530190655e+04
7.057769068864132578e+01,1.317692399355861198e+04
7.472931955267905835e+01,1.444345598725766467e+04
7.888094841671679092e+01,1.590339927063489813e+04
8.303257728075450927e+01,1.720112663363688262e+04
8.718420614479222763e+01,1.854252751366297161e+04
9.133583500882996020e+01,1.988392839368906061e+04
9.548746387286769277e+01,2.116917760896987238e+04
9.963909273690541113e+01,2.239827515950540692e+04
1.037907216009431295e+02,2.333413623859337531e+04
1.079423504649808621e+02,2.448836490280187354e+04
1.120939793290185946e+02,2.544294320347160101e+04
1.162456081930563130e+02,2.614171947585728412e+04
1.203972370570940313e+02,2.692160370843059354e+04
1.245488659211317639e+02,2.765157535011920845e+04
1.287004947851694965e+02,2.828172181003844162e+04
1.328521236492072148e+02,2.878084771888536125e+04
1.370037525132449332e+02,2.921134381526582729e+04
1.411553813772826516e+02,2.956697102531925339e+04
1.453070102413203983e+02,2.981653397974271502e+04
1.494586391053581167e+02,3.004114063872382758e+04
1.536102679693958351e+02,3.028446451928669921e+04
1.577618968334335818e+02,3.047787580896487998e+04
1.619135256974713002e+02,3.061513543389777988e+04
1.660651545615090185e+02,3.073991691110951069e+04
1.702167834255467369e+02,3.080230764971537428e+04
1.743684122895844553e+02,3.086469838832123787e+04
1.785200411536222020e+02,3.087093746218182423e+04
1.826716700176599204e+02,3.088341560990300059e+04
1.868232988816976388e+02,3.088341560990300059e+04
1.909749277457353855e+02,3.088341560990300059e+04
1.951265566097731039e+02,3.088341560990300059e+04
1.992781854738108223e+02,3.088341560990300059e+04
2.034298143378485690e+02,3.088341560990300059e+04
