# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
1.428863839614723741e+00,3.740838925487396160e+00
2.857727679229447482e+00,1.776898489606513110e+01
4.286591518844170778e+00,5.891821307642648975e+01
5.715455358458894963e+00,1.038082801822752401e+02
7.144319198073619148e+00,1.580504446018424858e+02
8.573183037688341557e+00,2.309968036488467078e+02
1.000204687730306574e+01,3.114248405468256919e+02
1.143091071691778993e+01,4.096218623408698818e+02
1.285977455653251411e+01,5.237174495682354518e+02
1.428863839614723830e+01,6.537116022289224020e+02
1.571750223576196070e+01,7.958634813974434792e+02
1.714636607537668311e+01,9.585899746561452730e+02
1.857522991499140730e+01,1.118510838720731499e+03
2.000409375460613148e+01,1.255051459501021327e+03
2.143295759422085567e+01,1.408425855446004562e+03
2.286182143383557985e+01,1.571152348704706355e+03
2.429068527345030404e+01,1.744166149008498451e+03
2.571954911306502822e+01,1.936819353671099407e+03
2.714841295267975241e+01,2.132278187527815589e+03
2.857727679229447659e+01,2.328672231115904196e+03
3.000614063190919723e+01,2.530677533092223257e+03
3.143500447152392141e+01,2.715849059903849593e+03
3.286386831113864559e+01,2.888862860207641461e+03
3.429273215075336623e+01,3.082451274601614386e+03
3.572159599036809396e+01,3.243307348397572241e+03
3.715045982998281460e+01,3.413515519507248882e+03
3.857932366959754233e+01,3.571565964109091510e+03
4.000818750921226297e+01,3.722134730859958836e+03
4.143705134882699070e+01,3.871768287879454874e+03
4.286591518844171134e+01,4.012984957316603868e+03
4.429477902805643907e+01,4.136432641857688395e+03
4.572364286767115971e+01,4.234629663651732699e+03
4.715250670728588034e+01,4.325345007594801245e+03
4.858137054690060808e+01,4.377716752551625177e+03
5.001023438651532871e+01,4.441311014284910925e+03
5.143909822613005645e+01,4.480589823002528647e+03
5.286796206574477708e+01,4.514257373331915005e+03
5.429682590535950482e+01,4.550730552855417045e+03
5.572568974497422545e+01,4.576916425333829466e+03
5.715455358458895319e+01,4.600296668618125295e+03
5.858341742420367382e+01,4.613389604857331506e+03
6.001228126381839445e+01,4.622741702171049837e+03
6.144114510343312219e+01,4.625547331365165519e+03
6.287000894304784282e+01,4.629288170290652488e+03
6.429887278266257056e+01,4.629288170290652488e+03
6.572773662227729119e+01,4.629288170290652488e+03
6.715660046189201182e+01,4.629288170290652488e+03
6.858546430150673245e+01,4.629288170290652488e+03
7.001432814112146730e+01,4.629288170290652488e+03
