# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
1.949415764132219175e+00,0.000000000000000000e+00
3.898831528264438351e+00,1.256327399164022864e+02
5.848247292396657748e+00,1.256327399164022864e+02
7.797663056528876702e+00,1.256327399164022864e+02
9.747078820661096543e+00,1.256327399164022864e+02
1.169649458479331550e+01,1.256327399164022864e+02
1.364591034892553445e+01,3.768982197492068735e+02
1.559532611305775340e+01,3.768982197492068735e+02
1.754474187718997413e+01,5.025309596656091458e+02
1.949415764132219309e+01,5.025309596656091458e+02
2.144357340545441204e+01,1.130694659247620621e+03
2.339298916958663099e+01,1.507592878996827494e+03
2.534240493371884995e+01,1.633225618913229710e+03
2.729182069785106890e+01,1.884491098746034368e+03
2.924123646198328785e+01,2.135756578578838798e+03
3.119065222611550681e+01,2.889553018077252545e+03
3.314006799024772931e+01,3.392083977742861862e+03
3.508948375437994827e+01,3.768982197492068735e+03
3.703889951851216722e+01,4.145880417241275609e+03
3.898831528264438617e+01,4.648411376906884470e+03
4.093773104677660513e+01,5.025309596656091344e+03
4.288714681090882408e+01,5.527840556321701115e+03
4.483656257504104303e+01,5.779106036154505091e+03
4.678597833917326199e+01,6.658535215569321736e+03
4.873539410330548094e+01,6.909800695402125712e+03
5.068480986743769989e+01,7.035433435318528609e+03
5.263422563156991885e+01,7.537964394984137471e+03
5.458364139570213780e+01,7.914862614733344344e+03
5.653305715983435675e+01,8.291760834482551218e+03
5.848247292396657571e+01,8.417393574398953206e+03
6.043188868809879466e+01,8.543026314315355194e+03
6.238130445223101361e+01,8.668659054231759001e+03
6.433072021636323257e+01,8.919924534064562977e+03
6.628013598049545863e+01,9.045557273980964965e+03
6.822955174462767047e+01,9.296822753813768941e+03
7.017896750875989653e+01,9.548088233646574736e+03
7.212838327289210838e+01,1.005061919331218269e+04
7.407779903702433444e+01,1.080441563281059643e+04
7.602721480115654629e+01,1.105568111264340223e+04
7.797663056528877235e+01,1.118131385255980422e+04
7.992604632942098419e+01,1.118131385255980422e+04
8.187546209355321025e+01,1.118131385255980422e+04
8.382487785768542210e+01,1.118131385255980422e+04
8.577429362181764816e+01,1.130694659247620621e+04
8.772370938594986001e+01,1.143257933239260819e+04
8.967312515008208607e+01,1.143257933239260819e+04
9.162254091421429791e+01,1.143257933239260819e+04
9.357195667834652397e+01,1.143257933239260819e+04
9.552137244247873582e+01,1.143257933239260819e+04
