# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.096221058074586807e+00,0.000000000000000000e+00
8.192442116149173614e+00,0.000000000000000000e+00
1.228866317422376042e+01,0.000000000000000000e+00
1.638488423229834723e+01,1.018457482525137493e+03
2.048110529037293404e+01,2.036914965050274986e+03
2.457732634844752084e+01,2.715886620067033164e+03
2.867354740652210765e+01,3.394858275083791796e+03
3.276976846459669446e+01,3.734344102592170657e+03
3.686598952267128482e+01,4.413315757608928834e+03
4.096221058074586807e+01,5.771259067642446098e+03
4.505843163882045133e+01,5.771259067642446098e+03
4.915465269689504169e+01,6.789716550167583591e+03
5.325087375496963205e+01,8.147659860201099946e+03
5.734709481304421530e+01,8.826631515217857668e+03
6.144331587111879855e+01,8.826631515217857668e+03
6.553953692919338891e+01,9.845088997742996071e+03
6.963575798726797927e+01,1.154251813528489220e+04
7.373197904534256963e+01,1.154251813528489220e+04
7.782820010341714578e+01,1.391891892784354604e+04
8.192442116149173614e+01,1.527686223787706149e+04
8.602064221956632650e+01,1.697429137541895761e+04
9.011686327764090265e+01,1.867172051296085192e+04
9.421308433571549301e+01,1.901120634046923442e+04
9.830930539379008337e+01,2.070863547801112873e+04
1.024055264518646737e+02,2.240606461555302303e+04
1.065017475099392641e+02,2.308503627056978439e+04
1.105979685680138402e+02,2.308503627056978439e+04
1.146941896260884306e+02,2.478246540811167870e+04
1.187904106841630210e+02,2.546143706312843642e+04
1.228866317422375971e+02,2.614040871814519414e+04
1.269828528003121875e+02,2.681938037316195187e+04
1.310790738583867778e+02,2.749835202817871323e+04
1.351752949164613540e+02,2.817732368319547095e+04
1.392715159745359585e+02,2.817732368319547095e+04
1.433677370326105347e+02,2.851680951070384981e+04
1.474639580906851393e+02,2.851680951070384981e+04
1.515601791487597154e+02,2.851680951070384981e+04
1.556564002068342916e+02,2.885629533821222867e+04
1.597526212649088961e+02,2.919578116572060753e+04
1.638488423229834723e+02,2.987475282073736525e+04
1.679450633810580484e+02,3.021423864824574412e+04
1.720412844391326530e+02,3.021423864824574412e+04
1.761375054972072292e+02,3.021423864824574412e+04
1.802337265552818053e+02,3.055372447575412298e+04
1.843299476133564099e+02,3.089321030326250184e+04
1.884261686714309860e+02,3.089321030326250184e+04
1.925223897295055906e+02,3.089321030326250184e+04
1.966186107875801667e+02,3.089321030326250184e+04
2.007148318456547429e+02,3.089321030326250184e+04
