# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
9.837885785471232936e+00,1.810127263800295907e+02
1.967577157094246587e+01,1.031772540366168641e+03
2.951365735641369881e+01,2.461773078768402684e+03
3.935154314188493174e+01,4.398609251034718909e+03
4.918942892735616113e+01,7.023293783545148472e+03
5.902731471282739761e+01,1.020911776783366986e+04
6.886520049829863410e+01,1.363025829641622840e+04
7.870308628376986348e+01,1.743152555039685103e+04
8.854097206924109287e+01,2.134140044020548885e+04
9.837885785471232225e+01,2.432811042547597754e+04
1.082167436401835658e+02,2.724241532019445367e+04
1.180546294256547952e+02,2.974039094423886127e+04
1.278925152111260246e+02,3.260039202104333162e+04
1.377304009965972682e+02,3.482684855551769579e+04
1.475682867820684976e+02,3.716191272582007514e+04
1.574061725675397270e+02,3.942457180557044921e+04
1.672440583530109564e+02,4.141571179575077258e+04
1.770819441384821857e+02,4.373267469341515243e+04
1.869198299239534151e+02,4.592292868261350668e+04
1.967577157094246445e+02,4.845710685193392419e+04
2.065956014948959023e+02,5.014052520726819785e+04
2.164334872803671317e+02,5.202305756162050966e+04
2.262713730658383611e+02,5.347115937266074616e+04
2.361092588513095905e+02,5.479255227523495705e+04
2.459471446367808198e+02,5.616824899572318100e+04
2.557850304222520492e+02,5.767065462467743055e+04
2.656229162077232786e+02,5.922736407154568587e+04
2.754608019931945364e+02,6.042204806565387844e+04
2.852986877786657374e+02,6.170723842295209033e+04
2.951365735641369952e+02,6.281141605387027084e+04
3.049744593496081961e+02,6.409660641116848274e+04
3.148123451350794539e+02,6.509217640625864442e+04
3.246502309205507117e+02,6.583432858441676944e+04
3.344881167060219127e+02,6.677559476159291808e+04
3.443260024914931705e+02,6.759015203030305565e+04
3.541638882769643715e+02,6.853141820747920428e+04
3.640017740624356293e+02,6.943648183937935391e+04
3.738396598479068302e+02,7.014243147226146539e+04
3.836775456333780880e+02,7.088458365041959041e+04
3.935154314188492890e+02,7.148192564747369033e+04
4.033533172043205468e+02,7.182584982759573904e+04
4.131912029897918046e+02,7.216977400771780231e+04
4.230290887752630056e+02,7.229648291618382791e+04
4.328669745607342634e+02,7.245939436992585252e+04
4.427048603462054643e+02,7.249559691520185152e+04
4.525427461316767221e+02,7.249559691520185152e+04
4.623806319171479231e+02,7.249559691520185152e+04
4.722185177026191809e+02,7.249559691520185152e+04
4.820564034880903819e+02,7.249559691520185152e+04
