# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
1.714344593893905966e+01,4.584989288878960565e+02
3.428689187787811932e+01,3.793036593527140212e+03
5.143033781681717898e+01,7.461028024630309119e+03
6.857378375575623863e+01,1.367160442502090154e+04
8.571722969469530540e+01,2.121599589126719002e+04
1.028606756336343580e+02,2.926056800720936735e+04
1.200041215725734105e+02,3.584627989487187733e+04
1.371475675115124773e+02,4.222358317849443119e+04
1.542910134504515440e+02,4.735043483787727018e+04
1.714344593893906108e+02,5.339428435503589571e+04
1.885779053283296491e+02,5.868786289765069523e+04
2.057213512672687159e+02,6.356462423218558979e+04
2.228647972062077827e+02,6.823297696268053551e+04
2.400082431451468210e+02,7.352655550529532775e+04
2.571516890840858878e+02,7.819490823579028074e+04
2.742951350230249545e+02,8.232139859578134201e+04
2.914385809619640213e+02,8.586434486446053779e+04
3.085820269009030881e+02,8.953233629556371307e+04
3.257254728398421548e+02,9.336705460989884159e+04
3.428689187787812216e+02,9.703504604100200231e+04
3.600123647177202315e+02,1.008280826345291425e+05
3.771558106566592983e+02,1.042043020199763851e+05
3.942992565955983650e+02,1.075805214054236130e+05
4.114427025345374318e+02,1.106649687452149228e+05
4.285861484734764986e+02,1.134576440393502853e+05
4.457295944124155653e+02,1.162920010542936361e+05
4.628730403513546321e+02,1.182927236530771916e+05
4.800164862902936420e+02,1.207936269015566213e+05
4.971599322292327088e+02,1.231278032668040978e+05
5.143033781681717755e+02,1.256703882360915159e+05
5.314468241071108423e+02,1.276294291140670684e+05
5.485902700460499091e+02,1.295884699920426210e+05
5.657337159849889758e+02,1.310473302203222993e+05
5.828771619239280426e+02,1.325478721694099659e+05
6.000206078628671094e+02,1.340484141184976033e+05
6.171640538018061761e+02,1.355072743467772962e+05
6.343074997407452429e+02,1.366326808085930243e+05
6.514509456796843097e+02,1.376330421079848020e+05
6.685943916186233764e+02,1.385083582449526002e+05
6.857378375575624432e+02,1.392586292194964481e+05
7.028812834965013963e+02,1.400505819148482697e+05
7.200247294354404630e+02,1.408425346102000622e+05
7.371681753743795298e+02,1.413843969807039539e+05
7.543116213133185965e+02,1.417178507471678895e+05
7.714550672522576633e+02,1.418428959095918399e+05
7.885985131911967301e+02,1.418428959095918399e+05
8.057419591301357968e+02,1.418428959095918399e+05
8.228854050690748636e+02,1.418428959095918399e+05
8.400288510080139304e+02,1.418428959095918399e+05
