# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
7.313091741787131284e+00,4.863102745850182629e+01
1.462618348357426257e+01,3.039439216156363841e+02
2.193927522536139207e+01,1.410299796296553041e+03
2.925236696714852513e+01,2.480182400383593176e+03
3.656545870893565819e+01,3.999902008461775040e+03
4.387855045072278415e+01,5.604725914592335357e+03
5.119164219250991721e+01,7.878226448277295276e+03
5.850473393429705027e+01,1.047998641730714371e+04
6.581782567608418333e+01,1.286290676277373313e+04
7.313091741787131639e+01,1.609687008876410437e+04
8.044400915965844945e+01,1.934299117161910181e+04
8.775710090144556830e+01,2.323347336829924825e+04
9.507019264323270136e+01,2.730632191794877508e+04
1.023832843850198344e+02,3.190195401277719793e+04
1.096963761268069675e+02,3.597480256242672476e+04
1.170094678685941005e+02,4.053396138666127081e+04
1.243225596103812336e+02,4.517822450894819485e+04
1.316356513521683667e+02,4.977385660377662134e+04
1.389487430939554997e+02,5.418712234563566017e+04
1.462618348357426328e+02,5.804113127172192617e+04
1.535749265775297658e+02,6.206534879391295544e+04
1.608880183193168989e+02,6.596798874745772628e+04
1.682011100611040320e+02,6.926274085777121945e+04
1.755142018028911366e+02,7.239944212884458830e+04
1.828272935446782697e+02,7.601029591763835924e+04
1.901403852864654027e+02,7.903757737693008676e+04
1.974534770282525358e+02,8.205270107935721171e+04
2.047665687700396688e+02,8.484898515822105401e+04
2.120796605118268019e+02,8.748721839784478652e+04
2.193927522536139350e+02,8.971208790407124616e+04
2.267058439954010680e+02,9.192479965343307413e+04
2.340189357371882011e+02,9.378493645372077299e+04
2.413320274789753341e+02,9.558428446968534263e+04
2.486451192207624672e+02,9.699458426598188817e+04
2.559582109625496003e+02,9.847783060346619459e+04
2.632713027043367333e+02,9.966929077619948657e+04
2.705843944461238380e+02,1.005446492704525299e+05
2.778974861879109994e+02,1.011890103842776734e+05
2.852105779296981041e+02,1.019792645804783242e+05
2.925236696714852656e+02,1.024169438276048459e+05
2.998367614132723702e+02,1.028910963453252334e+05
3.071498531550595317e+02,1.031950402669408795e+05
3.144629448968466363e+02,1.034260376473687502e+05
3.217760366386337978e+02,1.034868264316918794e+05
3.290891283804209024e+02,1.035232997022857598e+05
3.364022201222080639e+02,1.035232997022857598e+05
3.437153118639951686e+02,1.035232997022857598e+05
3.510284036057822732e+02,1.035232997022857598e+05
3.583414953475694347e+02,1.035232997022857598e+05
