# dists
0.000000000000000000e+00,0.000000000000000000e+00
6.589697200851699854e+00,4.982321705387962396e+01
1.317939440170339971e+01,2.989393023232777296e+02
1.976909160255510045e+01,1.021375949604532252e+03
2.635878880340679942e+01,2.291867984478462859e+03
3.294848600425849838e+01,3.612183236406272954e+03
3.953818320511020090e+01,4.982321705387962538e+03
4.612788040596189632e+01,6.875603953435388576e+03
5.271757760681359883e+01,8.519770116213416259e+03
5.930727480766530135e+01,1.066216844953023974e+04
6.589697200851699677e+01,1.300385965106258118e+04
7.248666920936869928e+01,1.504661155027164568e+04
7.907636641022040180e+01,1.758759562001950690e+04
8.566606361107210432e+01,1.980472877891714961e+04
9.225576081192379263e+01,2.202186193781479233e+04
9.884545801277549515e+01,2.443828796492795664e+04
1.054351552136271977e+02,2.635648182150232242e+04
1.120248524144789002e+02,2.869817302303466204e+04
1.186145496153306027e+02,3.034233918581269245e+04
1.252042468161822910e+02,3.206124017417153664e+04
1.317939440170339935e+02,3.370540633694956341e+04
1.383836412178856961e+02,3.532466089120065590e+04
1.449733384187373986e+02,3.699373866250562423e+04
1.515630356195891011e+02,3.861299321675670944e+04
1.581527328204408036e+02,4.008277811984615983e+04
1.647424300212925061e+02,4.167712106557030347e+04
1.713321272221442086e+02,4.289778988339036005e+04
1.779218244229958827e+02,4.436757478647980315e+04
1.845115216238475853e+02,4.568789003840761870e+04
1.911012188246992878e+02,4.675908920506602590e+04
1.976909160255509903e+02,4.785519998025138193e+04
2.042806132264026928e+02,4.885166432132897171e+04
2.108703104272543953e+02,5.019689118178372155e+04
2.174600076281060979e+02,5.101897426317273494e+04
2.240497048289578004e+02,5.194070377866950730e+04
2.306394020298095029e+02,5.293716811974710436e+04
2.372290992306612054e+02,5.365960476702835876e+04
2.438187964315129079e+02,5.433221819725573005e+04
2.504084936323645820e+02,5.505465484453698446e+04
2.569981908332163130e+02,5.570235666623742145e+04
2.635878880340679871e+02,5.602620757708763995e+04
2.701775852349197180e+02,5.627532366235703375e+04
2.767672824357713921e+02,5.647461653057255171e+04
2.833569796366230662e+02,5.669882100731501123e+04
2.899466768374747971e+02,5.669882100731501123e+04
2.965363740383264712e+02,5.674864422436889436e+04
3.031260712391782022e+02,5.674864422436889436e+04
3.097157684400298763e+02,5.674864422436889436e+04
3.163054656408816072e+02,5.674864422436889436e+04
3.228951628417332813e+02,5.674864422436889436e+04
