# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
1.414244080216418098e+01,5.123478942268442324e+02
2.828488160432836196e+01,2.792798325393386222e+03
4.242732240649254294e+01,5.937207950746371353e+03
5.656976320865672392e+01,1.012640543883644932e+04
7.071220401082089779e+01,1.548094323536405682e+04
8.485464481298508588e+01,2.201086737747089501e+04
9.899708561514927396e+01,2.914355374807990302e+04
1.131395264173134478e+02,3.552278733306119830e+04
1.272819672194776217e+02,4.081704890673858608e+04
1.414244080216417956e+02,4.563914673475594464e+04
1.555668488238059979e+02,4.990871251997964282e+04
1.697092896259701718e+02,5.434906093661229534e+04
1.838517304281343456e+02,5.850812031327726436e+04
1.979941712302985479e+02,6.272745591279245127e+04
2.121366120324627218e+02,6.662531832377315732e+04
2.262790528346268957e+02,7.054327280903725477e+04
2.404214936367910695e+02,7.407947788291664619e+04
2.545639344389552434e+02,7.732434787968666933e+04
2.687063752411194173e+02,8.077013861929073755e+04
2.828488160432835912e+02,8.431638973031182832e+04
2.969912568454478219e+02,8.735029294710607792e+04
3.111336976476119958e+02,9.021341353249139502e+04
3.252761384497761696e+02,9.322722467500223138e+04
3.394185792519403435e+02,9.579901018327816564e+04
3.535610200541045174e+02,9.815982891157832637e+04
3.677034608562686913e+02,1.005206476398784871e+05
3.818459016584328651e+02,1.028312361824701366e+05
3.959883424605970959e+02,1.049609960565111396e+05
4.101307832627612697e+02,1.068596970762929705e+05
4.242732240649254436e+02,1.086981218732245907e+05
4.384156648670896175e+02,1.104662244101642864e+05
4.525581056692537913e+02,1.121137745014035463e+05
4.667005464714179652e+02,1.136709102583674976e+05
4.808429872735821391e+02,1.152280460153314343e+05
4.949854280757463130e+02,1.165742149923196121e+05
5.091278688779104868e+02,1.177395553007571434e+05
5.232703096800746607e+02,1.187039748663606151e+05
5.374127504822388346e+02,1.194473816148466140e+05
5.515551912844030085e+02,1.201003740290573041e+05
5.656976320865671823e+02,1.206227679604258446e+05
5.798400728887314699e+02,1.210145634089522646e+05
5.939825136908956438e+02,1.212958524489199335e+05
6.081249544930598177e+02,1.213661747089118580e+05
6.222673952952239915e+02,1.214364969689037825e+05
6.364098360973881654e+02,1.214565890431871812e+05
6.505522768995523393e+02,1.214565890431871812e+05
6.646947177017165131e+02,1.214565890431871812e+05
6.788371585038806870e+02,1.214565890431871812e+05
6.929795993060448609e+02,1.214565890431871812e+05
