# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
3.261606597551762299e+00,1.553967529087106811e+02
6.523213195103524598e+00,1.553967529087106811e+02
9.784819792655287785e+00,3.107935058174213623e+02
1.304642639020704920e+01,6.215870116348427246e+02
1.630803298775881061e+01,6.215870116348427246e+02
1.956963958531057557e+01,7.769837645435533204e+02
2.283124618286233698e+01,1.553967529087106641e+03
2.609285278041409839e+01,2.641744799448081267e+03
2.935445937796585980e+01,3.729522069809056120e+03
3.261606597551762121e+01,4.661902587261320150e+03
3.587767257306938262e+01,5.128092845987452165e+03
3.913927917062115114e+01,6.526663622165848210e+03
4.240088576817291255e+01,6.992853880891980225e+03
4.566249236572467396e+01,7.303647386709400962e+03
4.892409896327643537e+01,8.236027904161664992e+03
5.218570556082819678e+01,9.323805174522640300e+03
5.544731215837995819e+01,9.789995433248772315e+03
5.870891875593171960e+01,1.056697919779232507e+04
6.197052535348348101e+01,1.196554997397072111e+04
6.523213195103524242e+01,1.258713698560556440e+04
6.849373854858700383e+01,1.367491425596653789e+04
7.175534514613876524e+01,1.414110451469266991e+04
7.501695174369052665e+01,1.522888178505364522e+04
7.827855834124230228e+01,1.616126230250590925e+04
8.154016493879406369e+01,1.693824606704946200e+04
8.480177153634582510e+01,1.818142009031914858e+04
8.806337813389758651e+01,1.911380060777141261e+04
9.132498473144934792e+01,1.957999086649754463e+04
9.458659132900110933e+01,1.973538761940625409e+04
9.784819792655287074e+01,1.973538761940625409e+04
1.011098045241046322e+02,2.004618112522367664e+04
1.043714111216563936e+02,2.051237138394980866e+04
1.076330177192081550e+02,2.097856164267594067e+04
1.108946243167599164e+02,2.113395839558465013e+04
1.141562309143116778e+02,2.160014865431078215e+04
1.174178375118634392e+02,2.175554540721949525e+04
1.206794441094152006e+02,2.222173566594562726e+04
1.239410507069669620e+02,2.268792592467175928e+04
1.272026573045187234e+02,2.284332267758046873e+04
1.304642639020704848e+02,2.315411618339789129e+04
1.337258704996222605e+02,2.346490968921531021e+04
1.369874770971740077e+02,2.346490968921531021e+04
1.402490836947257833e+02,2.362030644212402331e+04
1.435106902922775305e+02,2.362030644212402331e+04
1.467722968898293061e+02,2.377570319503273276e+04
1.500339034873810533e+02,2.377570319503273276e+04
1.532955100849328289e+02,2.377570319503273276e+04
1.565571166824846046e+02,2.377570319503273276e+04
1.598187232800363518e+02,2.377570319503273276e+04
