# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
5.803569044544699018e+00,1.194002720563540123e+02
1.160713808908939804e+01,1.791004080845310114e+02
1.741070713363409794e+01,8.358019043944781288e+02
2.321427617817879607e+01,1.910404352901664197e+03
2.901784522272349420e+01,3.004906846751576268e+03
3.482141426726819589e+01,3.980009068545133687e+03
4.062498331181289046e+01,5.253611970479576485e+03
4.642855235635759215e+01,6.547114917756744944e+03
5.223212140090229383e+01,8.218718726545701429e+03
5.803569044544698841e+01,1.018882321547554238e+04
6.383925948999169009e+01,1.249722847523172095e+04
6.964282853453639177e+01,1.442753287347610967e+04
7.544639757908109345e+01,1.645733749843412807e+04
8.124996662362578093e+01,1.916374366504481804e+04
8.705353566817048261e+01,2.143234883411554620e+04
9.285710471271518429e+01,2.380045422989990038e+04
9.866067375725988597e+01,2.686506121267965500e+04
1.044642428018045877e+02,2.981026792340305110e+04
1.102678118463492751e+02,3.287487490618280572e+04
1.160713808908939768e+02,3.583998166224893066e+04
1.218749499354386785e+02,3.890458864502868528e+04
1.276785189799833802e+02,4.169059499301027972e+04
1.334820880245280819e+02,4.451640143167732458e+04
1.392856570690727835e+02,4.740190800637254142e+04
1.450892261136174852e+02,5.046651498915229604e+04
1.508927951581621869e+02,5.313312106507753924e+04
1.566963642027068602e+02,5.579972714100277517e+04
1.624999332472515619e+02,5.784943181130351877e+04
1.683035022917962635e+02,5.987923643626154080e+04
1.741070713363409652e+02,6.157074029039322340e+04
1.799106403808856669e+02,6.284434319232766575e+04
1.857142094254303686e+02,6.389904559549212718e+04
1.915177784699750703e+02,6.501344813468476059e+04
1.973213475145197719e+02,6.586915008442196995e+04
2.031249165590644736e+02,6.664525185278826393e+04
2.089284856036091753e+02,6.716265303169912659e+04
2.147320546481538770e+02,6.779945448266636231e+04
2.205356236926985503e+02,6.817755534417813760e+04
2.263391927372432519e+02,6.849595606966175546e+04
2.321427617817879536e+02,6.881435679514535877e+04
2.379463308263326553e+02,6.895365711254444614e+04
2.437498998708773570e+02,6.915265756597170548e+04
2.495534689154220587e+02,6.925215779268533515e+04
2.553570379599667604e+02,6.931185792871350714e+04
2.611606070045114620e+02,6.937155806474167912e+04
2.669641760490561637e+02,6.937155806474167912e+04
2.727677450936008654e+02,6.937155806474167912e+04
2.785713141381455671e+02,6.937155806474167912e+04
2.843748831826902688e+02,6.937155806474167912e+04
