# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
3.119090101404744519e+00,0.000000000000000000e+00
6.238180202809489039e+00,0.000000000000000000e+00
9.357270304214234002e+00,0.000000000000000000e+00
1.247636040561897808e+01,0.000000000000000000e+00
1.559545050702372215e+01,3.006546184510689841e+02
1.871454060842846800e+01,7.015274430524942773e+02
2.183363070983321208e+01,9.019638553532068954e+02
2.495272081123795616e+01,1.302836679954632245e+03
2.807181091264270023e+01,1.603491298405701173e+03
3.119090101404744431e+01,2.405236947608551873e+03
3.430999111545219193e+01,3.006546184510689727e+03
3.742908121685693601e+01,3.507637215262471273e+03
4.054817131826168009e+01,4.209164658314965891e+03
4.366726141966642416e+01,5.111128513668172673e+03
4.678635152107116824e+01,5.812655956720666836e+03
4.990544162247591231e+01,6.915056224374586236e+03
5.302453172388065639e+01,7.315929048976011472e+03
5.614362182528540046e+01,8.418329316629931782e+03
5.926271192669014454e+01,9.520729584283850272e+03
6.238180202809488861e+01,1.012203882118598813e+04
6.550089212949963269e+01,1.102400267653919582e+04
6.861998223090438387e+01,1.212640294419311613e+04
7.173907233230912084e+01,1.292814859339596660e+04
7.485816243371387202e+01,1.383011244874917247e+04
7.797725253511860899e+01,1.483229451025273556e+04
8.109634263652336017e+01,1.563404015945558604e+04
8.421543273792809714e+01,1.663622222095914913e+04
8.733452283933284832e+01,1.763840428246271404e+04
9.045361294073758529e+01,1.823971351936485007e+04
9.357270304214233647e+01,1.904145916856770054e+04
9.669179314354707344e+01,1.984320481777055102e+04
9.981088324495182462e+01,2.054473226082304609e+04
1.029299733463565758e+02,2.094560508542447133e+04
1.060490634477613128e+02,2.154691432232661100e+04
1.091681535491660640e+02,2.184756894077767720e+04
1.122872436505708009e+02,2.244887817767981687e+04
1.154063337519755521e+02,2.254909638383017227e+04
1.185254238533802891e+02,2.264931458998052767e+04
1.216445139547850403e+02,2.274953279613088671e+04
1.247636040561897772e+02,2.284975100228124211e+04
1.278826941575945284e+02,2.284975100228124211e+04
1.310017842589992654e+02,2.294996920843159751e+04
1.341208743604040023e+02,2.305018741458195655e+04
1.372399644618087677e+02,2.305018741458195655e+04
1.403590545632135047e+02,2.315040562073231195e+04
1.434781446646182417e+02,2.315040562073231195e+04
1.465972347660229786e+02,2.315040562073231195e+04
1.497163248674277440e+02,2.315040562073231195e+04
1.528354149688324810e+02,2.315040562073231195e+04
