# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.277912132883193941e+00,1.158770468066662147e+02
8.555824265766387882e+00,3.476311404199986441e+02
1.283373639864958093e+01,3.476311404199986441e+02
1.711164853153277576e+01,5.793852340333310167e+02
2.138956066441597059e+01,1.274647514873328191e+03
2.566747279729916187e+01,1.738155702099993050e+03
2.994538493018235670e+01,2.549295029746656382e+03
3.422329706306555153e+01,3.592188451006652485e+03
3.850120919594874636e+01,4.055696638233317117e+03
4.277912132883194118e+01,5.098590059493312765e+03
4.705703346171513601e+01,6.257360527559975708e+03
5.133494559459832374e+01,6.836745761593306270e+03
5.561285772748151857e+01,7.647885089239969602e+03
5.989076986036471340e+01,9.849548978566628648e+03
6.416868199324791533e+01,1.135595058705328847e+04
6.844659412613110305e+01,1.228296696150661774e+04
7.272450625901429078e+01,1.309410628915328198e+04
7.700241839189749271e+01,1.483226199125327548e+04
8.128033052478068043e+01,1.587515541251326977e+04
8.555824265766388237e+01,1.668629474015993401e+04
8.983615479054707009e+01,1.738155702099993141e+04
9.411406692343027203e+01,1.830857339545326249e+04
9.839197905631345975e+01,1.900383567629325989e+04
1.026698911891966475e+02,1.958322091032658864e+04
1.069478033220798494e+02,2.004672909755325236e+04
1.112257154549630371e+02,2.143725365923324716e+04
1.155036275878462391e+02,2.178488479965324586e+04
1.197815397207294268e+02,2.248014708049324327e+04
1.240594518536126287e+02,2.329128640813990933e+04
1.283373639864958307e+02,2.375479459536657305e+04
1.326152761193790184e+02,2.456593392301323547e+04
1.368931882522622061e+02,2.514531915704656785e+04
1.411711003851453938e+02,2.607233553149989530e+04
1.454490125180285816e+02,2.653584371872656266e+04
1.497269246509117977e+02,2.711522895275989140e+04
1.540048367837949854e+02,2.746286009317989010e+04
1.582827489166781731e+02,2.792636828040655746e+04
1.625606610495613609e+02,2.838987646763322118e+04
1.668385731824445770e+02,2.862163056124655486e+04
1.711164853153277647e+02,2.885338465485988490e+04
1.753943974482109525e+02,2.896926170166655356e+04
1.796723095810941402e+02,2.920101579527988360e+04
1.839502217139773279e+02,2.920101579527988360e+04
1.882281338468605441e+02,2.920101579527988360e+04
1.925060459797437318e+02,2.931689284208655226e+04
1.967839581126269195e+02,2.931689284208655226e+04
2.010618702455101072e+02,2.931689284208655226e+04
2.053397823783932949e+02,2.931689284208655226e+04
2.096176945112764827e+02,2.931689284208655226e+04
