# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.622932603783351801e+00,0.000000000000000000e+00
9.245865207566703603e+00,0.000000000000000000e+00
1.386879781135005629e+01,6.486798001591718048e+02
1.849173041513340721e+01,1.061476036624099379e+03
2.311466301891675812e+01,1.651184945859710069e+03
2.773759562270011259e+01,2.358835636942443216e+03
3.236052822648345995e+01,3.066486328025176135e+03
3.698346083026681441e+01,3.833107910031470055e+03
4.160639343405016888e+01,5.425321964967619351e+03
4.622932603783351624e+01,6.368856219744596274e+03
5.085225864161687070e+01,7.253419583598012650e+03
5.547519124540022517e+01,8.727691856687039035e+03
6.009812384918357253e+01,9.907109675158260870e+03
6.472105645296691989e+01,1.090961482085879834e+04
6.934398905675027436e+01,1.214800353025358163e+04
7.396692166053362882e+01,1.391713025796041438e+04
7.858985426431698329e+01,1.598111144028505078e+04
8.321278686810033776e+01,1.733744193152695516e+04
8.783571947188367801e+01,1.916553955015735119e+04
9.245865207566703248e+01,2.058084093232281521e+04
9.708158467945038694e+01,2.246790944187677087e+04
1.017045172832337414e+02,2.352938547850086979e+04
1.063274498870170959e+02,2.476777418789565127e+04
1.109503824908004503e+02,2.535748309713126218e+04
1.155733150945837906e+02,2.647793002467892438e+04
1.201962476983671451e+02,2.700866804299097203e+04
1.248191803021504995e+02,2.789323140684438840e+04
1.294421129059338398e+02,2.860088209792712223e+04
1.340650455097172085e+02,2.954441635270409824e+04
1.386879781135005487e+02,3.019309615286327244e+04
1.433109107172839174e+02,3.113663040764024845e+04
1.479338433210672576e+02,3.184428109872298228e+04
1.525567759248505979e+02,3.213913555334078774e+04
1.571797085286339666e+02,3.261090268072927574e+04
1.618026411324173068e+02,3.278781535349995829e+04
1.664255737362006755e+02,3.314164069904132339e+04
1.710485063399840158e+02,3.373134960827693430e+04
1.756714389437673560e+02,3.408517495381829940e+04
1.802943715475507247e+02,3.426208762658898195e+04
1.849173041513340650e+02,3.443900029935967177e+04
1.895402367551174336e+02,3.455694208120679104e+04
1.941631693589007739e+02,3.479282564490103687e+04
1.987861019626841141e+02,3.496973831767171941e+04
2.034090345664674828e+02,3.502870920859528269e+04
2.080319671702508231e+02,3.508768009951883869e+04
2.126548997740341918e+02,3.508768009951883869e+04
2.172778323778175320e+02,3.508768009951883869e+04
2.219007649816009007e+02,3.508768009951883869e+04
2.265236975853842409e+02,3.508768009951883869e+04
