# dists
0.000000000000000000e+00,0.000000000000000000e+00
9.870855254417090663e+00,1.769998364017403389e+02
1.974171050883418133e+01,1.365427309384854198e+03
2.961256576325127199e+01,2.857283073342379794e+03
3.948342101766836265e+01,4.753709891932455321e+03
4.935427627208545687e+01,7.838564183505643996e+03
5.922513152650254398e+01,1.120156107513871029e+04
6.909598678091963109e+01,1.557598560335315051e+04
7.896684203533672530e+01,1.919183940413156233e+04
8.883769728975381952e+01,2.298469304131171157e+04
9.870855254417091373e+01,2.692926082397906794e+04
1.085794077985879937e+02,3.115197120670630102e+04
1.184502630530050880e+02,3.537468158943353774e+04
1.283211183074221822e+02,3.939510644484449585e+04
1.381919735618392622e+02,4.296038886379383621e+04
1.480628288162563706e+02,4.650038559182864265e+04
1.579336840706734506e+02,4.998981093803438125e+04
1.678045393250905306e+02,5.304937953869303601e+04
1.776753945795076390e+02,5.686751886678772280e+04
1.875462498339247190e+02,5.982594470378823462e+04
1.974171050883418275e+02,6.240508517707073770e+04
2.072879603427589075e+02,6.528765394132765505e+04
2.171588155971759875e+02,6.811965132375550456e+04
2.270296708515930959e+02,7.034479212423451827e+04
2.369005261060101759e+02,7.282278983385888569e+04
2.467713813604272559e+02,7.517435908891058352e+04
2.566422366148443643e+02,7.734892850756052940e+04
2.665130918692614728e+02,7.904306979883433087e+04
2.763839471236785243e+02,8.119235352656975738e+04
2.862548023780956328e+02,8.278535205418540863e+04
2.961256576325127412e+02,8.447949334545921010e+04
3.059965128869297928e+02,8.612306325490394374e+04
3.158673681413469012e+02,8.774134747343414347e+04
3.257382233957640096e+02,8.923320323739167361e+04
3.356090786501810612e+02,9.082620176500733942e+04
3.454799339045981696e+02,9.236862891079392284e+04
3.553507891590152781e+02,9.353177069286251208e+04
3.652216444134323297e+02,9.482134092950375634e+04
3.750924996678494381e+02,9.595919702065779711e+04
3.849633549222665465e+02,9.684419620266649872e+04
3.948342101766836549e+02,9.757748123918799683e+04
4.047050654311007065e+02,9.813376643930775754e+04
4.145759206855178149e+02,9.848776611211123236e+04
4.244467759399349234e+02,9.889233716674378957e+04
4.343176311943519750e+02,9.896819423948739131e+04
4.441884864487690834e+02,9.901876562131645915e+04
4.540593417031861918e+02,9.901876562131645915e+04
4.639301969576032434e+02,9.901876562131645915e+04
4.738010522120203518e+02,9.901876562131645915e+04
4.836719074664374034e+02,9.901876562131645915e+04
