# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
1.489932415649887654e+00,1.965910336528638425e+02
2.979864831299775307e+00,2.948865504792957495e+02
4.469797246949663183e+00,2.948865504792957495e+02
5.959729662599550615e+00,2.948865504792957495e+02
7.449662078249438046e+00,3.931820673057276849e+02
8.939594493899326366e+00,5.897731009585914990e+02
1.042952690954921380e+01,5.897731009585914990e+02
1.191945932519910123e+01,7.863641346114553698e+02
1.340939174084898866e+01,8.846596514378873053e+02
1.489932415649887609e+01,1.179546201917182998e+03
1.638925657214876352e+01,1.277841718743615047e+03
1.787918898779865273e+01,1.376137235570046869e+03
1.936912140344853839e+01,1.572728269222910740e+03
2.085905381909842760e+01,1.671023786049342789e+03
2.234898623474831325e+01,1.965910336528638481e+03
2.383891865039820246e+01,2.162501370181502352e+03
2.532885106604809167e+01,2.260796887007934401e+03
2.681878348169797732e+01,2.653978954313662143e+03
2.830871589734786653e+01,3.636934122577981270e+03
2.979864831299775219e+01,3.833525156230844914e+03
3.128858072864764139e+01,4.325002740363004705e+03
3.277851314429752705e+01,4.619889290842300397e+03
3.426844555994741626e+01,4.718184807668731992e+03
3.575837797559730546e+01,5.111366874974460188e+03
3.724831039124719467e+01,5.111366874974460188e+03
3.873824280689707678e+01,5.307957908627324286e+03
4.022817522254696598e+01,5.406253425453755881e+03
4.171810763819685519e+01,5.406253425453755881e+03
4.320804005384674440e+01,5.701139975933051574e+03
4.469797246949662650e+01,5.897731009585915672e+03
4.618790488514651571e+01,5.996026526412347266e+03
4.767783730079640492e+01,6.290913076891642959e+03
4.916776971644629413e+01,6.389208593718075463e+03
5.065770213209618333e+01,6.487504110544507057e+03
5.214763454774606544e+01,6.585799627370938651e+03
5.363756696339595464e+01,6.585799627370938651e+03
5.512749937904584385e+01,6.880686177850234344e+03
5.661743179469573306e+01,6.880686177850234344e+03
5.810736421034561516e+01,6.880686177850234344e+03
5.959729662599550437e+01,6.978981694676666848e+03
6.108722904164539358e+01,7.175572728329530946e+03
6.257716145729528279e+01,7.372163761982394135e+03
6.406709387294516489e+01,7.470459278808826639e+03
6.555702628859505410e+01,7.470459278808826639e+03
6.704695870424494331e+01,7.667050312461689828e+03
6.853689111989483251e+01,7.667050312461689828e+03
7.002682353554472172e+01,7.667050312461689828e+03
7.151675595119461093e+01,7.667050312461689828e+03
7.300668836684450014e+01,7.667050312461689828e+03
