# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
2.309419060245615718e+00,1.358824605746549423e+02
4.618838120491231436e+00,2.038236908619824135e+02
6.928257180736847154e+00,2.038236908619824135e+02
9.237676240982462872e+00,2.038236908619824135e+02
1.154709530122807948e+01,4.076473817239648270e+02
1.385651436147369431e+01,6.114710725859472404e+02
1.616593342171930914e+01,1.087059684597239539e+03
1.847535248196492574e+01,1.290883375459221952e+03
2.078477154221054235e+01,1.630589526895859308e+03
2.309419060245615896e+01,2.377943060056461491e+03
2.540360966270177201e+01,2.445884290343788962e+03
2.771302872294738862e+01,2.853531672067753789e+03
3.002244778319300522e+01,2.989414132642408731e+03
3.233186684343861828e+01,3.261179053791718616e+03
3.464128590368423488e+01,3.600885205228355971e+03
3.695070496392985149e+01,4.348238738388958154e+03
3.926012402417546809e+01,4.620003659538268039e+03
4.156954308442108470e+01,4.891768580687577924e+03
4.387896214466670131e+01,5.027651041262232866e+03
4.618838120491231791e+01,5.707063344135507577e+03
4.849780026515792741e+01,6.114710725859472404e+03
5.080721932540354402e+01,6.454416877296109305e+03
5.311663838564916063e+01,6.794123028732747116e+03
5.542605744589477723e+01,7.473535331606021828e+03
5.773547650614039384e+01,7.881182713329986655e+03
6.004489556638601044e+01,8.220888864766624465e+03
6.235431462663162705e+01,8.492653785915934350e+03
6.466373368687723655e+01,8.832359937352570341e+03
6.697315274712285316e+01,9.307948549363864004e+03
6.928257180736846976e+01,9.647654700800499995e+03
7.159199086761408637e+01,9.919419621949809880e+03
7.390140992785970298e+01,1.019118454309911976e+04
7.621082898810531958e+01,1.066677315511041343e+04
7.852024804835093619e+01,1.087059684597239539e+04
8.082966710859655279e+01,1.148206791855834308e+04
8.313908616884216940e+01,1.155000914884566919e+04
8.544850522908778601e+01,1.188971530028230700e+04
8.775792428933340261e+01,1.222942145171894481e+04
9.006734334957901922e+01,1.256912760315558262e+04
9.237676240982463582e+01,1.256912760315558262e+04
9.468618147007023822e+01,1.256912760315558262e+04
9.699560053031585483e+01,1.256912760315558262e+04
9.930501959056147143e+01,1.284089252430489250e+04
1.016144386508070880e+02,1.284089252430489250e+04
1.039238577110527046e+02,1.290883375459221861e+04
1.062332767712983213e+02,1.290883375459221861e+04
1.085426958315439379e+02,1.290883375459221861e+04
1.108521148917895545e+02,1.290883375459221861e+04
1.131615339520351711e+02,1.290883375459221861e+04
