# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
2.602533893386676844e+00,0.000000000000000000e+00
5.205067786773353689e+00,0.000000000000000000e+00
7.807601680160030533e+00,1.449236296621495796e+02
1.041013557354670738e+01,1.449236296621495796e+02
1.301266946693338511e+01,1.449236296621495796e+02
1.561520336032006107e+01,4.347708889864487105e+02
1.821773725370673702e+01,5.796945186485983186e+02
2.082027114709341475e+01,8.695417779728974210e+02
2.342280504048009249e+01,1.159389037297196637e+03
2.602533893386677022e+01,1.304312666959346188e+03
2.862787282725344440e+01,1.884007185607944393e+03
3.123040672064012213e+01,2.608625333918692377e+03
3.383294061402679631e+01,3.043396222905141258e+03
3.643547450741347404e+01,3.623090741553739463e+03
3.903800840080015178e+01,4.202785260202337668e+03
4.164054229418682951e+01,4.927403408513085196e+03
4.424307618757350724e+01,5.072327038175235430e+03
4.684561008096018497e+01,5.507097927161683401e+03
4.944814397434686271e+01,5.941868816148132282e+03
5.205067786773354044e+01,6.811410594121030044e+03
5.465321176112021107e+01,7.101257853445328692e+03
5.725574565450688880e+01,7.970799631418226454e+03
5.985827954789356653e+01,8.840341409391123307e+03
6.246081344128024426e+01,9.130188668715423773e+03
6.506334733466691489e+01,9.709883187364021069e+03
6.766588122805359262e+01,1.057942496533691883e+04
7.026841512144027035e+01,1.101419585432336680e+04
7.287094901482694809e+01,1.130404311364766727e+04
7.547348290821362582e+01,1.173881400263411524e+04
7.807601680160030355e+01,1.188373763229626456e+04
8.067855069498698128e+01,1.246343215094486368e+04
8.328108458837365902e+01,1.318805029925561212e+04
8.588361848176033675e+01,1.333297392891776144e+04
8.848615237514701448e+01,1.362282118824206009e+04
9.108868626853369221e+01,1.405759207722850806e+04
9.369122016192036995e+01,1.434743933655280853e+04
9.629375405530704768e+01,1.521698111452570447e+04
9.889628794869372541e+01,1.550682837385000494e+04
1.014988218420804031e+02,1.579667563317430358e+04
1.041013557354670809e+02,1.608652289249860223e+04
1.067038896288537444e+02,1.652129378148505202e+04
1.093064235222404221e+02,1.666621741114720135e+04
1.119089574156270999e+02,1.695606467047149999e+04
1.145114913090137776e+02,1.710098830013364932e+04
1.171140252024004553e+02,1.739083555945794797e+04
1.197165590957871331e+02,1.739083555945794797e+04
1.223190929891738108e+02,1.739083555945794797e+04
1.249216268825604885e+02,1.739083555945794797e+04
1.275241607759471663e+02,1.739083555945794797e+04
