# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
2.630921790977756469e+00,0.000000000000000000e+00
5.261843581955512938e+00,1.313764464667991660e+02
7.892765372933268964e+00,1.313764464667991660e+02
1.052368716391102588e+01,1.313764464667991660e+02
1.315460895488878279e+01,2.627528929335983321e+02
1.578553074586653793e+01,3.941293394003975550e+02
1.841645253684429662e+01,9.196351252675942760e+02
2.104737432782205175e+01,1.445140911134790940e+03
2.367829611879980689e+01,1.576517357601590220e+03
2.630921790977756558e+01,2.233399589935585936e+03
2.894013970075532072e+01,3.153034715203180440e+03
3.157106149173307585e+01,3.941293394003975209e+03
3.420198328271083454e+01,4.729552072804770432e+03
3.683290507368859323e+01,5.123681412205168272e+03
3.946382686466634482e+01,5.780563644539163761e+03
4.209474865564410351e+01,6.174692983939561600e+03
4.472567044662186220e+01,7.225704555673954928e+03
4.735659223759961378e+01,7.882586788007950418e+03
4.998751402857737247e+01,7.882586788007950418e+03
5.261843581955513116e+01,8.276716127408348257e+03
5.524935761053288275e+01,8.802221913275545376e+03
5.788027940151064143e+01,9.327727699142740676e+03
6.051120119248840012e+01,9.853233485009937795e+03
6.314212298346615171e+01,1.011598637794353635e+04
6.577304477444391750e+01,1.103562150321113040e+04
6.840396656542166909e+01,1.129837439614472896e+04
7.103488835639942067e+01,1.234938596787912320e+04
7.366581014737718647e+01,1.300626820021311869e+04
7.629673193835493805e+01,1.340039753961351562e+04
7.892765372933268964e+01,1.379452687901391437e+04
8.155857552031045543e+01,1.471416200428150842e+04
8.418949731128820702e+01,1.550242068308230228e+04
8.682041910226595860e+01,1.629067936188309795e+04
8.945134089324372439e+01,1.707893804068389363e+04
9.208226268422147598e+01,1.786719671948468749e+04
9.471318447519922756e+01,1.865545539828548135e+04
9.734410626617699336e+01,1.891820829121908173e+04
9.997502805715474494e+01,1.931233763061948048e+04
1.026059498481324965e+02,2.010059630942027434e+04
1.052368716391102623e+02,2.049472564882067309e+04
1.078677934300880139e+02,2.141436077408826532e+04
1.104987152210657655e+02,2.233399589935586118e+04
1.131296370120435313e+02,2.246537234582265955e+04
1.157605588030212829e+02,2.312225457815665504e+04
1.183914805939990345e+02,2.338500747109025178e+04
1.210224023849768002e+02,2.364776036402385216e+04
1.236533241759545518e+02,2.417326614989104928e+04
1.262842459669323034e+02,2.430464259635784765e+04
1.289151677579100692e+02,2.509290127515864151e+04
