# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
5.037435021307990368e+00,1.313764464667991660e+02
1.007487004261598074e+01,2.627528929335983321e+02
1.511230506392397110e+01,1.051011571734393328e+03
2.014974008523196147e+01,1.576517357601590220e+03
2.518717510653995362e+01,2.364776036402385216e+03
3.022461012784794221e+01,3.547164054603577824e+03
3.526204514915593080e+01,4.335422733404372593e+03
4.029948017046392295e+01,5.386434305138765922e+03
4.533691519177191509e+01,6.437445876873159250e+03
5.037435021307990723e+01,7.225704555673954928e+03
5.541178523438789227e+01,8.276716127408348257e+03
6.044922025569588442e+01,8.933598359742343746e+03
6.548665527700387656e+01,1.037873927087713491e+04
7.052409029831186160e+01,1.182388018201192608e+04
7.556152531961986085e+01,1.300626820021311869e+04
8.059896034092784589e+01,1.392590332548071274e+04
8.563639536223583093e+01,1.550242068308230228e+04
9.067383038354383018e+01,1.655343225481669651e+04
9.571126540485181522e+01,1.747306738008428874e+04
1.007487004261598145e+02,1.826132605888508624e+04
1.057861354474677995e+02,1.944371407708627885e+04
1.108235704687757845e+02,2.062610209528747146e+04
1.158610054900837838e+02,2.207124300642226081e+04
1.208984405113917688e+02,2.325363102462345341e+04
1.259358755326997539e+02,2.456739548929144439e+04
1.309733105540077531e+02,2.574978350749263700e+04
1.360107455753157524e+02,2.601253640042623738e+04
1.410481805966237232e+02,2.680079507922703124e+04
1.460856156179317225e+02,2.719492441862742999e+04
1.511230506392397217e+02,2.758905375802782874e+04
1.561604856605476925e+02,2.798318309742822385e+04
1.611979206818556918e+02,2.811455954389502222e+04
1.662353557031636910e+02,2.864006532976221933e+04
1.712727907244716619e+02,2.903419466916261808e+04
1.763102257457796611e+02,2.955970045502981520e+04
1.813476607670876604e+02,2.995382979443021395e+04
1.863850957883956312e+02,3.034795913383060906e+04
1.914225308097036304e+02,3.061071202676420944e+04
1.964599658310116297e+02,3.087346491969780618e+04
2.014974008523196289e+02,3.126759425909820493e+04
2.065348358736275998e+02,3.205585293789899879e+04
2.115722708949355990e+02,3.244998227729939754e+04
2.166097059162435983e+02,3.271273517023299428e+04
2.216471409375515691e+02,3.310686450963339303e+04
2.266845759588595683e+02,3.323824095610019140e+04
2.317220109801675676e+02,3.323824095610019140e+04
2.367594460014755384e+02,3.323824095610019140e+04
2.417968810227835377e+02,3.323824095610019140e+04
2.468343160440915085e+02,3.323824095610019140e+04
