# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
2.272066791569965272e+00,0.000000000000000000e+00
4.544133583139930543e+00,0.000000000000000000e+00
6.816200374709895371e+00,0.000000000000000000e+00
9.088267166279861087e+00,0.000000000000000000e+00
1.136033395784982680e+01,0.000000000000000000e+00
1.363240074941979074e+01,0.000000000000000000e+00
1.590446754098975646e+01,3.985125751877959033e+02
1.817653433255972217e+01,3.985125751877959033e+02
2.044860112412968789e+01,1.594050300751183613e+03
2.272066791569965361e+01,1.594050300751183613e+03
2.499273470726961932e+01,1.594050300751183613e+03
2.726480149883958148e+01,1.992562875938979687e+03
2.953686829040954720e+01,1.992562875938979687e+03
3.180893508197951292e+01,2.391075451126775533e+03
3.408100187354948218e+01,2.789588026314571380e+03
3.635306866511944435e+01,3.188100601502367226e+03
3.862513545668940651e+01,3.188100601502367226e+03
4.089720224825937578e+01,3.188100601502367226e+03
4.316926903982933794e+01,3.586613176690163073e+03
4.544133583139930721e+01,4.383638327065755220e+03
4.771340262296926937e+01,4.383638327065755220e+03
4.998546941453923864e+01,5.180663477441346913e+03
5.225753620610920080e+01,5.579176052629142760e+03
5.452960299767916297e+01,5.977688627816938606e+03
5.680166978924913224e+01,5.977688627816938606e+03
5.907373658081909440e+01,7.173226353380326145e+03
6.134580337238906367e+01,7.970251503755918748e+03
6.361787016395902583e+01,9.165789229319305377e+03
6.588993695552899510e+01,9.564301804507102133e+03
6.816200374709896437e+01,9.962814379694898889e+03
7.043407053866891943e+01,9.962814379694898889e+03
7.270613733023888869e+01,1.075983953007049058e+04
7.497820412180885796e+01,1.075983953007049058e+04
7.725027091337881302e+01,1.075983953007049058e+04
7.952233770494878229e+01,1.115835210525828552e+04
8.179440449651875156e+01,1.195537725563387721e+04
8.406647128808872083e+01,1.275240240600946890e+04
8.633853807965867588e+01,1.275240240600946890e+04
8.861060487122864515e+01,1.315091498119726566e+04
9.088267166279861442e+01,1.315091498119726566e+04
9.315473845436856948e+01,1.315091498119726566e+04
9.542680524593853875e+01,1.354942755638506060e+04
9.769887203750850801e+01,1.354942755638506060e+04
9.997093882907847728e+01,1.394794013157285735e+04
1.022430056206484323e+02,1.434645270676065229e+04
1.045150724122184016e+02,1.434645270676065229e+04
1.067871392037883709e+02,1.434645270676065229e+04
1.090592059953583259e+02,1.434645270676065229e+04
1.113312727869282952e+02,1.434645270676065229e+04
