# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.495580612581677293e+00,0.000000000000000000e+00
8.991161225163354587e+00,0.000000000000000000e+00
1.348674183774503277e+01,0.000000000000000000e+00
1.798232245032670917e+01,4.630269803184699526e+02
2.247790306290838558e+01,1.234738614182586389e+03
2.697348367549006554e+01,1.852107921273879811e+03
3.146906428807174194e+01,2.932504208683642901e+03
3.596464490065341835e+01,3.704215842547759621e+03
4.046022551323509475e+01,4.938954456730345555e+03
4.495580612581677116e+01,5.865008417367285801e+03
4.945138673839844756e+01,6.791062378004225138e+03
5.394696735098013107e+01,7.717116338641165385e+03
5.844254796356180748e+01,8.797512626050927793e+03
6.293812857614348388e+01,9.877908913460691110e+03
6.743370918872516029e+01,1.157567450796174853e+04
7.192928980130683669e+01,1.281041312214433492e+04
7.642487041388851310e+01,1.419949406309974438e+04
8.092045102647018950e+01,1.497120569696386156e+04
8.541603163905186591e+01,1.558857500405515384e+04
8.991161225163354231e+01,1.605160198437362487e+04
9.440719286421521872e+01,1.666897129146491716e+04
9.890277347679689512e+01,1.713199827178338819e+04
1.033983540893785715e+02,1.790370990564750537e+04
1.078939347019602621e+02,1.852107921273879765e+04
1.123895153145419386e+02,1.898410619305726868e+04
1.168850959271236150e+02,1.913844851983008994e+04
1.213806765397052914e+02,2.021884480723985325e+04
1.258762571522869678e+02,2.099055644110397043e+04
1.303718377648686442e+02,2.176226807496808760e+04
1.348674183774503206e+02,2.222529505528655500e+04
1.393629989900319970e+02,2.315134901592349706e+04
1.438585796026136734e+02,2.361437599624196446e+04
1.483541602151953498e+02,2.392306064978761424e+04
1.528497408277770262e+02,2.469477228365172778e+04
1.573453214403587026e+02,2.562082624428866984e+04
1.618409020529403790e+02,2.623819555137996213e+04
1.663364826655220554e+02,2.700990718524407930e+04
1.708320632781037318e+02,2.747293416556255033e+04
1.753276438906854082e+02,2.762727649233537159e+04
1.798232245032670846e+02,2.824464579942666387e+04
1.843188051158487610e+02,2.870767277974513490e+04
1.888143857284304374e+02,2.901635743329078105e+04
1.933099663410121138e+02,2.901635743329078105e+04
1.978055469535937902e+02,2.917069976006360594e+04
2.023011275661754667e+02,2.932504208683642719e+04
2.067967081787571431e+02,2.932504208683642719e+04
2.112922887913388195e+02,2.932504208683642719e+04
2.157878694039205243e+02,2.932504208683642719e+04
2.202834500165021723e+02,2.932504208683642719e+04
