# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
2.471201985216108010e+00,0.000000000000000000e+00
4.942403970432216020e+00,0.000000000000000000e+00
7.413605955648323587e+00,1.543423267728232986e+02
9.884807940864432041e+00,1.543423267728232986e+02
1.235600992608054050e+01,1.543423267728232986e+02
1.482721191129664717e+01,4.630269803184699526e+02
1.729841389651275563e+01,1.234738614182586389e+03
1.976961588172886408e+01,1.389080940955409687e+03
2.224081786694497254e+01,2.006450248046703109e+03
2.471201985216108099e+01,2.469477228365172778e+03
2.718322183737718944e+01,2.932504208683642901e+03
2.965442382259329435e+01,3.241188862229289498e+03
3.212562580780940635e+01,4.012900496093406218e+03
3.459682779302551126e+01,4.630269803184699413e+03
3.706802977824162326e+01,5.401981437048815678e+03
3.953923176345772816e+01,5.865008417367285801e+03
4.201043374867383307e+01,6.173693070912931944e+03
4.448163573388994507e+01,6.482377724458578996e+03
4.695283771910604997e+01,7.562774011868342313e+03
4.942403970432216198e+01,7.871458665413988456e+03
5.189524168953826688e+01,8.334485645732458579e+03
5.436644367475437889e+01,9.106197279596575754e+03
5.683764565997048379e+01,9.723566586687868039e+03
5.930884764518658869e+01,1.049527822055198521e+04
6.178004963040270070e+01,1.126698985441610239e+04
6.425125161561881271e+01,1.157567450796174853e+04
6.672245360083491050e+01,1.250172846859868878e+04
6.919365558605102251e+01,1.296475544891715799e+04
7.166485757126713452e+01,1.327344010246280413e+04
7.413605955648324652e+01,1.435383638987256745e+04
7.660726154169934432e+01,1.466252104341821359e+04
7.907846352691545633e+01,1.512554802373668463e+04
8.154966551213156833e+01,1.512554802373668463e+04
8.402086749734766613e+01,1.543423267728233077e+04
8.649206948256377814e+01,1.558857500405515384e+04
8.896327146777989014e+01,1.605160198437362487e+04
9.143447345299600215e+01,1.620594431114644794e+04
9.390567543821209995e+01,1.697765594501056330e+04
9.637687742342821196e+01,1.713199827178338819e+04
9.884807940864432396e+01,1.744068292532903433e+04
1.013192813938604218e+02,1.805805223242032662e+04
1.037904833790765338e+02,1.805805223242032662e+04
1.062616853642926458e+02,1.836673688596597276e+04
1.087328873495087578e+02,1.867542153951161890e+04
1.112040893347248556e+02,1.882976386628444379e+04
1.136752913199409676e+02,1.913844851983008994e+04
1.161464933051570796e+02,1.960147550014856097e+04
1.186176952903731774e+02,1.991016015369420711e+04
1.210888972755892894e+02,2.006450248046702836e+04
