# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
2.360120260555914395e+00,0.000000000000000000e+00
4.720240521111828791e+00,3.001644656947207750e+02
7.080360781667742742e+00,6.003289313894415500e+02
9.440481042223657582e+00,9.004933970841624387e+02
1.180060130277957242e+01,9.004933970841624387e+02
1.416072156333548548e+01,1.200657862778883100e+03
1.652084182389140210e+01,1.500822328473603875e+03
1.888096208444731516e+01,1.800986794168324877e+03
2.124108234500322823e+01,2.401315725557766200e+03
2.360120260555914484e+01,3.001644656947207750e+03
2.596132286611505791e+01,3.001644656947207750e+03
2.832144312667097097e+01,3.902138054031370302e+03
3.068156338722688758e+01,4.502466985420812307e+03
3.304168364778280420e+01,5.402960382504974405e+03
3.540180390833871371e+01,5.402960382504974405e+03
3.776192416889463033e+01,5.703124848199695407e+03
4.012204442945054694e+01,6.003289313894415500e+03
4.248216469000645645e+01,6.603618245283857505e+03
4.484228495056237307e+01,7.504111642368019602e+03
4.720240521111828969e+01,7.804276108062740605e+03
4.956252547167419920e+01,8.704769505146903612e+03
5.192264573223011581e+01,9.004933970841624614e+03
5.428276599278603243e+01,9.605262902231064800e+03
5.664288625334194194e+01,9.905427367925785802e+03
5.900300651389785855e+01,1.110608523070466981e+04
6.136312677445377517e+01,1.260690755917827300e+04
6.372324703500969179e+01,1.350740095626243601e+04
6.608336729556560840e+01,1.380756542195715701e+04
6.844348755612151081e+01,1.410772988765187802e+04
7.080360781667742742e+01,1.410772988765187802e+04
7.316372807723334404e+01,1.500822328473603920e+04
7.552384833778926065e+01,1.530838775043076021e+04
7.788396859834517727e+01,1.530838775043076021e+04
8.024408885890109389e+01,1.530838775043076021e+04
8.260420911945701050e+01,1.560855221612548121e+04
8.496432938001291291e+01,1.560855221612548121e+04
8.732444964056882952e+01,1.560855221612548121e+04
8.968456990112474614e+01,1.560855221612548121e+04
9.204469016168066275e+01,1.560855221612548121e+04
9.440481042223657937e+01,1.590871668182020221e+04
9.676493068279249599e+01,1.590871668182020221e+04
9.912505094334839839e+01,1.590871668182020221e+04
1.014851712039043150e+02,1.590871668182020221e+04
1.038452914644602316e+02,1.620888114751492321e+04
1.062054117250161482e+02,1.650904561320964422e+04
1.085655319855720649e+02,1.650904561320964422e+04
1.109256522461279815e+02,1.650904561320964422e+04
1.132857725066838839e+02,1.650904561320964422e+04
1.156458927672398147e+02,1.650904561320964422e+04
