# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
2.599330601974605415e+00,0.000000000000000000e+00
5.198661203949210829e+00,0.000000000000000000e+00
7.797991805923816244e+00,0.000000000000000000e+00
1.039732240789842166e+01,0.000000000000000000e+00
1.299665300987302707e+01,0.000000000000000000e+00
1.559598361184763249e+01,3.415242843715022900e+02
1.819531421382223613e+01,5.122864265572534350e+02
2.079464481579684332e+01,5.122864265572534350e+02
2.339397541777145051e+01,6.830485687430045800e+02
2.599330601974605415e+01,1.024572853114506870e+03
2.859263662172065779e+01,1.878383564043262595e+03
3.119196722369526498e+01,2.561432132786267175e+03
3.379129782566987217e+01,3.244480701529271755e+03
3.639062842764447225e+01,4.098291412458027480e+03
3.898995902961907944e+01,4.781339981201032060e+03
4.158928963159368664e+01,5.122864265572534350e+03
4.418862023356829383e+01,6.147437118687041220e+03
4.678795083554290102e+01,6.659723545244294655e+03
4.938728143751750110e+01,7.342772113987299235e+03
5.198661203949210829e+01,7.855058540544552670e+03
5.458594264146671549e+01,8.708869251473308395e+03
5.718527324344131557e+01,1.007496638895931756e+04
5.978460384541592276e+01,1.041649067333081985e+04
6.238393444739052995e+01,1.178258781081682901e+04
6.498326504936513004e+01,1.229487423737408244e+04
6.758259565133974434e+01,1.349020923267434046e+04
7.018192625331434442e+01,1.468554422797459847e+04
7.278125685528894451e+01,1.553935493890335420e+04
7.538058745726355880e+01,1.656392779201786107e+04
7.797991805923815889e+01,1.741773850294661679e+04
8.057924866121277319e+01,1.827154921387537252e+04
8.317857926318737327e+01,1.895459778261837710e+04
8.577790986516197336e+01,2.014993277791863511e+04
8.837724046713658765e+01,2.066221920447588855e+04
9.097657106911118774e+01,2.168679205759039542e+04
9.357590167108580204e+01,2.219907848414764885e+04
9.617523227306040212e+01,2.305288919507640458e+04
9.877456287503500221e+01,2.356517562163365801e+04
1.013738934770096165e+02,2.458974847474816488e+04
1.039732240789842166e+02,2.493127275911966717e+04
1.065725546809588167e+02,2.510203490130541832e+04
1.091718852829334310e+02,2.544355918567692061e+04
1.117712158849080311e+02,2.595584561223417404e+04
1.143705464868826311e+02,2.629736989660567633e+04
1.169698770888572454e+02,2.629736989660567633e+04
1.195692076908318455e+02,2.663889418097717862e+04
1.221685382928064598e+02,2.680965632316292977e+04
1.247678688947810599e+02,2.732194274972018320e+04
1.273671994967556742e+02,2.783422917627743664e+04
