# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
5.859064188985299459e+00,0.000000000000000000e+00
1.171812837797059892e+01,2.388936869170978525e+02
1.757719256695589749e+01,8.759435186960254214e+02
2.343625675594119784e+01,1.858062009355205419e+03
2.929532094492649819e+01,2.760549271042019427e+03
3.515438513391179498e+01,3.875386476655142815e+03
4.101344932289709533e+01,4.963679939277477388e+03
4.687251351188239568e+01,6.423585803770853090e+03
5.273157770086769602e+01,7.803860439291863258e+03
5.859064188985299637e+01,9.290310046776026866e+03
6.444970607883828961e+01,1.109528457014965534e+04
7.030877026782358996e+01,1.311260903744959251e+04
7.616783445680889031e+01,1.523610847671268493e+04
8.202689864579419066e+01,1.751887037392050843e+04
8.788596283477949100e+01,1.956273858421123441e+04
9.374502702376479135e+01,2.150043182253880514e+04
9.960409121275009170e+01,2.346466880385716649e+04
1.054631554017353920e+02,2.492457466835054220e+04
1.113222195907206924e+02,2.635793678985313090e+04
1.171812837797059927e+02,2.757894896742940546e+04
1.230403479686912931e+02,2.869378617304253203e+04
1.288994121576765792e+02,3.010060455155433010e+04
1.347584763466618938e+02,3.110926678520429778e+04
1.406175405356471799e+02,3.233027896278057597e+04
1.464766047246324945e+02,3.325930996745817538e+04
1.523356689136177806e+02,3.434760343008051132e+04
1.581947331026030952e+02,3.546244063569363789e+04
1.640537972915883813e+02,3.641801538336202793e+04
1.699128614805736959e+02,3.726741515906726272e+04
1.757719256695589820e+02,3.809027119178171415e+04
1.816309898585442966e+02,3.896621471047773957e+04
1.874900540475295827e+02,3.960326454225666384e+04
1.933491182365148688e+02,4.037303308898953401e+04
1.992081824255001834e+02,4.095699543478688429e+04
2.050672466144854695e+02,4.172676398151975445e+04
2.109263108034707841e+02,4.231072632731710473e+04
2.167853749924560702e+02,4.305395113105919154e+04
2.226444391814413848e+02,4.363791347685654182e+04
2.285035033704266709e+02,4.403606962171837222e+04
2.343625675594119855e+02,4.459348822452493187e+04
2.402216317483972716e+02,4.488546939742360701e+04
2.460806959373825862e+02,4.509781934134991752e+04
2.519397601263678723e+02,4.528362554228543740e+04
2.577988243153531585e+02,4.536325677125780203e+04
2.636578885043384730e+02,4.541634425723938330e+04
2.695169526933237876e+02,4.541634425723938330e+04
2.753760168823091021e+02,4.541634425723938330e+04
2.812350810712943598e+02,4.541634425723938330e+04
2.870941452602796744e+02,4.541634425723938330e+04
