# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
3.370673561518291894e+00,2.004128024090279894e+02
6.741347123036583788e+00,4.008256048180559787e+02
1.011202068455487613e+01,4.008256048180559787e+02
1.348269424607316758e+01,4.008256048180559787e+02
1.685336780759146080e+01,6.012384072270839397e+02
2.022404136910975225e+01,1.002064012045139975e+03
2.359471493062804370e+01,1.402889616863195897e+03
2.696538849214633515e+01,2.004128024090279951e+03
3.033606205366462660e+01,3.006192036135420039e+03
3.370673561518292161e+01,3.607430443362503866e+03
3.707740917670120950e+01,3.607430443362503866e+03
4.044808273821950451e+01,5.010320060225700217e+03
4.381875629973779240e+01,5.811971269861811379e+03
4.718942986125608741e+01,6.613622479497923450e+03
5.056010342277437530e+01,8.016512096361119802e+03
5.393077698429267031e+01,8.417337701179176292e+03
5.730145054581096531e+01,9.820227318042370825e+03
6.067212410732925321e+01,1.102270413249653939e+04
6.404279766884754110e+01,1.162394253972362276e+04
6.741347123036584321e+01,1.262600655176876353e+04
7.078414479188413111e+01,1.362807056381390248e+04
7.415481835340241901e+01,1.422930897104098767e+04
7.752549191492070690e+01,1.422930897104098767e+04
8.089616547643900901e+01,1.543178578549515441e+04
8.426683903795729691e+01,1.563219858790418402e+04
8.763751259947558481e+01,1.683467540235835258e+04
9.100818616099388692e+01,1.763632661199446375e+04
9.437885972251217481e+01,1.863839062403960270e+04
9.774953328403046271e+01,1.923962903126668607e+04
1.011202068455487506e+02,1.984086743849376944e+04
1.044908804070670527e+02,2.024169304331182866e+04
1.078615539685853406e+02,2.084293145053891203e+04
1.112322275301036285e+02,2.164458266017502319e+04
1.146029010916219306e+02,2.204540826499307877e+04
1.179735746531402185e+02,2.264664667222016215e+04
1.213442482146585064e+02,2.304747227703821773e+04
1.247149217761767943e+02,2.404953628908336032e+04
1.280855953376950822e+02,2.465077469631044369e+04
1.314562688992133701e+02,2.525201310353752706e+04
1.348269424607316864e+02,2.565283870835558264e+04
1.381976160222499743e+02,2.585325151076461043e+04
1.415682895837682622e+02,2.625407711558266601e+04
1.449389631452865501e+02,2.705572832521877717e+04
1.483096367068048380e+02,2.705572832521877717e+04
1.516803102683231259e+02,2.725614112762780496e+04
1.550509838298414138e+02,2.725614112762780496e+04
1.584216573913597301e+02,2.725614112762780496e+04
1.617923309528780180e+02,2.725614112762780496e+04
1.651630045143963059e+02,2.725614112762780496e+04
