# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.563005084787198129e+00,0.000000000000000000e+00
9.126010169574396258e+00,6.662488896203502975e+01
1.368901525436159439e+01,3.331244448101751345e+02
1.825202033914879252e+01,7.994986675444203001e+02
2.281502542393599242e+01,1.932121779899015792e+03
2.737803050872318877e+01,2.798245336405470880e+03
3.194103559351038513e+01,3.730993781873961325e+03
3.650404067829758503e+01,4.463867560456346837e+03
4.106704576308478494e+01,5.529865783848907085e+03
4.563005084787198484e+01,6.462614229317397076e+03
5.019305593265917764e+01,6.729113785165537593e+03
5.475606101744637755e+01,7.861736897520132516e+03
5.931906610223357745e+01,8.527985787140483808e+03
6.388207118702077025e+01,9.460734232608972889e+03
6.844507627180797726e+01,1.032685778911542911e+04
7.300808135659517006e+01,1.145948090147002404e+04
7.757108644138236286e+01,1.305847823655886532e+04
8.213409152616956987e+01,1.452422579372363543e+04
8.669709661095676267e+01,1.579009868400229971e+04
9.126010169574396969e+01,1.692272179635689463e+04
9.582310678053116249e+01,1.885484357625591292e+04
1.003861118653183553e+02,1.985421691068643850e+04
1.049491169501055623e+02,2.105346491200306627e+04
1.095121220348927551e+02,2.211946313539562834e+04
1.140751271196799479e+02,2.305221158086411742e+04
1.186381322044671549e+02,2.351858580359836196e+04
1.232011372892543477e+02,2.445133424906685468e+04
1.277641423740415405e+02,2.511758313868720506e+04
1.323271474588287333e+02,2.558395736142144960e+04
1.368901525436159545e+02,2.605033158415569415e+04
1.414531576284031473e+02,2.651670580688993869e+04
1.460161627131903401e+02,2.698308002962418323e+04
1.505791677979775329e+02,2.738282936339639491e+04
1.551421728827647257e+02,2.798245336405470880e+04
1.597051779675519469e+02,2.831557780886488399e+04
1.642681830523391397e+02,2.898182669848523437e+04
1.688311881371263325e+02,2.938157603225744606e+04
1.733941932219135253e+02,2.991457514395372709e+04
1.779571983067007181e+02,3.018107469980186579e+04
1.825202033914879394e+02,3.051419914461204098e+04
1.870832084762751322e+02,3.071407381149814682e+04
1.916462135610623250e+02,3.078069870046017968e+04
1.962092186458495178e+02,3.084732358942221617e+04
2.007722237306367106e+02,3.091394847838425267e+04
2.053352288154239034e+02,3.098057336734628552e+04
2.098982339002111246e+02,3.098057336734628552e+04
2.144612389849983174e+02,3.098057336734628552e+04
2.190242440697855102e+02,3.098057336734628552e+04
2.235872491545727030e+02,3.098057336734628552e+04
