# radii,kt_mito
0.000000000000000000e+00,0.000000000000000000e+00
2.175355153700840649e+00,0.000000000000000000e+00
4.350710307401681298e+00,1.485220951294571421e+02
6.526065461102522391e+00,2.970441902589142842e+02
8.701420614803362596e+00,4.455662853883714547e+02
1.087677576850420280e+01,4.455662853883714547e+02
1.305213092220504478e+01,7.426104756472857389e+02
1.522748607590588499e+01,1.336698856165114421e+03
1.740284122960672519e+01,1.485220951294571478e+03
1.957819638330756717e+01,2.079309331812400160e+03
2.175355153700840560e+01,2.227831426941857444e+03
2.392890669070924758e+01,2.376353522071314273e+03
2.610426184441008957e+01,3.118963997718600240e+03
2.827961699811092799e+01,3.564530283106971638e+03
3.045497215181176998e+01,4.010096568495343035e+03
3.263032730551260840e+01,4.455662853883714888e+03
3.480568245921345039e+01,5.198273329530999945e+03
3.698103761291429237e+01,5.495317519789914513e+03
3.915639276661513435e+01,6.980538471084486446e+03
4.133174792031596922e+01,7.723148946731771503e+03
4.350710307401681121e+01,8.168715232120142900e+03
4.568245822771765319e+01,8.614281517508514298e+03
4.785781338141849517e+01,8.911325707767429776e+03
5.003316853511933715e+01,9.653936183414714833e+03
5.220852368882017913e+01,1.009950246880308623e+04
5.438387884252101401e+01,1.054506875419145763e+04
5.655923399622185599e+01,1.173324551522711408e+04
5.873458914992269797e+01,1.217881180061548548e+04
6.090994430362353995e+01,1.277290018113331462e+04
6.308529945732438193e+01,1.292142227626277236e+04
6.526065461102521681e+01,1.336698856165114375e+04
6.743600976472606590e+01,1.410959903729842881e+04
6.961136491842690077e+01,1.410959903729842881e+04
7.178672007212773565e+01,1.455516532268680021e+04
7.396207522582858473e+01,1.485220951294571569e+04
7.613743037952941961e+01,1.500073160807517161e+04
7.831278553323026870e+01,1.514925370320462935e+04
8.048814068693110357e+01,1.559481998859300074e+04
8.266349584063193845e+01,1.618890836911082988e+04
8.483885099433278754e+01,1.648595255936974354e+04
8.701420614803362241e+01,1.648595255936974354e+04
8.918956130173447150e+01,1.678299674962865902e+04
9.136491645543530637e+01,1.737708513014648634e+04
9.354027160913614125e+01,1.767412932040540181e+04
9.571562676283699034e+01,1.797117351066431365e+04
9.789098191653782521e+01,1.841673979605268687e+04
1.000663370702386743e+02,1.886230608144105645e+04
1.022416922239395092e+02,1.886230608144105645e+04
1.044170473776403583e+02,1.901082817657051419e+04
1.065924025313411931e+02,1.915935027169997193e+04
