# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
3.252592525130792556e+00,3.915890515841671515e+01
6.505185050261585111e+00,1.957945257920835616e+02
9.757777575392378111e+00,3.132712412673337212e+02
1.301037010052317022e+01,7.831781031683342462e+02
1.626296262565396233e+01,1.292243870227751586e+03
1.951555515078475622e+01,1.801309637287168925e+03
2.276814767591554656e+01,2.936917886881253708e+03
2.602074020104634045e+01,3.524301464257504449e+03
2.927333272617713433e+01,3.837572705524838057e+03
3.252592525130792467e+01,4.581591903534756057e+03
3.577851777643871856e+01,5.638882342812006755e+03
3.903111030156951244e+01,6.539537161455591558e+03
4.228370282670030633e+01,7.048602928515008898e+03
4.553629535183109311e+01,7.714304316208093041e+03
4.878888787696188700e+01,8.497482419376427060e+03
5.204148040209268089e+01,9.437296143178427883e+03
5.529407292722347478e+01,1.053374548761409642e+04
5.854666545235426867e+01,1.143440030625768122e+04
6.179925797748505545e+01,1.221757840942601433e+04
6.505185050261584934e+01,1.315739213322801697e+04
6.830444302774664322e+01,1.405804695187159996e+04
7.155703555287743711e+01,1.499786067567360260e+04
7.480962807800823100e+01,1.597683330463401944e+04
7.806222060313902489e+01,1.683832921811918641e+04
8.131481312826981878e+01,1.738655389033702158e+04
8.456740565340061266e+01,1.844384432961427228e+04
8.781999817853139234e+01,1.910954571730735552e+04
9.107259070366218623e+01,1.961861148436677468e+04
9.432518322879298012e+01,2.016683615658460985e+04
9.757777575392377400e+01,2.063674301848560935e+04
1.008303682790545679e+02,2.102833207006977682e+04
1.040829608041853618e+02,2.169403345776286005e+04
1.073355533293161557e+02,2.200730469903019548e+04
1.105881458544469496e+02,2.239889375061435931e+04
1.138407383795777434e+02,2.271216499188169473e+04
1.170933309047085373e+02,2.314291294862427821e+04
1.203459234298393312e+02,2.349534309505002966e+04
1.235985159549701109e+02,2.369113762084211339e+04
1.268511084801009048e+02,2.384777324147578111e+04
1.301037010052316987e+02,2.408272667242628086e+04
1.333562935303625068e+02,2.416104448274311289e+04
1.366088860554932864e+02,2.427852119821836459e+04
1.398614785806240661e+02,2.451347462916886434e+04
1.431140711057548742e+02,2.455263353432728036e+04
1.463666636308856539e+02,2.467011024980253205e+04
1.496192561560164620e+02,2.467011024980253205e+04
1.528718486811472417e+02,2.467011024980253205e+04
1.561244412062780498e+02,2.467011024980253205e+04
1.593770337314088295e+02,2.467011024980253205e+04
