# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
1.914796565253914551e+01,1.217988777902444554e+03
3.829593130507829102e+01,5.255142592298187992e+03
5.744389695761744008e+01,1.129034541314063790e+04
7.659186261015658204e+01,1.961098785094610139e+04
9.573982826269572399e+01,2.958754761601219070e+04
1.148877939152348802e+02,4.085052249481794570e+04
1.340357595677740221e+02,5.096393493155846227e+04
1.531837252203131641e+02,5.894244569017784670e+04
1.723316908728523060e+02,6.661988057111347734e+04
1.914796565253914480e+02,7.331197621599319973e+04
2.106276221779305899e+02,8.026409193705435609e+04
2.297755878304697603e+02,8.695618758193407848e+04
2.489235534830089023e+02,9.355248635664168978e+04
2.680715191355480442e+02,9.994350612383766565e+04
2.872194847880871862e+02,1.059513384103452263e+05
3.063674504406263281e+02,1.120686528341923404e+05
3.255154160931654701e+02,1.173785364951602969e+05
3.446633817457046121e+02,1.226747348889608111e+05
3.638113473982437540e+02,1.276835426722450211e+05
3.829593130507828960e+02,1.331029084705525311e+05
4.021072787033220379e+02,1.380980309866692987e+05
4.212552443558611799e+02,1.426962807549302233e+05
4.404032100084003218e+02,1.472671599888562341e+05
4.595511756609395206e+02,1.518927802914520435e+05
4.786991413134786626e+02,1.564910300597129681e+05
4.978471069660178046e+02,1.611440208966436330e+05
5.169950726185569465e+02,1.655096211230580229e+05
5.361430382710960885e+02,1.700257592883142934e+05
5.552910039236352304e+02,1.742134510415518889e+05
5.744389695761743724e+02,1.774705446274033748e+05
5.935869352287135143e+02,1.801939127937245648e+05
6.127349008812526563e+02,1.826025198151945660e+05
6.318828665337917982e+02,1.849016446993250283e+05
6.510308321863309402e+02,1.868312673699345323e+05
6.701787978388700822e+02,1.886924637047068099e+05
6.893267634914092241e+02,1.901841578259581001e+05
7.084747291439483661e+02,1.917442782830466458e+05
7.276226947964875080e+02,1.932633429386328207e+05
7.467706604490266500e+02,1.947824075942190248e+05
7.659186261015657919e+02,1.959182847691168135e+05
7.850665917541049339e+02,1.971773293485215690e+05
8.042145574066440759e+02,1.979300190427309717e+05
8.233625230591832178e+02,1.985458560652658925e+05
8.425104887117223598e+02,1.987921908742798842e+05
8.616584543642615017e+02,1.989153582787868800e+05
8.808064200168006437e+02,1.989153582787868800e+05
8.999543856693397856e+02,1.989153582787868800e+05
9.191023513218790413e+02,1.989153582787868800e+05
9.382503169744180695e+02,1.989153582787868800e+05
