# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
4.581105546917608962e+00,9.537162417149647808e+01
9.162211093835217923e+00,9.537162417149647808e+01
1.374331664075282688e+01,4.768581208574823904e+02
1.832442218767043585e+01,1.144459490057957737e+03
2.290552773458804481e+01,2.098175731772922518e+03
2.748663328150565377e+01,2.765777100973397864e+03
3.206773882842325918e+01,4.005608215202852080e+03
3.664884437534087169e+01,5.245439329432306295e+03
4.122994992225848421e+01,6.580642067833256988e+03
4.581105546917608962e+01,7.152871812862235856e+03
5.039216101609369503e+01,7.725101557891214725e+03
5.497326656301130754e+01,9.060304296292164508e+03
5.955437210992892005e+01,1.001402053800712929e+04
6.413547765684651836e+01,1.087236515555059850e+04
6.871658320376413087e+01,1.220756789395154919e+04
7.329768875068174339e+01,1.401962875320998137e+04
7.787879429759935590e+01,1.487797337075345058e+04
8.245989984451696841e+01,1.630854773332589684e+04
8.704100539143456672e+01,1.669003423001188276e+04
9.162211093835217923e+01,1.735763559921235719e+04
9.620321648526979175e+01,1.802523696841283527e+04
1.007843220321873901e+02,1.869283833761330970e+04
1.053654275791050026e+02,1.955118295515677892e+04
1.099465331260226151e+02,2.079101406938623040e+04
1.145276386729402276e+02,2.174473031110119700e+04
1.191087442198578401e+02,2.241233168030167144e+04
1.236898497667754384e+02,2.346141954618813179e+04
1.282709553136930367e+02,2.412902091538860623e+04
1.328520608606106634e+02,2.508273715710357283e+04
1.374331664075282617e+02,2.584571015047554465e+04
1.420142719544458885e+02,2.651331151967601909e+04
1.465953775013634868e+02,2.708554126470499978e+04
1.511764830482810851e+02,2.784851425807697160e+04
1.557575885951987118e+02,2.794388588224846535e+04
1.603386941421163101e+02,2.851611562727744604e+04
1.649197996890339368e+02,2.889760212396343195e+04
1.695009052359515351e+02,2.918371699647792047e+04
1.740820107828691334e+02,2.975594674150690116e+04
1.786631163297867602e+02,2.985131836567839491e+04
1.832442218767043585e+02,3.023280486236438082e+04
1.878253274236219568e+02,3.061429135905036674e+04
1.924064329705395835e+02,3.080503460739336151e+04
1.969875385174571818e+02,3.090040623156485890e+04
2.015686440643747801e+02,3.090040623156485890e+04
2.061497496112924068e+02,3.099577785573635265e+04
2.107308551582100051e+02,3.099577785573635265e+04
2.153119607051276319e+02,3.099577785573635265e+04
2.198930662520452302e+02,3.099577785573635265e+04
2.244741717989628569e+02,3.099577785573635265e+04
