# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
9.469122193954485622e-01,0.000000000000000000e+00
1.893824438790897124e+00,7.440897657942700789e+02
2.840736658186345576e+00,7.440897657942700789e+02
3.787648877581794249e+00,7.440897657942700789e+02
4.734561096977242478e+00,7.440897657942700789e+02
5.681473316372691151e+00,7.440897657942700789e+02
6.628385535768139825e+00,7.440897657942700789e+02
7.575297755163588498e+00,7.440897657942700789e+02
8.522209974559036283e+00,7.440897657942700789e+02
9.469122193954484956e+00,1.488179531588540158e+03
1.041603441334993363e+01,1.488179531588540158e+03
1.136294663274538230e+01,1.488179531588540158e+03
1.230985885214083098e+01,2.232269297382810237e+03
1.325677107153627965e+01,2.232269297382810237e+03
1.420368329093172832e+01,2.232269297382810237e+03
1.515059551032717700e+01,3.720448828971350849e+03
1.609750772972262567e+01,5.208628360559891007e+03
1.704441994911807257e+01,5.208628360559891007e+03
1.799133216851352302e+01,5.208628360559891007e+03
1.893824438790896991e+01,5.208628360559891007e+03
1.988515660730442036e+01,5.208628360559891007e+03
2.083206882669986726e+01,5.208628360559891007e+03
2.177898104609531771e+01,5.952718126354160631e+03
2.272589326549076461e+01,6.696807892148431165e+03
2.367280548488621505e+01,6.696807892148431165e+03
2.461971770428166195e+01,6.696807892148431165e+03
2.556662992367711240e+01,6.696807892148431165e+03
2.651354214307255930e+01,6.696807892148431165e+03
2.746045436246800975e+01,8.184987423736971323e+03
2.840736658186345664e+01,8.184987423736971323e+03
2.935427880125890709e+01,8.184987423736971323e+03
3.030119102065435399e+01,8.184987423736971323e+03
3.124810324004980089e+01,8.184987423736971323e+03
3.219501545944525134e+01,8.184987423736971323e+03
3.314192767884070179e+01,8.184987423736971323e+03
3.408883989823614513e+01,8.184987423736971323e+03
3.503575211763159558e+01,8.929077189531240947e+03
3.598266433702704603e+01,8.929077189531240947e+03
3.692957655642249648e+01,8.929077189531240947e+03
3.787648877581793982e+01,9.673166955325512390e+03
3.882340099521339027e+01,9.673166955325512390e+03
3.977031321460884072e+01,9.673166955325512390e+03
4.071722543400429117e+01,9.673166955325512390e+03
4.166413765339973452e+01,1.041725672111978201e+04
4.261104987279518497e+01,1.116134648691405164e+04
4.355796209219063542e+01,1.116134648691405164e+04
4.450487431158608587e+01,1.116134648691405164e+04
4.545178653098152921e+01,1.116134648691405164e+04
4.639869875037697966e+01,1.116134648691405164e+04
