# Radii, Kt
0.000000000000000000e+00,0.000000000000000000e+00
3.686653545978578084e+00,1.259876781963528458e+02
7.373307091957156167e+00,2.519753563927056916e+02
1.105996063793573470e+01,3.779630345890585090e+02
1.474661418391431233e+01,6.299383909817642007e+02
1.843326772989288997e+01,1.070895264668999062e+03
2.211992127587146939e+01,1.826821333847116193e+03
2.580657482185004525e+01,2.771728920319762437e+03
2.949322836782862467e+01,3.527654989497879342e+03
3.317988191380720053e+01,4.157593380479644111e+03
3.686653545978577995e+01,5.165494806050466650e+03
4.055318900576435937e+01,6.299383909817642234e+03
4.423984255174293878e+01,6.866328461701229571e+03
4.792649609772151820e+01,7.685248369977522998e+03
5.161314964370009051e+01,8.504168278253817334e+03
5.529980318967866992e+01,9.386082025628285919e+03
5.898645673565724934e+01,1.026799577300275632e+04
6.267311028163582876e+01,1.077194648578816850e+04
6.635976382761440107e+01,1.127589719857357886e+04
7.004641737359298759e+01,1.177984791135899104e+04
7.373307091957155990e+01,1.259876781963528447e+04
7.741972446555014642e+01,1.335469388881340092e+04
8.110637801152871873e+01,1.392163844069698825e+04
8.479303155750729104e+01,1.455157683167875257e+04
8.847968510348587756e+01,1.511852138356234173e+04
9.216633864946444987e+01,1.568546593544592906e+04
9.585299219544303639e+01,1.631540432642769338e+04
9.953964574142160870e+01,1.675636120011492676e+04
1.032262992874001810e+02,1.757528110839122019e+04
1.069129528333787675e+02,1.833120717756933664e+04
1.105996063793573398e+02,1.927611476404198402e+04
1.142862599253359264e+02,2.003204083322010047e+04
1.179729134713144987e+02,2.059898538510368962e+04
1.216595670172930710e+02,2.091395458059457087e+04
1.253462205632716575e+02,2.135491145428180607e+04
1.290328741092502298e+02,2.211083752345992252e+04
1.327195276552288021e+02,2.242580671895080741e+04
1.364061812012074029e+02,2.261478823624533470e+04
1.400928347471859752e+02,2.274077591444168866e+04
1.437794882931645475e+02,2.318173278812892386e+04
1.474661418391431198e+02,2.343370814452162813e+04
1.511527953851216921e+02,2.349670198361980511e+04
1.548394489311002928e+02,2.349670198361980511e+04
1.585261024770788651e+02,2.362268966181615906e+04
1.622127560230574375e+02,2.362268966181615906e+04
1.658994095690360098e+02,2.381167117911068635e+04
1.695860631150145821e+02,2.381167117911068635e+04
1.732727166609931828e+02,2.381167117911068635e+04
1.769593702069717551e+02,2.381167117911068635e+04
1.806460237529503274e+02,2.381167117911068635e+04
